RackID,Address,Ward,Community Area,Community Name,TotInstall,Latitude,Longitude,Historical,F12,F13,LOCATION,Boundaries - ZIP Codes,Community Areas,Zip Codes,Census Tracts,Wards,:@computed_region_awaf_s7ux
3492,1391 N Milwaukee Ave,1,24,West Town,1,41.907164,-87.672159,1,41.907164,-87.672159,"(41.907164, -87.672159)",4,25,21560,482,41,24
1284,1554 E 55th St,4,41,Hyde Park,1,41.795283,-87.587632,1,41.795283,-87.587632,"(41.795283, -87.587632)",10,8,21192,500,33,1
5945,1001 N Damen Ave,1,24,West Town,1,41.899661,-87.677036,1,41.899661,-87.677036,"(41.899661, -87.677036)",4,25,21560,462,11,24
3241,1932 W Lawrence Ave,47,4,Lincoln Square,2,41.96891,-87.677444,1,41.96891,-87.677444,"(41.96891, -87.677444)",15,6,22616,106,18,13
1349,2157 W 19th St,25,31,Lower West Side,1,41.855659,-87.679748,1,41.855659,-87.679748,"(41.855659, -87.679748)",43,33,14920,4,26,8
2901,1656 W Grace St,47,6,Lake View,1,41.950736,-87.670669,1,41.950736,-87.670669,"(41.950736, -87.670669)",53,57,21186,689,18,13
3511,2107 W Monroe St,2,28,Near West Side,1,41.879836,-87.679424,1,41.879836,-87.679424,"(41.879836, -87.679424)",28,29,21184,89,46,48
3780,2025 W Roscoe St,32,5,North Center,2,41.94306,-87.67937,1,41.94306,-87.67937,"(41.94306, -87.67937)",39,46,21538,647,40,16
119,1501 W Howard St,49,1,Rogers Park,3,42.01924,-87.668418,0,42.01924,-87.668418,"(42.01924, -87.668418)",9,10,21853,357,5,3
483,1943 W North Ave,1,24,West Town,2,41.910339,-87.676622,0,41.910339,-87.676622,"(41.910339, -87.676622)",4,25,21560,482,41,24
1340,2211 W 18th Pl,25,31,Lower West Side,1,41.85655,-87.681317,1,41.85655,-87.681317,"(41.85655, -87.681317)",43,33,14920,4,26,8
2605,200 W Division St,43,8,Near North Side,1,41.90396,-87.634688,1,41.90396,-87.634688,"(41.90396, -87.634688)",54,37,14926,290,11,51
4993,1365 E 53rd St,4,41,Hyde Park,1,41.799399,-87.592391,1,41.799399,-87.592391,"(41.799399, -87.592391)",10,8,21192,499,33,1
251,1650 W Foster Ave,40,77,Edgewater,3,41.976289,-87.670864,0,41.976289,-87.670864,"(41.976289, -87.670864)",15,76,22616,564,24,46
6311,201 S Michigan Ave,42,32,Loop,3,41.879487,-87.624195,1,41.879487,-87.624195,"(41.879487, -87.624195)",29,38,14311,367,36,22
4118,1147 N Western Ave,1,24,West Town,3,41.902305,-87.686813,1,41.902305,-87.686813,"(41.902305, -87.686813)",4,25,21560,541,41,24
2894,2 E Garfield Blvd,3,40,Washington Park,1,41.794757,-87.625519,1,41.794757,-87.625519,"(41.794757, -87.625519)",10,7,21192,401,9,12
7419,10248 S Ewing Ave,10,52,East Side,1,41.709081,-87.535447,0,41.709081,-87.535447,"(41.709081, -87.535447)",25,49,21202,528,47,47
4473,1800 W Lunt Ave,49,1,Rogers Park,2,42.009089,-87.676002,1,42.009089,-87.676002,"(42.009089, -87.676002)",9,10,21853,44,5,3
1516,1800 E 79th St,8,43,South Shore,1,41.75163,-87.580739,1,41.75163,-87.580739,"(41.75163, -87.580739)",24,39,22538,188,35,9
899,1465 S Michigan Ave,2,33,Near South Side,1,41.862619,-87.623868,0,41.862619,-87.623868,"(41.862619, -87.623868)",35,34,14913,374,9,48
3438,101 S Michigan Ave,42,32,Loop,2,41.880788,-87.624191,1,41.880788,-87.624191,"(41.880788, -87.624191)",29,38,14311,367,36,22
2449,2009 N Clybourn Ave,43,7,Lincoln Park,1,41.917976,-87.659107,1,41.917976,-87.659107,"(41.917976, -87.659107)",16,68,21190,210,11,51
876,213 N Morgan St,27,28,Near West Side,1,41.885806,-87.651946,0,41.885806,-87.651946,"(41.885806, -87.651946)",44,29,14917,63,46,41
4938,2245 N McVicker Ave,37,19,Belmont Cragin,1,41.921251,-87.776662,1,41.921251,-87.776662,"(41.921251, -87.776662)",2,19,22615,77,44,4
4933,1234 N Monticello Ave,26,23,Humboldt Park,3,41.903415,-87.717946,1,41.903415,-87.717946,"(41.903415, -87.717946)",5,24,4299,454,49,10
3324,210 S Loomis St,2,28,Near West Side,2,41.878755,-87.66211,1,41.878755,-87.66211,"(41.878755, -87.66211)",44,29,14917,91,46,48
5261,1735 W Harrison St,2,28,Near West Side,1,41.874058,-87.670545,1,41.874058,-87.670545,"(41.874058, -87.670545)",28,29,21184,5,46,48
4040,1134 W Washington Blvd,27,28,Near West Side,3,41.883124,-87.655743,1,41.883124,-87.655743,"(41.883124, -87.655743)",44,29,14917,63,46,41
6518,2222 W North Ave,1,24,West Town,1,41.910493,-87.683225,0,41.910493,-87.683225,"(41.910493, -87.683225)",1,25,22535,298,40,24
4150,1830 W Wilson Ave,47,4,Lincoln Square,1,41.965294,-87.675129,1,41.965294,-87.675129,"(41.965294, -87.675129)",15,6,22616,225,18,13
5245,1526 E 55th St,4,41,Hyde Park,1,41.79538,-87.588061,1,41.79538,-87.588061,"(41.79538, -87.588061)",10,8,21192,500,33,1
4074,1563 N Wells St,43,8,Near North Side,1,41.910364,-87.634518,1,41.910364,-87.634518,"(41.910364, -87.634518)",54,37,14926,290,46,51
2907,1127 W Grand Ave,27,24,West Town,1,41.890955,-87.655565,1,41.890955,-87.655565,"(41.890955, -87.655565)",49,25,22620,522,46,41
1512,1364 W 79th St,17,71,Auburn Gresham,2,41.750522,-87.657252,1,41.750522,-87.657252,"(41.750522, -87.657252)",59,70,21554,575,31,17
5504,1655 W Division St,1,24,West Town,1,41.903158,-87.669425,1,41.903158,-87.669425,"(41.903158, -87.669425)",4,25,21560,518,41,24
776,1104 S Wabash Ave,2,32,Loop,3,41.869004,-87.626027,0,41.869004,-87.626027,"(41.869004, -87.626027)",35,38,14913,368,10,48
1231,1554 N Milwaukee Ave,1,24,West Town,1,41.909668,-87.676586,0,41.909668,-87.676586,"(41.909668, -87.676586)",4,25,21560,481,41,24
295,1927 W North Ave,1,24,West Town,2,41.910364,-87.676022,0,41.910364,-87.676022,"(41.910364, -87.676022)",4,25,21560,482,11,24
2272,13000 S Carondolet Ave,10,55,Hegewisch,5,41.65899,-87.549728,1,41.65899,-87.549728,"(41.65899, -87.549728)",26,52,22250,586,47,47
2063,1722 N Ashland Ave,1,24,West Town,1,41.912883,-87.667888,1,41.912883,-87.667888,"(41.912883, -87.667888)",4,25,21560,437,40,24
6423,161 N Clark St,42,32,Loop,1,41.884636,-87.630761,1,41.884636,-87.630761,"(41.884636, -87.630761)",42,38,14309,92,36,22
2132,1225 W Belmont Ave,32,6,Lake View,3,41.939649,-87.659566,1,41.939649,-87.659566,"(41.939649, -87.659566)",22,57,4449,679,40,16
4026,110 S Wacker Dr,2,32,Loop,1,41.880421,-87.63715,1,41.880421,-87.63715,"(41.880421, -87.63715)",46,38,14914,92,36,48
2396,1601 N Clark St,43,7,Lincoln Park,4,41.91139,-87.631547,1,41.91139,-87.631547,"(41.91139, -87.631547)",16,68,21190,271,34,51
651,1 E Jackson Blvd,2,32,Loop,1,41.8781,-87.627495,0,41.8781,-87.627495,"(41.8781, -87.627495)",29,38,14912,367,10,48
2317,1800 W Chicago Ave,1,24,West Town,1,41.896132,-87.672417,1,41.896132,-87.672417,"(41.896132, -87.672417)",4,25,21560,462,41,24
2413,150 N Clark St,42,32,Loop,3,41.884264,-87.631096,1,41.884264,-87.631096,"(41.884264, -87.631096)",41,38,14310,92,36,22
6290,1324 W Wabansia Ave,32,24,West Town,6,41.914016,-87.66183,1,41.914016,-87.66183,"(41.914016, -87.66183)",49,25,22620,109,11,16
738,1401 W Devon Ave,40,77,Edgewater,2,41.998037,-87.665635,0,41.998037,-87.665635,"(41.998037, -87.665635)",14,76,4451,536,16,46
553,1910 S State St,3,33,Near South Side,4,41.856414,-87.62732,0,41.856414,-87.62732,"(41.856414, -87.62732)",40,34,21194,330,9,12
4055,1007 W Webster Ave,32,7,Lincoln Park,1,41.921553,-87.653795,1,41.921553,-87.653795,"(41.921553, -87.653795)",16,68,21190,797,34,16
3223,208 S LaSalle St,42,32,Loop,2,41.879235,-87.632319,1,41.879235,-87.632319,"(41.879235, -87.632319)",29,38,14912,92,36,22
4565,209 W 79th St,17,44,Chatham,1,41.750712,-87.629888,1,41.750712,-87.629888,"(41.750712, -87.629888)",59,40,21554,1,31,17
6114,1738 E 87th St,8,45,Avalon Park,1,41.736189,-87.581973,1,41.736189,-87.581973,"(41.736189, -87.581973)",25,44,21202,473,35,9
2889,220 W Garfield Blvd,3,37,Fuller Park,4,41.794675,-87.631345,1,41.794675,-87.631345,"(41.794675, -87.631345)",37,3,14924,224,9,12
1419,1236 E 53rd St,4,41,Hyde Park,1,41.799597,-87.595992,1,41.799597,-87.595992,"(41.799597, -87.595992)",10,8,21192,499,10,1
309,114 N Wabash Ave,42,32,Loop,1,41.883641,-87.626403,0,41.883641,-87.626403,"(41.883641, -87.626403)",41,38,14310,580,36,22
6093,1801 W 99th St,19,72,Beverly,1,41.713832,-87.667331,1,41.713832,-87.667331,"(41.713832, -87.667331)",13,71,22212,628,42,33
4646,2235 N Milwaukee Ave,1,22,Logan Square,1,41.92173,-87.695394,1,41.92173,-87.695394,"(41.92173, -87.695394)",1,23,22535,294,41,24
3659,12 N Pine Ave,29,25,Austin,3,41.880655,-87.763381,1,41.880655,-87.763381,"(41.880655, -87.763381)",32,26,22216,674,7,52
5454,1620 W Lawrence Ave,47,3,Uptown,1,41.969009,-87.669868,1,41.969009,-87.669868,"(41.969009, -87.669868)",15,31,22616,610,18,13
663,1043 N California Ave,1,24,West Town,1,41.900244,-87.696955,0,41.900244,-87.696955,"(41.900244, -87.696955)",4,25,21560,301,49,10
1357,1814 W 23rd St,25,31,Lower West Side,1,41.850848,-87.671411,1,41.850848,-87.671411,"(41.850848, -87.671411)",43,33,14920,126,26,8
666,1301 S Michigan Ave,2,33,Near South Side,1,41.865599,-87.623926,0,41.865599,-87.623926,"(41.865599, -87.623926)",35,34,14913,374,9,48
744,180 N Stetson Ave,42,32,Loop,1,41.885255,-87.622468,0,41.885255,-87.622468,"(41.885255, -87.622468)",42,38,14309,580,36,22
4269,13338 S Brandon Ave,10,55,Hegewisch,1,41.652927,-87.546085,1,41.652927,-87.546085,"(41.652927, -87.546085)",26,52,22250,787,47,47
6765,1466 N Halsted St,32,8,Near North Side,2,41.907945,-87.648365,0,41.907945,-87.648365,"(41.907945, -87.648365)",49,37,22620,108,46,16
2614,1640 N Drake Ave,26,23,Humboldt Park,2,41.910791,-87.715119,1,41.910791,-87.715119,"(41.910791, -87.715119)",1,24,22535,352,49,10
3141,211 S Laflin St,2,28,Near West Side,3,41.878703,-87.66421,1,41.878703,-87.66421,"(41.878703, -87.66421)",44,29,14917,91,46,48
1039,200 S Wacker Dr,2,32,Loop,4,41.8792,-87.636997,0,41.8792,-87.636997,"(41.8792, -87.636997)",46,38,14914,92,36,48
5273,1014 S Michigan Ave,2,32,Loop,2,41.869864,-87.624292,1,41.869864,-87.624292,"(41.869864, -87.624292)",35,38,14913,368,10,48
4495,1412 W 18th St,25,31,Lower West Side,1,41.857987,-87.661839,1,41.857987,-87.661839,"(41.857987, -87.661839)",43,33,14920,365,26,8
1136,1440 W 18th St,25,31,Lower West Side,1,41.857942,-87.662855,0,41.857942,-87.662855,"(41.857942, -87.662855)",43,33,14920,365,26,8
3528,1902 W Montrose Ave,47,4,Lincoln Square,1,41.961631,-87.676232,1,41.961631,-87.676232,"(41.961631, -87.676232)",15,6,22616,225,18,13
4451,10740 S Calhoun Ave,10,51,South Deering,2,41.700168,-87.562148,1,41.700168,-87.562148,"(41.700168, -87.562148)",25,48,21202,174,47,47
861,1111 N Wells St,43,8,Near North Side,1,41.902446,-87.634294,0,41.902446,-87.634294,"(41.902446, -87.634294)",54,37,14926,310,46,51
4276,1707 W Division St,1,24,West Town,1,41.903215,-87.670347,1,41.903215,-87.670347,"(41.903215, -87.670347)",4,25,21560,518,41,24
1124,2043 W Roscoe St,32,5,North Center,2,41.943053,-87.679955,0,41.943053,-87.679955,"(41.943053, -87.679955)",39,46,21538,647,40,16
5327,2001 W Addison St,47,5,North Center,2,41.946768,-87.678691,1,41.946768,-87.678691,"(41.946768, -87.678691)",39,46,21538,614,18,13
7009,2300 S Kedzie Ave,24,30,South Lawndale,1,41.849814,-87.705331,0,41.849814,-87.705331,"(41.849814, -87.705331)",57,32,21569,291,1,36
6339,2120 S Canal St,25,34,Armour Square,1,41.853903,-87.638759,1,41.853903,-87.638759,"(41.853903, -87.638759)",40,35,21194,3,26,8
144,1630 W Montrose Ave,47,3,Uptown,1,41.961771,-87.669798,0,41.961771,-87.669798,"(41.961771, -87.669798)",15,31,22616,576,18,13
2463,200 S Columbus Dr,42,32,Loop,4,41.88083,-87.620807,1,41.88083,-87.620807,"(41.88083, -87.620807)",29,38,14311,367,36,22
4917,2000 E 88th St,8,48,Calumet Heights,2,41.73523,-87.575659,1,41.73523,-87.575659,"(41.73523, -87.575659)",25,44,21202,473,35,9
3925,1120 W Taylor St,25,28,Near West Side,1,41.869587,-87.654982,1,41.869587,-87.654982,"(41.869587, -87.654982)",44,29,14917,87,26,8
3091,2100 S Keeler Ave,24,29,North Lawndale,1,41.853295,-87.729786,1,41.853295,-87.729786,"(41.853295, -87.729786)",57,30,21569,753,14,36
3121,1449 S Kolin Ave,24,29,North Lawndale,2,41.861493,-87.733404,1,41.861493,-87.733404,"(41.861493, -87.733404)",57,30,21569,761,14,36
42,1710 W Addison St,47,6,Lake View,4,41.947091,-87.671735,0,41.947091,-87.671735,"(41.947091, -87.671735)",53,57,21186,689,18,13
4285,2058 W Chicago Ave,32,24,West Town,1,41.896049,-87.678499,1,41.896049,-87.678499,"(41.896049, -87.678499)",4,25,21560,476,11,16
5019,1 E Jackson Blvd,2,32,Loop,2,41.8781,-87.627495,1,41.8781,-87.627495,"(41.8781, -87.627495)",29,38,14912,367,10,48
4500,2222 N Western Ave,1,22,Logan Square,2,41.922317,-87.687694,1,41.922317,-87.687694,"(41.922317, -87.687694)",1,23,22535,323,41,24
2280,1545 N Central Ave,37,25,Austin,1,41.908445,-87.765698,1,41.908445,-87.765698,"(41.908445, -87.765698)",5,26,4299,599,45,4
1577,1808 W 99th St,19,72,Beverly,1,41.71397,-87.667798,1,41.71397,-87.667798,"(41.71397, -87.667798)",13,71,22212,628,42,33
4023,121 W Wacker Dr,42,32,Loop,1,41.886589,-87.63164,1,41.886589,-87.63164,"(41.886589, -87.63164)",42,38,14309,92,36,22
2640,10155 S Ewing Ave,10,52,East Side,1,41.710922,-87.535094,1,41.710922,-87.535094,"(41.710922, -87.535094)",25,49,21202,705,47,47
5484,1103 N Ashland Ave,1,24,West Town,1,41.901649,-87.667333,1,41.901649,-87.667333,"(41.901649, -87.667333)",49,25,21560,484,11,24
6165,211 E Chicago Ave,42,8,Near North Side,1,41.89665,-87.622085,1,41.89665,-87.622085,"(41.89665, -87.622085)",6,37,21182,158,11,22
1504,1767 E 79th St,8,46,South Chicago,2,41.751494,-87.580771,1,41.751494,-87.580771,"(41.751494, -87.580771)",25,42,22538,507,35,9
1177,1151 W Webster Ave,32,7,Lincoln Park,1,41.921509,-87.6575,0,41.921509,-87.6575,"(41.921509, -87.6575)",16,68,21190,797,34,16
5355,1865 N Milwaukee Ave,1,22,Logan Square,2,41.915658,-87.68534,1,41.915658,-87.68534,"(41.915658, -87.68534)",1,23,22535,373,40,24
6191,1548 N Clark St,42,8,Near North Side,1,41.910608,-87.631838,1,41.910608,-87.631838,"(41.910608, -87.631838)",54,37,14926,100,11,22
3667,1201 W Pratt Blvd,49,1,Rogers Park,1,42.005401,-87.661198,1,42.005401,-87.661198,"(42.005401, -87.661198)",9,10,21853,47,5,3
4973,1400 S Jefferson St,2,28,Near West Side,2,41.863215,-87.642223,1,41.863215,-87.642223,"(41.863215, -87.642223)",44,29,14917,97,48,48
6104,1300 E 47th St,4,39,Kenwood,1,41.808808,-87.592871,1,41.808808,-87.592871,"(41.808808, -87.592871)",10,5,21192,356,10,1
4319,2274 N Lincoln Ave,43,7,Lincoln Park,1,41.92299,-87.645587,1,41.92299,-87.645587,"(41.92299, -87.645587)",16,68,21190,798,34,51
2610,2050 W Division St,1,24,West Town,1,41.903286,-87.678557,1,41.903286,-87.678557,"(41.903286, -87.678557)",4,25,21560,481,41,24
4069,1350 N Wells St,43,8,Near North Side,2,41.906999,-87.634755,1,41.906999,-87.634755,"(41.906999, -87.634755)",54,37,14926,290,11,51
5146,2200 N Oakley Ave,32,22,Logan Square,1,41.921982,-87.685592,1,41.921982,-87.685592,"(41.921982, -87.685592)",1,23,22535,324,40,16
7209,1110 W 35th St,11,60,Bridgeport,1,41.830787,-87.653817,0,41.830787,-87.653817,"(41.830787, -87.653817)",43,58,14924,171,48,26
2891,141 E Garfield Blvd,20,40,Washington Park,1,41.794247,-87.621758,1,41.794247,-87.621758,"(41.794247, -87.621758)",60,7,22260,403,4,53
2505,1919 W Cullerton St,25,31,Lower West Side,1,41.854808,-87.674056,1,41.854808,-87.674056,"(41.854808, -87.674056)",43,33,14920,366,26,8
1995,1060 W Addison St,44,6,Lake View,1,41.947232,-87.656416,1,41.947232,-87.656416,"(41.947232, -87.656416)",53,57,21186,691,25,38
4239,1340 W 71st Pl,17,67,West Englewood,3,41.764202,-87.658003,1,41.764202,-87.658003,"(41.764202, -87.658003)",23,65,22257,408,32,17
3621,2001 N Orchard St,43,7,Lincoln Park,3,41.918318,-87.646035,1,41.918318,-87.646035,"(41.918318, -87.646035)",16,68,21190,798,34,51
4850,1659 W North Ave,1,24,West Town,2,41.910463,-87.669429,1,41.910463,-87.669429,"(41.910463, -87.669429)",4,25,21560,482,11,24
1198,1531 N Damen Ave,1,24,West Town,2,41.909145,-87.677284,0,41.909145,-87.677284,"(41.909145, -87.677284)",4,25,21560,481,41,24
5992,1800 S Ashland Ave,25,31,Lower West Side,1,41.85769,-87.666292,1,41.85769,-87.666292,"(41.85769, -87.666292)",43,33,14920,343,26,8
3257,2019 W Lawrence Ave,47,4,Lincoln Square,1,41.968616,-87.679761,1,41.968616,-87.679761,"(41.968616, -87.679761)",20,6,21849,665,18,13
3777,2022 W Roscoe St,32,5,North Center,2,41.94333,-87.679313,1,41.94333,-87.679313,"(41.94333, -87.679313)",39,46,21538,614,40,16
3071,1 N Karlov Ave,28,26,West Garfield Park,1,41.880839,-87.727945,1,41.880839,-87.727945,"(41.880839, -87.727945)",30,27,21572,659,23,11
836,2207 W Montrose Ave,47,5,North Center,1,41.96125,-87.684159,0,41.96125,-87.684159,"(41.96125, -87.684159)",39,46,21538,623,18,13
3664,1713 W Polk St,2,28,Near West Side,1,41.871429,-87.669891,1,41.871429,-87.669891,"(41.871429, -87.669891)",28,29,21184,5,46,48
5050,2258 W Erie St,1,24,West Town,1,41.893202,-87.68328,1,41.893202,-87.68328,"(41.893202, -87.68328)",28,25,21184,546,49,24
4727,2000 S Pulaski Rd,24,29,North Lawndale,1,41.853963,-87.724954,1,41.853963,-87.724954,"(41.853963, -87.724954)",57,30,21569,753,14,36
2301,216 W Cermak Rd,25,34,Armour Square,2,41.853061,-87.632491,1,41.853061,-87.632491,"(41.853061, -87.632491)",40,35,21194,3,26,8
1565,2116 W 95th St,19,72,Beverly,2,41.721229,-87.675431,1,41.721229,-87.675431,"(41.721229, -87.675431)",59,71,22212,627,42,33
1437,1156 E 56th St,5,41,Hyde Park,2,41.793383,-87.597777,1,41.793383,-87.597777,"(41.793383, -87.597777)",60,8,22260,154,33,32
3206,1155 S Lake Shore Dr,2,33,Near South Side,3,41.868447,-87.617585,1,41.868447,-87.617585,"(41.868447, -87.617585)",35,38,14913,368,10,48
6331,1000 N Lake Shore Dr,42,8,Near North Side,1,41.900858,-87.624232,1,41.900858,-87.624232,"(41.900858, -87.624232)",6,37,21182,104,36,22
3321,2148 N Long Ave,37,19,Belmont Cragin,2,41.919731,-87.761099,1,41.919731,-87.761099,"(41.919731, -87.761099)",2,19,22615,307,44,4
2918,1758 W Greenleaf Ave,49,1,Rogers Park,1,42.010329,-87.674549,1,42.010329,-87.674549,"(42.010329, -87.674549)",9,10,21853,49,5,3
4336,2236 N Rockwell St,1,22,Logan Square,3,41.922801,-87.692963,1,41.922801,-87.692963,"(41.922801, -87.692963)",1,23,22535,294,41,24
410,1924 W North Ave,32,24,West Town,2,41.910631,-87.675968,0,41.910631,-87.675968,"(41.910631, -87.675968)",4,25,21560,438,11,16
6997,131 S Wabash Ave,42,32,Loop,1,41.880345,-87.625941,0,41.880345,-87.625941,"(41.880345, -87.625941)",34,38,14311,367,36,22
4272,13209 S Baltimore Ave,10,55,Hegewisch,1,41.655201,-87.546942,1,41.655201,-87.546942,"(41.655201, -87.546942)",26,52,22250,787,47,47
1041,1030 N Orleans St,27,8,Near North Side,1,41.901406,-87.637471,0,41.901406,-87.637471,"(41.901406, -87.637471)",54,37,14926,148,46,41
4651,223 N Keeler Ave,28,26,West Garfield Park,0,41.884051,-87.730475,1,41.884051,-87.730475,"(41.884051, -87.730475)",30,27,21572,659,23,11
6384,126 E Chestnut St,42,8,Near North Side,1,41.898509,-87.624677,1,41.898509,-87.624677,"(41.898509, -87.624677)",6,37,21182,104,36,22
3457,180 S Michigan Ave,42,32,Loop,1,41.879797,-87.624608,1,41.879797,-87.624608,"(41.879797, -87.624608)",34,38,14311,367,36,22
2131,1500 W Belmont Ave,44,6,Lake View,2,41.939862,-87.666453,1,41.939862,-87.666453,"(41.939862, -87.666453)",22,57,4449,678,25,38
5178,1431 N Leamington Ave,37,25,Austin,1,41.906512,-87.75444,1,41.906512,-87.75444,"(41.906512, -87.75444)",5,26,4299,600,45,4
6408,19 N Wells St,42,32,Loop,1,41.882202,-87.633652,1,41.882202,-87.633652,"(41.882202, -87.633652)",41,38,14310,92,36,22
871,123 N Wacker Dr,42,32,Loop,1,41.883944,-87.636685,0,41.883944,-87.636685,"(41.883944, -87.636685)",46,38,14914,92,36,22
5492,1825 W Irving Park Rd,47,5,North Center,1,41.954053,-87.674818,1,41.954053,-87.674818,"(41.954053, -87.674818)",53,46,21186,644,18,13
3549,1507 W Morse Ave,49,1,Rogers Park,2,42.007738,-87.668173,1,42.007738,-87.668173,"(42.007738, -87.668173)",9,10,21853,358,5,3
5811,1935 W Chicago Ave,1,24,West Town,2,41.895882,-87.675955,1,41.895882,-87.675955,"(41.895882, -87.675955)",4,25,21560,519,41,24
2593,1851 W Division St,1,24,West Town,2,41.903092,-87.674143,1,41.903092,-87.674143,"(41.903092, -87.674143)",4,25,21560,462,41,24
1337,1420 W 17th St,25,31,Lower West Side,1,41.858914,-87.661987,1,41.858914,-87.661987,"(41.858914, -87.661987)",43,33,14920,365,26,8
3103,2240 N Kilbourn Ave,31,20,Hermosa,1,41.921786,-87.739089,1,41.921786,-87.739089,"(41.921786, -87.739089)",2,21,22615,75,44,7
4282,1949 N Hoyne Ave,32,22,Logan Square,3,41.917221,-87.679895,1,41.917221,-87.679895,"(41.917221, -87.679895)",1,23,22535,178,40,16
3262,1455 N Leamington Ave,37,25,Austin,2,41.906866,-87.754447,1,41.906866,-87.754447,"(41.906866, -87.754447)",5,26,4299,600,45,4
6517,1566 N Damen Ave,1,24,West Town,1,41.909712,-87.677631,0,41.909712,-87.677631,"(41.909712, -87.677631)",4,25,21560,481,41,24
28,2135 N Rockwell St,1,22,Logan Square,1,41.920838,-87.692548,0,41.920838,-87.692548,"(41.920838, -87.692548)",1,23,22535,323,41,24
388,1601 S Morgan St,25,31,Lower West Side,1,41.859661,-87.650735,0,41.859661,-87.650735,"(41.859661, -87.650735)",43,33,14920,250,26,8
6308,1702 N Milwaukee Ave,32,24,West Town,1,41.912257,-87.680573,1,41.912257,-87.680573,"(41.912257, -87.680573)",1,25,22535,298,40,16
3405,11301 S Michigan Ave,9,49,Roseland,1,41.688872,-87.620879,1,41.688872,-87.620879,"(41.688872, -87.620879)",19,45,21861,253,43,30
2613,13100 S Doty Ave,9,54,Riverdale,2,41.657627,-87.591959,1,41.657627,-87.591959,"(41.657627, -87.591959)",47,51,21861,9,43,30
4840,1957 W Addison St,47,5,North Center,1,41.946748,-87.677464,1,41.946748,-87.677464,"(41.946748, -87.677464)",22,46,21186,645,18,13
6601,10337 S Kedzie Ave,19,74,Mount Greenwood,1,41.705444,-87.701232,0,41.705444,-87.701232,"(41.705444, -87.701232)",33,73,4447,256,42,33
662,2030 W Chicago Ave,32,24,West Town,1,41.896062,-87.677949,0,41.896062,-87.677949,"(41.896062, -87.677949)",4,25,21560,476,11,16
3027,1821 S Indiana Ave,2,33,Near South Side,1,41.857461,-87.622127,1,41.857461,-87.622127,"(41.857461, -87.622127)",40,34,21194,374,9,48
4653,1600 N Lake Shore Dr,43,8,Near North Side,2,41.913555,-87.623275,1,41.913555,-87.623275,"(41.913555, -87.623275)",16,68,14926,271,34,51
5184,201 E 111th St,9,49,Roseland,9,41.692535,-87.617711,1,41.692535,-87.617711,"(41.692535, -87.617711)",19,45,21861,253,43,30
620,1402 W Grand Ave,27,24,West Town,2,41.891151,-87.66252,0,41.891151,-87.66252,"(41.891151, -87.66252)",49,25,22620,485,41,41
1227,1516 N Milwaukee Ave,1,24,West Town,1,41.909224,-87.6759,0,41.909224,-87.6759,"(41.909224, -87.6759)",4,25,21560,481,41,24
6998,105 S Wabash Ave,42,32,Loop,1,41.880608,-87.625951,0,41.880608,-87.625951,"(41.880608, -87.625951)",34,38,14311,367,36,22
4514,1729 S Halsted St,25,31,Lower West Side,1,41.85817,-87.646558,1,41.85817,-87.646558,"(41.85817, -87.646558)",40,33,14920,249,48,8
4125,11828 S Western Ave,19,75,Morgan Park,1,41.678349,-87.680919,1,41.678349,-87.680919,"(41.678349, -87.680919)",33,74,22212,379,42,33
5840,1801 S Indiana Ave,2,33,Near South Side,2,41.857653,-87.622132,1,41.857653,-87.622132,"(41.857653, -87.622132)",40,34,21194,374,9,48
4891,2234 N Western Ave,1,22,Logan Square,1,41.922766,-87.687711,1,41.922766,-87.687711,"(41.922766, -87.687711)",1,23,22535,323,41,24
3128,1556 N Kostner Ave,37,23,Humboldt Park,2,41.908816,-87.736463,1,41.908816,-87.736463,"(41.908816, -87.736463)",5,24,4299,286,45,4
4445,10538 S Langley Ave,9,50,Pullman,2,41.702472,-87.606477,1,41.702472,-87.606477,"(41.702472, -87.606477)",19,47,21861,254,43,30
5491,1635 W Division St,1,24,West Town,1,41.90317,-87.668937,1,41.90317,-87.668937,"(41.90317, -87.668937)",4,25,21560,518,41,24
3934,1840 S Throop St,25,31,Lower West Side,1,41.856795,-87.659005,1,41.856795,-87.659005,"(41.856795, -87.659005)",43,33,14920,365,26,8
4650,1750 W Balmoral Ave,40,77,Edgewater,1,41.979904,-87.673296,1,41.979904,-87.673296,"(41.979904, -87.673296)",15,76,22616,564,24,46
6916,2252 N Western Ave,1,22,Logan Square,1,41.922892,-87.687758,0,41.922892,-87.687758,"(41.922892, -87.687758)",1,23,22535,323,41,24
971,100 S Wacker Dr,2,32,Loop,1,41.880514,-87.637106,0,41.880514,-87.637106,"(41.880514, -87.637106)",46,38,14914,92,36,48
1328,200 E 115th St,9,49,Roseland,2,41.685475,-87.617893,1,41.685475,-87.617893,"(41.685475, -87.617893)",19,45,21861,253,43,30
6356,2101 N Hoyne Ave,32,22,Logan Square,2,41.920092,-87.680056,1,41.920092,-87.680056,"(41.920092, -87.680056)",1,23,22535,178,40,16
3445,150 N Michigan Ave,42,32,Loop,2,41.884603,-87.624604,1,41.884603,-87.624604,"(41.884603, -87.624604)",42,38,14309,580,36,22
4633,2001 N Western Ave,32,22,Logan Square,1,41.917621,-87.687326,1,41.917621,-87.687326,"(41.917621, -87.687326)",1,23,22535,324,40,16
