RackID,Address,Ward,Community Area,Community Name,TotInstall,Latitude,Longitude,Historical,F12,F13,LOCATION,Boundaries - ZIP Codes,Community Areas,Zip Codes,Census Tracts,Wards,:@computed_region_awaf_s7ux
2793,2334 W Division St,1,24,West Town,2,41.903171,-87.685499,1,41.903171,-87.685499,"(41.903171, -87.685499)",4,25,21560,516,41,24
3350,3914 W Madison St,28,26,West Garfield Park,2,41.880896,-87.72375,1,41.880896,-87.72375,"(41.880896, -87.72375)",30,27,21572,658,23,11
5300,3101 N Broadway St,44,6,Lake View,2,41.937672,-87.644199,1,41.937672,-87.644199,"(41.937672, -87.644199)",22,57,4449,683,25,38
3505,2475 N Milwaukee Ave,35,22,Logan Square,1,41.926419,-87.702792,1,41.926419,-87.702792,"(41.926419, -87.702792)",1,23,22535,549,40,15
5344,4334 W Lawrence Ave,39,14,Albany Park,1,41.968252,-87.736856,1,41.968252,-87.736856,"(41.968252, -87.736856)",48,14,21869,751,38,28
2527,4753 N Damen Ave,47,4,Lincoln Square,1,41.968182,-87.678992,1,41.968182,-87.678992,"(41.968182, -87.678992)",15,6,21849,225,18,13
1387,333 W 35th St,11,34,Armour Square,1,41.830852,-87.635081,1,41.830852,-87.635081,"(41.830852, -87.635081)",37,35,21194,296,48,26
1549,3045 E 92nd St,10,46,South Chicago,1,41.72813,-87.549475,1,41.72813,-87.549475,"(41.72813, -87.549475)",25,42,21202,510,47,47
835,4645 N Western Ave,47,4,Lincoln Square,4,41.966003,-87.688641,0,41.966003,-87.688641,"(41.966003, -87.688641)",20,6,21849,665,18,13
5951,2840 W Fullerton Ave,35,22,Logan Square,2,41.924939,-87.698906,1,41.924939,-87.698906,"(41.924939, -87.698906)",1,23,22535,548,41,15
2492,4314 S Cottage Grove Ave,4,38,Grand Boulevard,3,41.816418,-87.606843,1,41.816418,-87.606843,"(41.816418, -87.606843)",36,4,4301,161,10,1
3806,2645 N Sheffield Ave,43,7,Lincoln Park,1,41.929828,-87.653546,1,41.929828,-87.653546,"(41.929828, -87.653546)",16,68,21190,769,34,51
1300,2400 E 105th St,10,51,South Deering,12,41.704672,-87.565519,1,41.704672,-87.565519,"(41.704672, -87.565519)",25,48,21202,174,37,47
5169,2901 S Poplar Ave,11,60,Bridgeport,2,41.841262,-87.649378,1,41.841262,-87.649378,"(41.841262, -87.649378)",43,58,14920,59,48,26
4893,2514 W Fullerton Ave,1,22,Logan Square,1,41.925015,-87.690698,1,41.925015,-87.690698,"(41.925015, -87.690698)",1,23,22535,240,41,24
4785,2857 W Diversey Ave,35,22,Logan Square,1,41.931951,-87.699341,1,41.931951,-87.699341,"(41.931951, -87.699341)",1,23,22535,548,40,15
5209,3201 W Armitage Ave,35,22,Logan Square,1,41.917247,-87.707163,1,41.917247,-87.707163,"(41.917247, -87.707163)",1,23,22535,387,49,15
5295,3135 N Broadway St,44,6,Lake View,1,41.93856,-87.644177,1,41.93856,-87.644177,"(41.93856, -87.644177)",22,57,4449,683,25,38
7085,2924 E 92nd St,7,46,South Chicago,1,41.728359,-87.552924,0,41.728359,-87.552924,"(41.728359, -87.552924)",25,42,21202,510,37,43
2597,2609 W Division St,26,24,West Town,1,41.90282,-87.692397,1,41.90282,-87.692397,"(41.90282, -87.692397)",4,25,21560,543,49,10
2671,3301 W Franklin Blvd,28,23,Humboldt Park,3,41.889652,-87.709924,1,41.889652,-87.709924,"(41.889652, -87.709924)",30,24,21572,177,23,11
7054,232 E Ohio St,42,8,Near North Side,1,41.892715,-87.62181,0,41.892715,-87.62181,"(41.892715, -87.62181)",6,37,21182,159,36,22
5070,4557 N Lincoln Ave,47,4,Lincoln Square,2,41.964205,-87.685453,1,41.964205,-87.685453,"(41.964205, -87.685453)",20,6,21849,667,18,13
49,413 N Milwaukee Ave,27,24,West Town,1,41.889376,-87.644668,0,41.889376,-87.644668,"(41.889376, -87.644668)",55,25,4446,109,46,41
4746,2442 W 47th St,12,58,Brighton Park,1,41.807652,-87.685479,1,41.807652,-87.685479,"(41.807652, -87.685479)",56,55,22248,85,3,29
3635,25 E Pearson St,42,8,Near North Side,4,41.897402,-87.627284,1,41.897402,-87.627284,"(41.897402, -87.627284)",6,37,21182,104,36,22
3395,333 N Michigan Ave,42,32,Loop,1,41.887595,-87.624424,1,41.887595,-87.624424,"(41.887595, -87.624424)",42,38,14309,580,36,22
1316,3235 W 111th St,19,74,Mount Greenwood,1,41.691411,-87.70229,1,41.691411,-87.70229,"(41.691411, -87.70229)",33,73,4447,264,42,33
3243,2331 W Lawrence Ave,47,4,Lincoln Square,2,41.968532,-87.687531,1,41.968532,-87.687531,"(41.968532, -87.687531)",20,6,21849,665,18,13
3867,3946 N Southport Ave,47,6,Lake View,1,41.953374,-87.664319,1,41.953374,-87.664319,"(41.953374, -87.664319)",53,57,21186,724,18,13
5425,4438 W Wrightwood Ave,31,20,Hermosa,4,41.928776,-87.73772,1,41.928776,-87.73772,"(41.928776, -87.73772)",2,21,22615,439,17,7
3810,2401 N Sheffield Ave,43,7,Lincoln Park,1,41.925497,-87.653535,1,41.925497,-87.653535,"(41.925497, -87.653535)",16,68,21190,769,34,51
5292,4210 N Lincoln Ave,47,5,North Center,1,41.958015,-87.681654,1,41.958015,-87.681654,"(41.958015, -87.681654)",39,46,21538,623,18,13
158,3436 N Lincoln Ave,32,6,Lake View,1,41.943859,-87.671778,0,41.943859,-87.671778,"(41.943859, -87.671778)",22,57,4449,239,18,16
2545,298 S Dearborn St,42,32,Loop,3,41.878314,-87.629425,1,41.878314,-87.629425,"(41.878314, -87.629425)",29,38,14912,92,36,22
4430,2554 W 113th St,19,75,Morgan Park,2,41.688243,-87.685215,1,41.688243,-87.685215,"(41.688243, -87.685215)",33,74,4447,379,42,33
3260,3357 W Lawrence Ave,33,14,Albany Park,3,41.968277,-87.712629,1,41.968277,-87.712629,"(41.968277, -87.712629)",20,14,21849,118,20,2
6153,3055 E 92nd St,10,46,South Chicago,2,41.728132,-87.54931,1,41.728132,-87.54931,"(41.728132, -87.54931)",25,42,21202,510,47,47
443,300 N Central Park Ave,28,27,East Garfield Park,1,41.88658,-87.716646,0,41.88658,-87.716646,"(41.88658, -87.716646)",30,28,21572,176,23,11
4274,3614 E 106th St,10,52,East Side,1,41.70287,-87.535861,1,41.70287,-87.535861,"(41.70287, -87.535861)",25,49,21202,602,47,47
4073,259 S Wells St,42,32,Loop,2,41.878574,-87.633652,1,41.878574,-87.633652,"(41.878574, -87.633652)",29,38,14912,92,36,22
2209,4531 N Broadway St,46,3,Uptown,1,41.964249,-87.656408,1,41.964249,-87.656408,"(41.964249, -87.656408)",15,31,22616,241,39,37
486,2516 W North Ave,1,24,West Town,2,41.910471,-87.69035,0,41.910471,-87.69035,"(41.910471, -87.69035)",1,25,22535,287,41,24
3485,2800 N Milwaukee Ave,35,21,Avondale,1,41.932302,-87.712872,1,41.932302,-87.712872,"(41.932302, -87.712872)",39,22,22535,55,12,15
6102,411 S Sangamon St,2,28,Near West Side,1,41.876516,-87.650554,1,41.876516,-87.650554,"(41.876516, -87.650554)",44,29,14917,97,26,48
4508,239 S Halsted St,27,28,Near West Side,1,41.878445,-87.647097,1,41.878445,-87.647097,"(41.878445, -87.647097)",45,29,4452,786,46,41
3308,3131 N Lincoln Ave,32,6,Lake View,1,41.938787,-87.667151,1,41.938787,-87.667151,"(41.938787, -87.667151)",22,57,4449,712,40,16
5392,3400 W Belmont Ave,35,21,Avondale,1,41.939334,-87.712557,1,41.939334,-87.712557,"(41.939334, -87.712557)",39,22,21538,138,12,15
2952,3359 N Hamilton Ave,32,5,North Center,1,41.94239,-87.681862,1,41.94239,-87.681862,"(41.94239, -87.681862)",39,46,21538,647,40,16
4908,4434 S Lake Park Ave,4,39,Kenwood,1,41.813757,-87.596744,1,41.813757,-87.596744,"(41.813757, -87.596744)",36,5,4301,450,10,1
234,2934 N Sheffield Ave,44,6,Lake View,3,41.935428,-87.654036,0,41.935428,-87.654036,"(41.935428, -87.654036)",22,57,4449,680,25,38
4123,2403 N Western Ave,1,22,Logan Square,6,41.925054,-87.687494,1,41.925054,-87.687494,"(41.925054, -87.687494)",1,23,22535,240,41,24
1074,2715 N Milwaukee Ave,35,22,Logan Square,2,41.930636,-87.709718,0,41.930636,-87.709718,"(41.930636, -87.709718)",1,23,22535,72,12,15
4836,3811 N Southport Ave,44,6,Lake View,1,41.951244,-87.663906,1,41.951244,-87.663906,"(41.951244, -87.663906)",53,57,21186,725,25,38
2275,401 N Central Ave,28,25,Austin,1,41.887342,-87.765041,1,41.887342,-87.765041,"(41.887342, -87.765041)",32,26,22216,673,45,11
4471,3173 N Broadway St,44,6,Lake View,1,41.939558,-87.644122,1,41.939558,-87.644122,"(41.939558, -87.644122)",22,57,4449,683,25,38
3483,4661 N Milwaukee Ave,45,15,Portage Park,1,41.965148,-87.758169,1,41.965148,-87.758169,"(41.965148, -87.758169)",48,15,21869,260,50,20
4235,4257 N Tripp Ave,38,16,Irving Park,2,41.95825,-87.73391,1,41.95825,-87.73391,"(41.95825, -87.73391)",21,16,22618,269,38,25
2538,458 N Dearborn St,42,8,Near North Side,1,41.890411,-87.629778,1,41.890411,-87.629778,"(41.890411, -87.629778)",55,37,4446,670,36,22
3427,310 S Michigan Ave,2,32,Loop,1,41.87803,-87.624576,1,41.87803,-87.624576,"(41.87803, -87.624576)",29,38,14912,367,36,48
3404,301 S Michigan Ave,2,32,Loop,2,41.878135,-87.624037,1,41.878135,-87.624037,"(41.878135, -87.624037)",29,38,14912,367,36,48
2129,3335 W Belmont Ave,35,21,Avondale,1,41.939217,-87.711411,1,41.939217,-87.711411,"(41.939217, -87.711411)",39,22,21538,216,12,15
2972,3409 N Harlem Ave,36,17,Dunning,2,41.941945,-87.80671,1,41.941945,-87.80671,"(41.941945, -87.80671)",52,17,22254,396,19,39
931,38 E Grand Ave,42,8,Near North Side,1,41.891793,-87.626511,0,41.891793,-87.626511,"(41.891793, -87.626511)",6,37,21182,626,36,22
1473,2958 W 63rd St,15,66,Chicago Lawn,1,41.779196,-87.697588,1,41.779196,-87.697588,"(41.779196, -87.697588)",58,64,21867,182,2,44
2531,4803 N Damen Ave,47,4,Lincoln Square,2,41.968989,-87.679006,1,41.968989,-87.679006,"(41.968989, -87.679006)",15,6,21849,106,18,13
1088,300 W 26th St,11,34,Armour Square,1,41.845552,-87.63431,0,41.845552,-87.63431,"(41.845552, -87.63431)",40,35,21194,3,48,26
5074,3900 N Leavitt St,47,5,North Center,2,41.952446,-87.683745,1,41.952446,-87.683745,"(41.952446, -87.683745)",39,46,21538,613,18,13
4520,4632 N Rockwell St,47,4,Lincoln Square,1,41.965839,-87.693861,1,41.965839,-87.693861,"(41.965839, -87.693861)",20,6,21849,666,18,13
5251,3659 S Halsted St,11,60,Bridgeport,2,41.827496,-87.64586,1,41.827496,-87.64586,"(41.827496, -87.64586)",37,58,14924,172,48,26
4327,3608 N Pine Grove Ave,46,6,Lake View,1,41.948226,-87.645875,1,41.948226,-87.645875,"(41.948226, -87.645875)",53,57,21186,726,39,37
4779,3258 W Foster Ave,39,13,North Park,1,41.975921,-87.710415,1,41.975921,-87.710415,"(41.975921, -87.710415)",20,13,21849,167,38,28
3095,3200 N Kenmore Ave,44,6,Lake View,3,41.940045,-87.655434,1,41.940045,-87.655434,"(41.940045, -87.655434)",22,57,4449,710,25,38
7327,3843 W 63rd St,13,65,West Lawn,1,41.778582,-87.718925,0,41.778582,-87.718925,"(41.778582, -87.718925)",58,63,21867,238,6,23
4706,4200 N Oak Park Ave,38,17,Dunning,2,41.957256,-87.79779,1,41.957256,-87.79779,"(41.957256, -87.79779)",52,17,22254,442,19,25
5984,3034 S Gratten Ave,11,60,Bridgeport,2,41.839283,-87.654482,1,41.839283,-87.654482,"(41.839283, -87.654482)",43,58,14920,722,48,26
2398,3733 N Clark St,44,6,Lake View,2,41.949919,-87.658405,1,41.949919,-87.658405,"(41.949919, -87.658405)",53,57,21186,691,25,38
6839,4000 W Division St,27,23,Humboldt Park,1,41.902726,-87.726339,0,41.902726,-87.726339,"(41.902726, -87.726339)",5,24,4299,286,45,41
5413,4600 W 59th St,23,56,Garfield Ridge,1,41.785894,-87.738031,1,41.785894,-87.738031,"(41.785894, -87.738031)",58,53,21867,86,15,35
7325,4156 W 63rd St,13,65,West Lawn,1,41.778761,-87.726892,0,41.778761,-87.726892,"(41.778761, -87.726892)",58,63,21867,292,6,23
5485,4005 N Southport Ave,47,6,Lake View,1,41.954565,-87.663988,1,41.954565,-87.663988,"(41.954565, -87.663988)",53,57,21186,650,18,13
2231,3215 N Broadway St,44,6,Lake View,2,41.940483,-87.644179,1,41.940483,-87.644179,"(41.940483, -87.644179)",22,57,4449,169,25,38
7047,2955 W 59th St,16,66,Chicago Lawn,1,41.786198,-87.697712,0,41.786198,-87.697712,"(41.786198, -87.697712)",58,64,21867,183,2,19
3948,4747 S Union Ave,11,61,New City,2,41.807713,-87.642876,1,41.807713,-87.642876,"(41.807713, -87.642876)",37,59,14924,84,48,26
1335,3353 W 13th St,24,29,North Lawndale,2,41.864388,-87.709691,1,41.864388,-87.709691,"(41.864388, -87.709691)",57,30,21569,34,14,36
4491,2710 E 89th St,7,46,South Chicago,2,41.733781,-87.557793,1,41.733781,-87.557793,"(41.733781, -87.557793)",25,42,21202,508,37,43
5072,4455 N Lincoln Ave,47,4,Lincoln Square,2,41.962415,-87.684305,1,41.962415,-87.684305,"(41.962415, -87.684305)",20,6,21849,667,18,13
1326,3535 E 114th St,10,52,East Side,2,41.688097,-87.537474,1,41.688097,-87.537474,"(41.688097, -87.537474)",25,49,21202,603,47,47
3676,3600 S Princeton Ave,11,34,Armour Square,5,41.827788,-87.634014,1,41.827788,-87.634014,"(41.827788, -87.634014)",37,35,21194,296,48,26
6545,2620 N Kedzie Ave,35,22,Logan Square,4,41.928671,-87.707786,0,41.928671,-87.707786,"(41.928671, -87.707786)",1,23,22535,72,12,15
5011,2546 E 83rd St,7,46,South Chicago,1,41.744647,-87.562109,1,41.744647,-87.562109,"(41.744647, -87.562109)",25,42,21202,478,37,43
727,3717 N Cicero Ave,38,15,Portage Park,1,41.948433,-87.746975,0,41.948433,-87.746975,"(41.948433, -87.746975)",21,15,22618,139,21,25
3377,420 E McFetridge Dr,2,33,Near South Side,2,41.865141,-87.617506,1,41.865141,-87.617506,"(41.865141, -87.617506)",35,34,14913,374,10,48
1506,4101 W 79th St,13,70,Ashburn,2,41.748446,-87.724403,1,41.748446,-87.724403,"(41.748446, -87.724403)",8,69,4300,235,30,23
5864,410 E 71st St,6,69,Greater Grand Crossing,2,41.765862,-87.614787,1,41.765862,-87.614787,"(41.765862, -87.614787)",60,67,22260,480,32,31
2548,301 S Dearborn St,2,32,Loop,1,41.878043,-87.629118,1,41.878043,-87.629118,"(41.878043, -87.629118)",29,38,14912,92,10,48
4846,4503 N Milwaukee Ave,45,15,Portage Park,1,41.962628,-87.756025,1,41.962628,-87.756025,"(41.962628, -87.756025)",48,15,21869,259,50,20
5332,3246 N Halsted St,44,6,Lake View,1,41.941232,-87.649483,1,41.941232,-87.649483,"(41.941232, -87.649483)",22,57,4449,731,25,38
1524,3085 E 83rd St,7,46,South Chicago,1,41.743346,-87.550582,1,41.743346,-87.550582,"(41.743346, -87.550582)",25,42,21202,506,47,43
2136,3206 N Central Ave,38,15,Portage Park,2,41.938777,-87.766679,1,41.938777,-87.766679,"(41.938777, -87.766679)",52,15,22254,342,21,25
4096,3700 N Western Ave,47,5,North Center,3,41.948752,-87.688495,1,41.948752,-87.688495,"(41.948752, -87.688495)",39,46,21538,110,18,13
1510,3939 W 79th St,18,70,Ashburn,2,41.749423,-87.720167,1,41.749423,-87.720167,"(41.749423, -87.720167)",8,69,4300,199,30,6
2494,4415 S Cottage Grove Ave,4,39,Kenwood,1,41.814598,-87.606454,1,41.814598,-87.606454,"(41.814598, -87.606454)",36,5,4301,398,10,1
3235,3400 S Lawndale Ave,22,30,South Lawndale,2,41.831373,-87.717076,1,41.831373,-87.717076,"(41.831373, -87.717076)",57,32,21569,200,28,14
7176,375 W Erie St,42,8,Near North Side,1,41.893785,-87.638677,0,41.893785,-87.638677,"(41.893785, -87.638677)",55,37,4446,652,36,22
6991,4758 W Fullerton Ave,31,19,Belmont Cragin,1,41.924324,-87.745274,0,41.924324,-87.745274,"(41.924324, -87.745274)",2,19,22615,305,17,7
4664,400 W Madison St,42,28,Near West Side,1,41.88203,-87.638885,1,41.88203,-87.638885,"(41.88203, -87.638885)",46,29,14914,784,36,22
387,4800 W Armitage Ave,31,19,Belmont Cragin,1,41.917038,-87.746248,0,41.917038,-87.746248,"(41.917038, -87.746248)",2,19,22615,306,44,7
6451,400 E Southwater St,42,32,Loop,3,41.886525,-87.616884,0,41.886525,-87.616884,"(41.886525, -87.616884)",42,38,14309,580,36,22
5995,2701 S Pulaski Rd,22,30,South Lawndale,1,41.842344,-87.724426,1,41.842344,-87.724426,"(41.842344, -87.724426)",57,32,21569,227,28,14
3238,3151 W Lawrence Ave,33,14,Albany Park,2,41.968323,-87.707649,1,41.968323,-87.707649,"(41.968323, -87.707649)",20,14,21849,258,20,2
4341,3500 N Hoyne Ave,47,5,North Center,3,41.945194,-87.681087,1,41.945194,-87.681087,"(41.945194, -87.681087)",39,46,21538,614,18,13
2234,4403 N Broadway St,46,3,Uptown,1,41.961914,-87.65499,1,41.961914,-87.65499,"(41.961914, -87.65499)",15,31,22616,241,39,37
6686,4815 N Damen Ave,47,4,Lincoln Square,1,41.969173,-87.679054,0,41.969173,-87.679054,"(41.969173, -87.679054)",15,6,21849,106,18,13
3650,3600 W Peterson Ave,50,13,North Park,3,41.990406,-87.719026,1,41.990406,-87.719026,"(41.990406, -87.719026)",50,13,4450,747,27,42
2986,4831 S Hermitage Ave,20,61,New City,1,41.806126,-87.668371,1,41.806126,-87.668371,"(41.806126, -87.668371)",37,59,14924,740,3,53
4830,2467 W Grand Ave,26,24,West Town,1,41.890985,-87.68862,1,41.890985,-87.68862,"(41.890985, -87.68862)",28,25,21184,545,46,10
6644,312 N May St,27,28,Near West Side,1,41.887085,-87.655858,0,41.887085,-87.655858,"(41.887085, -87.655858)",44,29,14917,63,46,41
4442,4046 N Leavitt St,47,5,North Center,2,41.955262,-87.683815,1,41.955262,-87.683815,"(41.955262, -87.683815)",39,46,21538,623,18,13
2260,4136 S California Ave,14,58,Brighton Park,3,41.818845,-87.694711,1,41.818845,-87.694711,"(41.818845, -87.694711)",56,55,22248,196,1,49
4802,3728 N Southport Ave,44,6,Lake View,1,41.949499,-87.664186,1,41.949499,-87.664186,"(41.949499, -87.664186)",53,57,21186,724,25,38
2963,3649 N Harlem Ave,36,17,Dunning,2,41.945956,-87.806969,1,41.945956,-87.806969,"(41.945956, -87.806969)",52,17,22254,444,19,39
6937,3720 W 55th St,13,62,West Elsdon,1,41.793435,-87.716575,0,41.793435,-87.716575,"(41.793435, -87.716575)",56,60,22248,792,6,35
3848,3928 N Sheridan Rd,44,6,Lake View,1,41.953647,-87.654559,1,41.953647,-87.654559,"(41.953647, -87.654559)",53,57,21186,83,39,38
1375,3233 W 31st St,22,30,South Lawndale,2,41.837061,-87.706207,1,41.837061,-87.706207,"(41.837061, -87.706207)",57,32,21569,200,28,14
4441,3539 W Grace St,35,16,Irving Park,4,41.950021,-87.716722,1,41.950021,-87.716722,"(41.950021, -87.716722)",39,16,21538,325,12,15
1268,2850 W Peterson Ave,50,2,West Ridge,1,41.990487,-87.700893,0,41.990487,-87.700893,"(41.990487, -87.700893)",50,20,4450,30,27,42
6078,4330 N Lincoln Ave,47,5,North Center,1,41.960539,-87.683378,1,41.960539,-87.683378,"(41.960539, -87.683378)",39,46,21538,623,18,13
6200,2306 W Maypole Ave,2,28,Near West Side,2,41.883974,-87.685615,1,41.883974,-87.685615,"(41.883974, -87.685615)",28,29,21184,37,46,48
2354,4501 N Clarendon Ave,46,3,Uptown,1,41.96375,-87.649855,1,41.96375,-87.649855,"(41.96375, -87.649855)",15,31,22616,636,39,37
6245,4211 W 26th St,22,30,South Lawndale,1,41.844058,-87.729873,1,41.844058,-87.729873,"(41.844058, -87.729873)",57,32,21569,194,28,14
4104,3703 N Western Ave,47,5,North Center,1,41.948786,-87.688134,1,41.948786,-87.688134,"(41.948786, -87.688134)",39,46,21538,613,18,13
4922,251 W 24th Pl,25,34,Armour Square,1,41.848105,-87.633318,1,41.848105,-87.633318,"(41.848105, -87.633318)",40,35,21194,3,48,8
4231,4650 N Menard Ave,45,15,Portage Park,2,41.965413,-87.772424,1,41.965413,-87.772424,"(41.965413, -87.772424)",48,15,21869,94,50,20
4413,4414 S Evans Ave,3,38,Grand Boulevard,2,41.814575,-87.608461,1,41.814575,-87.608461,"(41.814575, -87.608461)",36,4,4301,161,9,12
2632,3600 N Elston Ave,35,16,Irving Park,1,41.946623,-87.708853,1,41.946623,-87.708853,"(41.946623, -87.708853)",39,16,21538,325,12,15
6527,2832 W Touhy Ave,50,2,West Ridge,1,42.012207,-87.700474,0,42.012207,-87.700474,"(42.012207, -87.700474)",12,20,22528,359,27,42
3648,2350 W Pershing Rd,11,59,McKinley Park,1,41.823154,-87.683214,1,41.823154,-87.683214,"(41.823154, -87.683214)",37,56,14924,719,1,26
599,3745 N Lincoln Ave,47,5,North Center,2,41.949625,-87.675393,0,41.949625,-87.675393,"(41.949625, -87.675393)",53,46,21186,644,18,13
4604,4715 N Clarendon Ave,46,3,Uptown,1,41.967812,-87.649864,1,41.967812,-87.649864,"(41.967812, -87.649864)",15,31,22616,636,39,37
3526,280 W Monroe St,2,32,Loop,1,41.880802,-87.634949,1,41.880802,-87.634949,"(41.880802, -87.634949)",46,38,14914,92,36,48
4583,25 W 47th St,3,38,Grand Boulevard,2,41.809093,-87.626869,1,41.809093,-87.626869,"(41.809093, -87.626869)",37,4,14924,415,9,12
6428,3100 S Union Ave,11,60,Bridgeport,2,41.837889,-87.643985,1,41.837889,-87.643985,"(41.837889, -87.643985)",40,58,21194,149,48,26
5989,245 W 51st St,3,37,Fuller Park,2,41.801619,-87.632563,1,41.801619,-87.632563,"(41.801619, -87.632563)",37,3,14924,224,9,12
5269,3400 N Southport Ave,44,6,Lake View,2,41.943477,-87.663961,1,41.943477,-87.663961,"(41.943477, -87.663961)",22,57,4449,239,25,38
3744,3113 S Rhodes Ave,4,35,Douglas,1,41.838136,-87.613242,1,41.838136,-87.613242,"(41.838136, -87.613242)",40,1,21194,581,10,1
3108,4755 N Kimball Ave,33,14,Albany Park,1,41.967454,-87.713142,1,41.967454,-87.713142,"(41.967454, -87.713142)",20,14,21849,118,20,2
4618,3301 N Lincoln Ave,44,6,Lake View,1,41.941732,-87.669885,1,41.941732,-87.669885,"(41.941732, -87.669885)",22,57,4449,742,18,38
868,2900 W Belmont Ave,33,21,Avondale,6,41.939482,-87.700407,0,41.939482,-87.700407,"(41.939482, -87.700407)",39,22,21538,425,20,2
3866,3725 N Southport Ave,44,6,Lake View,1,41.949629,-87.66383,1,41.949629,-87.66383,"(41.949629, -87.66383)",53,57,21186,728,25,38
5309,3000 N Broadway St,44,6,Lake View,1,41.936606,-87.644355,1,41.936606,-87.644355,"(41.936606, -87.644355)",22,57,4449,682,25,38
6387,355 E Grand Ave,42,8,Near North Side,2,41.891682,-87.618848,1,41.891682,-87.618848,"(41.891682, -87.618848)",6,37,21182,159,36,22
6798,337 E Randolph Dr,42,32,Loop,6,41.884196,-87.619522,0,41.884196,-87.619522,"(41.884196, -87.619522)",41,38,14309,580,36,22
6459,418 S Wabash Ave,2,32,Loop,1,41.876658,-87.626225,0,41.876658,-87.626225,"(41.876658, -87.626225)",35,38,14913,367,10,48
6950,2418 N Milwaukee Ave,35,22,Logan Square,1,41.925111,-87.701242,0,41.925111,-87.701242,"(41.925111, -87.701242)",1,23,22535,548,41,15
4342,2714 W Augusta Blvd,1,24,West Town,4,41.899428,-87.694748,1,41.899428,-87.694748,"(41.899428, -87.694748)",4,25,21560,543,49,24
4407,4445 S Drexel Blvd,4,39,Kenwood,4,41.814228,-87.603831,1,41.814228,-87.603831,"(41.814228, -87.603831)",36,5,4301,398,10,1
751,30 E Lake St,42,32,Loop,8,41.885941,-87.626973,0,41.885941,-87.626973,"(41.885941, -87.626973)",42,38,14309,580,36,22
4483,2600 N Western Ave,1,22,Logan Square,1,41.928723,-87.687877,1,41.928723,-87.687877,"(41.928723, -87.687877)",1,23,22535,240,40,24
4219,4320 W 5th Ave,24,26,West Garfield Park,4,41.870924,-87.733361,1,41.870924,-87.733361,"(41.870924, -87.733361)",30,27,21572,703,14,36
2198,4657 N Broadway St,46,3,Uptown,1,41.966781,-87.658057,1,41.966781,-87.658057,"(41.966781, -87.658057)",15,31,22616,241,39,37
2399,3401 N Clark St,44,6,Lake View,2,41.943656,-87.653463,1,41.943656,-87.653463,"(41.943656, -87.653463)",22,57,4449,731,25,38
2914,405 S Green St,2,28,Near West Side,1,41.876572,-87.648266,1,41.876572,-87.648266,"(41.876572, -87.648266)",44,29,14917,97,26,48
2377,380 S Clark St,2,32,Loop,1,41.8772,-87.630927,1,41.8772,-87.630927,"(41.8772, -87.630927)",29,38,14912,92,36,48
3022,361 E Illinois St,42,8,Near North Side,1,41.890914,-87.618406,1,41.890914,-87.618406,"(41.890914, -87.618406)",6,37,21182,159,36,22
2408,3664 N Clark St,44,6,Lake View,1,41.948493,-87.657689,1,41.948493,-87.657689,"(41.948493, -87.657689)",53,57,21186,691,25,38
2647,300 S Financial Pl,2,32,Loop,4,41.878029,-87.632912,1,41.878029,-87.632912,"(41.878029, -87.632912)",29,38,14912,92,36,48
1521,4101 W 79th St,13,70,Ashburn,2,41.748446,-87.724403,1,41.748446,-87.724403,"(41.748446, -87.724403)",8,69,4300,235,30,23
6753,2430 W Logan Blvd,35,22,Logan Square,4,41.928666,-87.690819,0,41.928666,-87.690819,"(41.928666, -87.690819)",1,23,22535,240,40,15
487,2546 W North Ave,1,24,West Town,2,41.910422,-87.69126,0,41.910422,-87.69126,"(41.910422, -87.69126)",1,25,22535,287,41,24
6354,4639 N Lincoln Ave,47,4,Lincoln Square,1,41.965951,-87.686734,1,41.965951,-87.686734,"(41.965951, -87.686734)",20,6,21849,665,18,13
5976,2735 S Shields Ave,11,34,Armour Square,3,41.843479,-87.635259,1,41.843479,-87.635259,"(41.843479, -87.635259)",40,35,21194,375,48,26
1368,4005 W 27th St,22,30,South Lawndale,2,41.842271,-87.724777,1,41.842271,-87.724777,"(41.842271, -87.724777)",57,32,21569,248,28,14
4703,3470 N Panama Ave,36,17,Dunning,2,41.943162,-87.82909,1,41.943162,-87.82909,"(41.943162, -87.82909)",52,17,22254,413,19,39
5258,2400 N Lake Shore Dr,43,7,Lincoln Park,1,41.928397,-87.632214,1,41.928397,-87.632214,"(41.928397, -87.632214)",16,68,4449,101,34,51
219,3037 W Augusta Blvd,26,23,Humboldt Park,2,41.899088,-87.70391,0,41.899088,-87.70391,"(41.899088, -87.70391)",4,24,21560,150,49,10
6068,3256 N Damen Ave,32,5,North Center,1,41.940844,-87.678552,1,41.940844,-87.678552,"(41.940844, -87.678552)",39,46,21538,647,40,16
3294,3820 N Lincoln Ave,47,5,North Center,1,41.950996,-87.676747,1,41.950996,-87.676747,"(41.950996, -87.676747)",53,46,21186,644,18,13
5982,4747 S Marshfield Ave,20,61,New City,2,41.807725,-87.665969,1,41.807725,-87.665969,"(41.807725, -87.665969)",37,59,14924,740,4,53
3369,2515 N Marshfield Ave,32,7,Lincoln Park,1,41.927351,-87.669249,1,41.927351,-87.669249,"(41.927351, -87.669249)",16,68,21190,743,40,16
2540,428 N Dearborn St,42,8,Near North Side,1,41.89016,-87.629695,1,41.89016,-87.629695,"(41.89016, -87.629695)",55,37,4446,670,36,22
