month,day,year,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,apparentTemperatureMax,apparentTemperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,cloudCover,dewPoint,humidity,moonPhase,precipIntensity,precipIntensityMax,precipProbability,pressure,sunriseTime,sunsetTime,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,uvIndex,uvIndexTime,visibility,windBearing,windGust,windGustTime,windSpeed,precipIntensityMaxTime,precipAccumulation,ozone,daylight_duration,icon_clear-day,icon_cloudy,icon_partly-cloudy-day,icon_rain,icon_sleet,icon_snow,precipType_None,precipType_rain,precipType_sleet,precipType_snow
9.0,1.0,2018.0,90.42,15.0,73.49,4.0,90.42,15.0,71.98,3.0,0.67,70.62,0.83,0.71,0.0085,0.0727,0.93,1015.27,4.3,17.433333333333334,84.38,15.0,72.59,4.0,5.0,12.0,9.634,190.0,19.65,10.0,6.42,8.0,0.0,283.6,13.133333333333333,0,0,0,1,0,0,0,1,0,0
9.0,2.0,2018.0,93.65,13.0,72.44,3.0,93.65,13.0,73.49,4.0,0.74,69.0,0.69,0.75,0.0011,0.0172,0.65,1017.32,4.316666666666666,17.4,90.09,13.0,71.37,3.0,5.0,11.0,9.864,204.0,16.65,12.0,6.3,22.0,0.0,284.7,13.083333333333332,0,0,0,1,0,0,0,1,0,0
9.0,3.0,2018.0,88.55,10.0,72.64,3.0,88.55,10.0,72.44,3.0,0.7,69.87,0.86,0.78,0.0389,0.6151,0.97,1021.03,4.333333333333333,17.366666666666667,83.55,10.0,71.35,3.0,6.0,10.0,9.436,111.0,13.23,22.0,4.3,15.0,0.0,279.2,13.033333333333335,0,0,0,1,0,0,0,1,0,0
9.0,4.0,2018.0,94.92,12.0,75.35,3.0,94.92,12.0,72.64,3.0,0.26,68.83,0.69,0.82,0.0002,0.0015,0.19,1020.31,4.35,17.35,90.97,14.0,74.32,4.0,7.0,10.0,9.829,180.0,9.04,13.0,5.53,11.0,0.0,280.1,13.000000000000002,0,0,1,0,0,0,0,1,0,0
9.0,5.0,2018.0,93.94,12.0,67.28,6.0,93.94,12.0,71.49,21.0,0.41,68.91,0.73,0.86,0.0065,0.0748,0.65,1018.81,4.366666666666666,17.316666666666666,90.44,12.0,66.58,6.0,6.0,11.0,9.743,235.0,15.87,11.0,7.48,15.0,0.0,276.2,12.95,0,0,0,1,0,0,0,1,0,0
9.0,6.0,2018.0,68.61,15.0,67.14,18.0,71.63,23.0,67.14,18.0,0.87,62.93,0.84,0.9,0.0137,0.1079,1.0,1024.23,4.383333333333334,17.283333333333335,68.61,15.0,67.14,18.0,4.0,11.0,9.349,23.0,11.83,13.0,8.28,8.0,0.0,271.7,12.900000000000002,0,0,0,1,0,0,0,1,0,0
9.0,7.0,2018.0,69.29,7.0,63.99,1.0,69.29,7.0,65.81,22.0,0.81,60.6,0.79,0.94,0.0052,0.0285,0.81,1023.15,4.4,17.25,68.64,6.0,63.99,1.0,4.0,11.0,9.492,50.0,15.13,16.0,8.87,5.0,0.0,273.3,12.85,0,0,0,1,0,0,0,1,0,0
9.0,8.0,2018.0,67.27,14.0,59.9,4.0,67.27,14.0,62.64,22.0,0.64,54.52,0.68,0.97,0.0003,0.0024,0.24,1020.62,4.416666666666667,17.233333333333334,67.27,14.0,59.9,4.0,5.0,10.0,9.932,65.0,18.03,21.0,12.43,9.0,0.0,273.4,12.816666666666666,0,0,1,0,0,0,0,1,0,0
9.0,9.0,2018.0,67.04,15.0,60.47,3.0,67.04,15.0,59.9,4.0,0.42,52.13,0.68,0.01,0.0,0.0,0.0,1017.12,4.433333333333334,17.2,67.04,15.0,60.47,3.0,6.0,11.0,9.945,50.0,17.82,15.0,11.0,0.0,0.0,282.7,12.766666666666666,0,0,1,0,0,0,1,0,0,0
9.0,10.0,2018.0,70.62,13.0,57.38,5.0,70.62,13.0,60.47,3.0,0.34,57.12,0.76,0.05,0.0,0.0001,0.11,1016.26,4.45,17.166666666666668,70.62,13.0,57.38,5.0,6.0,11.0,9.867,33.0,10.93,11.0,6.23,2.0,0.0,288.4,12.716666666666669,0,0,1,0,0,0,1,0,0,0
9.0,11.0,2018.0,76.24,14.0,61.11,4.0,76.24,14.0,57.38,5.0,0.15,58.49,0.75,0.09,0.0,0.0002,0.06,1020.03,4.466666666666667,17.133333333333333,76.24,14.0,61.11,4.0,7.0,11.0,8.734,140.0,9.19,13.0,3.76,2.0,0.0,284.7,12.666666666666666,0,0,1,0,0,0,1,0,0,0
9.0,12.0,2018.0,77.64,12.0,59.85,2.0,77.64,12.0,61.11,4.0,0.02,57.45,0.67,0.12,0.0,0.0008,0.05,1021.64,4.483333333333333,17.116666666666667,77.64,12.0,59.85,2.0,7.0,10.0,9.603,129.0,9.09,16.0,4.37,16.0,0.0,283.0,12.633333333333333,1,0,0,0,0,0,1,0,0,0
9.0,13.0,2018.0,74.16,12.0,62.93,3.0,74.16,12.0,59.85,2.0,0.16,58.57,0.73,0.16,0.0,0.0,0.0,1021.35,4.5,17.083333333333332,74.16,12.0,62.73,3.0,6.0,11.0,9.731,100.0,8.98,15.0,3.89,0.0,0.0,271.8,12.583333333333332,0,0,1,0,0,0,1,0,0,0
9.0,14.0,2018.0,82.83,12.0,65.4,3.0,82.83,12.0,62.93,3.0,0.01,60.71,0.7,0.19,0.0,0.0,0.0,1020.29,4.516666666666667,17.05,82.43,12.0,64.96,3.0,7.0,11.0,9.499,83.0,9.47,14.0,3.25,0.0,0.0,263.6,12.533333333333335,1,0,0,0,0,0,1,0,0,0
9.0,15.0,2018.0,77.83,11.0,69.01,3.0,77.83,11.0,65.4,3.0,0.0,63.03,0.76,0.22,0.0,0.0,0.0,1020.85,4.533333333333333,17.016666666666666,77.58,11.0,68.14,3.0,8.0,11.0,9.048,39.0,7.38,13.0,4.01,0.0,0.0,259.1,12.483333333333333,1,0,0,0,0,0,1,0,0,0
9.0,16.0,2018.0,86.35,13.0,70.1,4.0,86.35,13.0,69.01,3.0,0.17,66.38,0.76,0.25,0.0,0.0002,0.08,1017.77,4.55,17.0,84.05,13.0,69.47,4.0,7.0,10.0,8.571,84.0,9.36,15.0,4.73,10.0,0.0,258.9,12.45,0,0,1,0,0,0,1,0,0,0
9.0,17.0,2018.0,89.08,12.0,70.27,4.0,89.08,12.0,70.1,4.0,0.19,65.21,0.67,0.28,0.0001,0.0006,0.07,1013.06,4.566666666666666,16.966666666666665,87.49,12.0,69.4,4.0,7.0,11.0,9.224,135.0,6.42,23.0,2.81,8.0,0.0,258.4,12.399999999999999,0,0,1,0,0,0,0,1,0,0
9.0,18.0,2018.0,74.78,11.0,67.73,23.0,74.78,11.0,69.17,7.0,0.5,64.45,0.8,0.31,0.0004,0.0046,0.36,1014.03,4.583333333333333,16.933333333333334,74.3,11.0,67.11,0.0,5.0,10.0,9.745,21.0,11.13,13.0,5.36,11.0,0.0,260.0,12.350000000000001,0,0,0,1,0,0,0,1,0,0
9.0,19.0,2018.0,73.44,10.0,67.22,17.0,73.44,10.0,67.04,16.0,0.57,63.36,0.83,0.34,0.0005,0.01,0.42,1015.99,4.6,16.9,73.28,10.0,66.68,17.0,5.0,10.0,9.417,42.0,10.79,12.0,6.46,17.0,0.0,262.4,12.299999999999999,0,0,0,1,0,0,0,1,0,0
9.0,20.0,2018.0,94.98,15.0,75.8,6.0,94.98,15.0,69.29,0.0,0.4,68.01,0.72,0.38,0.0018,0.0054,0.62,1012.11,4.616666666666667,16.883333333333333,90.8,16.0,75.09,6.0,6.0,11.0,7.653,181.0,18.75,22.0,5.97,5.0,0.0,259.6,12.266666666666666,0,0,0,1,0,0,0,1,0,0
9.0,21.0,2018.0,76.47,5.0,56.2,1.0,84.03,22.0,57.6,22.0,0.54,57.36,0.59,0.41,0.0005,0.0092,0.24,1013.68,4.633333333333333,16.85,75.64,10.0,56.2,1.0,5.0,11.0,9.676,266.0,21.38,10.0,11.42,4.0,0.0,264.3,12.216666666666669,0,0,1,0,0,0,0,1,0,0
9.0,22.0,2018.0,62.02,15.0,51.89,5.0,62.02,15.0,55.91,22.0,0.36,46.3,0.64,0.44,0.0,0.0003,0.06,1024.63,4.65,16.816666666666666,62.02,15.0,51.89,5.0,6.0,11.0,9.572,50.0,16.73,7.0,7.56,2.0,0.0,278.2,12.166666666666666,0,0,1,0,0,0,1,0,0,0
9.0,23.0,2018.0,67.97,12.0,59.02,4.0,67.97,12.0,51.89,5.0,0.04,52.04,0.73,0.47,0.0,0.0,0.0,1021.03,4.666666666666667,16.783333333333335,67.97,12.0,59.02,4.0,6.0,11.0,9.65,87.0,9.28,12.0,4.8,0.0,0.0,286.4,12.116666666666667,1,0,0,0,0,0,1,0,0,0
9.0,24.0,2018.0,70.91,16.0,69.29,3.0,71.05,18.0,59.02,4.0,0.56,60.1,0.81,0.5,0.0003,0.0044,0.3,1016.31,4.683333333333334,16.766666666666666,70.33,16.0,68.38,3.0,4.0,10.0,9.286,116.0,8.23,0.0,5.31,14.0,0.0,285.0,12.083333333333332,0,0,0,1,0,0,0,1,0,0
9.0,25.0,2018.0,83.42,14.0,51.29,5.0,83.42,14.0,63.96,22.0,0.87,64.82,0.81,0.53,0.0107,0.1124,1.0,1010.95,4.7,16.733333333333334,82.8,14.0,51.29,5.0,4.0,11.0,9.177,222.0,14.45,14.0,5.99,17.0,0.0,278.3,12.033333333333335,0,0,0,1,0,0,0,1,0,0
9.0,26.0,2018.0,66.35,14.0,49.4,5.0,66.35,14.0,51.29,5.0,0.48,45.96,0.62,0.56,0.0,0.0008,0.07,1018.02,4.716666666666667,16.7,66.35,14.0,49.82,5.0,5.0,10.0,9.976,289.0,19.03,4.0,7.05,0.0,0.0,292.9,11.983333333333333,0,0,1,0,0,0,1,0,0,0
9.0,27.0,2018.0,69.23,15.0,54.89,5.0,69.23,15.0,49.4,5.0,0.28,43.59,0.59,0.6,0.0,0.0,0.0,1016.76,4.733333333333333,16.666666666666668,69.23,15.0,54.89,5.0,5.0,11.0,9.83,210.0,10.15,12.0,5.15,0.0,0.0,314.4,11.933333333333334,0,0,1,0,0,0,1,0,0,0
9.0,28.0,2018.0,61.56,10.0,41.58,5.0,61.56,10.0,45.39,21.0,0.69,45.64,0.7,0.63,0.0017,0.0203,0.86,1019.54,4.75,16.65,61.56,10.0,43.19,5.0,4.0,10.0,9.911,274.0,12.1,14.0,5.78,15.0,0.0,314.7,11.899999999999999,0,0,0,1,0,0,0,1,0,0
9.0,29.0,2018.0,58.11,11.0,53.4,3.0,58.11,11.0,41.58,5.0,0.57,39.71,0.65,0.67,0.0001,0.0027,0.41,1026.46,4.766666666666667,16.616666666666667,58.11,11.0,53.4,3.0,4.0,11.0,9.91,44.0,7.69,21.0,5.04,20.0,0.0,310.6,11.850000000000001,0,0,0,1,0,0,0,1,0,0
9.0,30.0,2018.0,65.04,10.0,56.35,3.0,65.04,10.0,53.4,3.0,0.94,52.65,0.8,0.7,0.0011,0.0034,0.57,1022.01,4.8,16.583333333333332,65.04,10.0,56.35,3.0,4.0,11.0,9.489,62.0,9.85,0.0,5.75,1.0,0.0,291.4,11.783333333333331,0,0,0,1,0,0,0,1,0,0
10.0,1.0,2018.0,69.16,13.0,59.56,6.0,69.63,21.0,56.35,3.0,0.95,58.17,0.86,0.74,0.0116,0.2853,0.82,1020.0,4.816666666666666,16.55,69.08,13.0,59.56,6.0,4.0,11.0,8.818,63.0,14.4,21.0,5.55,22.0,0.0,283.6,11.733333333333334,0,0,0,1,0,0,0,1,0,0
10.0,2.0,2018.0,62.64,15.0,59.25,1.0,67.82,22.0,58.99,7.0,0.92,58.16,0.87,0.77,0.035,0.3126,0.95,1017.81,4.833333333333333,16.533333333333335,62.64,15.0,59.25,1.0,3.0,11.0,9.524,302.0,8.92,22.0,4.75,23.0,0.0,279.1,11.700000000000003,0,0,0,1,0,0,0,1,0,0
10.0,3.0,2018.0,88.11,14.0,59.56,6.0,88.11,14.0,59.25,1.0,0.54,62.33,0.7,0.81,0.0001,0.0012,0.31,1010.72,4.85,16.5,86.81,14.0,59.56,6.0,4.0,11.0,9.814,193.0,25.6,14.0,9.73,2.0,0.0,265.0,11.65,0,0,0,1,0,0,0,1,0,0
10.0,4.0,2018.0,61.57,5.0,52.88,17.0,81.71,22.0,52.88,17.0,0.62,51.64,0.74,0.85,0.0037,0.0807,0.69,1018.02,4.866666666666667,16.466666666666665,61.57,5.0,52.88,17.0,4.0,11.0,9.588,8.0,22.44,22.0,11.51,0.0,0.0,258.2,11.599999999999998,0,0,0,1,0,0,0,1,0,0
10.0,5.0,2018.0,64.75,16.0,64.55,17.0,65.3,22.0,54.03,6.0,0.97,56.03,0.89,0.89,0.0356,0.3243,1.0,1015.72,4.883333333333333,16.45,64.26,16.0,64.08,17.0,4.0,11.0,6.82,143.0,12.7,23.0,5.94,21.0,0.0,256.3,11.566666666666666,0,0,0,1,0,0,0,1,0,0
10.0,6.0,2018.0,70.67,8.0,56.95,3.0,70.67,8.0,57.7,17.0,0.92,59.76,0.91,0.92,0.0179,0.1895,1.0,1015.59,4.9,16.416666666666668,69.79,8.0,56.95,3.0,4.0,11.0,8.418,21.0,12.56,15.0,6.36,5.0,0.0,254.9,11.516666666666667,0,0,0,1,0,0,0,1,0,0
10.0,7.0,2018.0,60.34,17.0,60.34,17.0,63.46,22.0,56.95,3.0,0.99,56.93,0.94,0.96,0.0329,0.5896,1.0,1021.16,4.916666666666667,16.383333333333333,60.15,17.0,60.15,17.0,4.0,11.0,7.884,43.0,10.52,23.0,6.91,21.0,0.0,258.7,11.466666666666665,0,0,0,1,0,0,0,1,0,0
10.0,8.0,2018.0,84.74,13.0,70.88,4.0,84.74,13.0,63.46,22.0,0.62,64.97,0.8,1.0,0.0089,0.1059,1.0,1017.36,4.933333333333334,16.366666666666667,82.57,14.0,70.09,4.0,4.0,11.0,7.801,176.0,15.69,4.0,6.08,22.0,0.0,260.0,11.433333333333334,0,0,0,1,0,0,0,1,0,0
10.0,9.0,2018.0,85.47,13.0,69.73,5.0,85.47,13.0,70.88,4.0,0.32,65.54,0.72,0.03,0.0002,0.0014,0.47,1014.15,4.95,16.333333333333332,83.98,13.0,69.28,5.0,5.0,10.0,9.743,177.0,21.86,3.0,6.69,6.0,0.0,256.0,11.383333333333333,0,0,0,1,0,0,0,1,0,0
10.0,10.0,2018.0,72.77,11.0,36.32,6.0,73.55,22.0,53.2,22.0,0.74,62.21,0.82,0.07,0.0265,0.2477,1.0,1005.63,4.966666666666667,16.3,71.79,11.0,43.58,6.0,3.0,11.0,9.276,201.0,28.03,9.0,9.41,13.0,0.0,259.7,11.333333333333334,0,0,0,1,0,0,0,1,0,0
10.0,11.0,2018.0,44.98,14.0,32.1,5.0,53.2,22.0,36.32,6.0,0.58,35.53,0.65,0.1,0.0,0.0002,0.1,1013.16,4.983333333333333,16.283333333333335,49.59,14.0,36.69,5.0,4.0,10.0,9.856,278.0,24.81,10.0,12.11,15.0,0.0,274.3,11.3,0,0,1,0,0,0,1,0,0,0
10.0,12.0,2018.0,38.0,9.0,29.83,3.0,38.0,9.0,32.1,5.0,0.59,33.13,0.78,0.14,0.0004,0.0021,0.5,1015.81,5.016666666666667,16.25,41.49,10.0,33.87,4.0,3.0,10.0,9.923,267.0,10.84,10.0,6.4,10.0,0.0,306.5,11.233333333333334,0,0,0,1,0,0,0,1,0,0
10.0,13.0,2018.0,52.63,14.0,39.83,5.0,52.63,14.0,29.83,3.0,0.29,35.26,0.77,0.17,0.0,0.0002,0.13,1016.59,5.033333333333333,16.216666666666665,52.63,14.0,39.83,5.0,4.0,11.0,8.738,223.0,9.25,10.0,5.96,4.0,0.0,301.9,11.183333333333332,0,0,1,0,0,0,1,0,0,0
10.0,14.0,2018.0,57.67,14.0,30.58,5.0,57.67,14.0,39.83,5.0,0.44,40.78,0.76,0.2,0.0015,0.0192,0.98,1016.74,5.05,16.2,57.67,14.0,37.44,5.0,4.0,10.0,9.169,238.0,10.88,10.0,4.66,21.0,0.0,299.3,11.149999999999999,0,0,0,1,0,0,0,1,0,0
10.0,15.0,2018.0,42.18,14.0,29.22,4.0,44.47,22.0,30.58,5.0,0.53,33.8,0.74,0.23,0.0042,0.032,1.0,1021.22,5.066666666666666,16.166666666666668,47.14,14.0,34.68,5.0,3.0,11.0,8.995,289.0,14.45,13.0,8.37,2.0,0.0,300.8,11.100000000000001,0,0,0,1,0,0,0,1,0,0
10.0,16.0,2018.0,57.35,15.0,36.74,5.0,57.35,15.0,29.22,4.0,0.02,32.08,0.61,0.26,0.0,0.0001,0.08,1020.63,5.083333333333333,16.15,57.35,15.0,42.26,5.0,4.0,11.0,9.781,231.0,27.29,16.0,9.29,3.0,0.0,286.7,11.066666666666666,1,0,0,0,0,0,1,0,0,0
10.0,17.0,2018.0,50.74,14.0,35.36,5.0,50.74,14.0,36.74,5.0,0.12,30.57,0.57,0.29,0.0,0.0,0.0,1025.25,5.1,16.116666666666667,50.74,14.0,35.36,5.0,4.0,11.0,9.772,293.0,19.92,7.0,7.44,0.0,0.0,286.2,11.016666666666667,1,0,0,0,0,0,1,0,0,0
10.0,18.0,2018.0,57.38,14.0,41.26,3.0,57.38,14.0,35.36,5.0,0.0,28.99,0.53,0.32,0.0,0.0,0.0,1031.13,5.116666666666666,16.1,57.38,14.0,45.34,3.0,4.0,10.0,9.835,239.0,8.38,10.0,4.64,0.0,0.0,274.6,10.983333333333334,1,0,0,0,0,0,1,0,0,0
10.0,19.0,2018.0,52.43,11.0,40.21,5.0,53.06,19.0,41.26,3.0,0.6,39.96,0.71,0.35,0.0016,0.0129,0.95,1017.04,5.15,16.066666666666666,52.43,11.0,44.98,5.0,3.0,11.0,9.289,222.0,18.19,14.0,8.53,12.0,0.0,272.2,10.916666666666666,0,0,0,1,0,0,0,1,0,0
10.0,20.0,2018.0,50.91,9.0,24.21,2.0,51.07,22.0,27.88,22.0,0.29,32.01,0.64,0.38,0.0002,0.0019,0.29,1015.71,5.166666666666667,16.05,50.91,9.0,29.89,5.0,3.0,11.0,9.595,298.0,31.16,14.0,10.93,13.0,0.0,315.0,10.883333333333333,0,0,1,0,0,0,0,0,1,0
10.0,21.0,2018.0,46.13,15.0,33.74,4.0,46.13,15.0,24.21,2.0,0.06,22.85,0.52,0.41,0.0,0.0,0.0,1025.17,5.183333333333334,16.016666666666666,49.37,14.0,37.82,5.0,4.0,11.0,9.872,244.0,12.05,15.0,6.7,0.0,0.0,288.8,10.833333333333332,1,0,0,0,0,0,1,0,0,0
10.0,22.0,2018.0,62.71,15.0,38.2,6.0,62.71,15.0,33.74,4.0,0.08,32.36,0.54,0.45,0.0,0.0,0.0,1017.98,5.2,16.0,62.71,15.0,42.56,6.0,3.0,11.0,9.896,240.0,9.23,15.0,5.76,0.0,0.0,294.0,10.8,1,0,0,0,0,0,1,0,0,0
10.0,23.0,2018.0,51.29,12.0,38.08,4.0,51.56,22.0,38.2,6.0,0.08,34.09,0.62,0.48,0.0,0.001,0.08,1024.59,5.216666666666667,15.966666666666667,51.29,12.0,39.38,5.0,3.0,11.0,9.797,344.0,11.71,11.0,6.35,22.0,0.0,314.9,10.75,1,0,0,0,0,0,1,0,0,0
10.0,24.0,2018.0,47.87,14.0,37.15,4.0,47.87,14.0,38.08,4.0,0.45,36.05,0.74,0.51,0.0001,0.001,0.13,1029.13,5.233333333333333,15.95,49.53,13.0,39.58,2.0,3.0,11.0,9.713,109.0,6.44,16.0,3.94,22.0,0.0,301.3,10.716666666666665,0,0,1,0,0,0,0,1,0,0
10.0,25.0,2018.0,50.35,11.0,43.13,0.0,50.35,11.0,37.15,4.0,0.49,34.9,0.69,0.55,0.0,0.0,0.0,1021.31,5.266666666666667,15.916666666666666,50.35,11.0,44.9,1.0,3.0,11.0,9.84,128.0,6.57,14.0,4.44,0.0,0.0,286.4,10.649999999999999,0,0,1,0,0,0,1,0,0,0
10.0,26.0,2018.0,50.88,14.0,44.27,6.0,50.88,14.0,43.13,0.0,0.95,39.45,0.71,0.58,0.0,0.0004,0.56,1011.1,5.283333333333333,15.9,50.88,14.0,46.0,5.0,3.0,10.0,9.705,57.0,12.43,10.0,6.12,10.0,0.0,303.8,10.616666666666667,0,1,0,0,0,0,1,0,0,0
10.0,27.0,2018.0,52.31,12.0,40.66,1.0,52.31,12.0,44.27,6.0,0.89,41.07,0.76,0.62,0.0001,0.0009,0.37,1011.2,5.3,15.883333333333333,52.31,12.0,44.28,1.0,3.0,11.0,9.447,27.0,6.71,8.0,3.92,17.0,0.0,301.5,10.583333333333332,0,0,0,1,0,0,0,1,0,0
10.0,28.0,2018.0,46.36,14.0,35.32,5.0,46.36,14.0,40.66,1.0,0.91,42.62,0.85,0.65,0.0087,0.1104,1.0,1007.97,5.316666666666666,15.85,49.87,14.0,39.31,5.0,2.0,11.0,8.345,268.0,21.8,15.0,8.48,5.0,0.0,307.4,10.533333333333333,0,0,0,1,0,0,0,1,0,0
10.0,29.0,2018.0,55.16,13.0,42.14,4.0,55.16,13.0,35.32,5.0,0.37,39.64,0.76,0.69,0.0002,0.0021,0.14,1016.97,5.333333333333333,15.833333333333334,55.16,13.0,46.11,3.0,3.0,11.0,9.883,263.0,12.05,22.0,4.83,13.0,0.0,295.3,10.5,0,0,1,0,0,0,0,1,0,0
10.0,30.0,2018.0,64.76,16.0,44.45,6.0,64.76,16.0,42.14,4.0,0.74,47.13,0.76,0.73,0.0061,0.0629,0.98,1011.85,5.366666666666666,15.816666666666666,64.76,16.0,48.34,6.0,2.0,11.0,8.912,156.0,24.55,8.0,6.57,22.0,0.0,279.1,10.45,0,0,0,1,0,0,0,1,0,0
10.0,31.0,2018.0,55.62,14.0,48.79,0.0,55.62,14.0,44.45,6.0,0.81,44.12,0.78,0.76,0.0182,0.1342,1.0,1012.47,5.383333333333334,15.783333333333333,55.62,14.0,49.67,21.0,3.0,11.0,8.223,348.0,10.36,4.0,5.07,0.0,0.0,282.3,10.399999999999999,0,0,0,1,0,0,0,1,0,0
11.0,1.0,2018.0,51.69,10.0,35.71,6.0,51.69,10.0,39.91,18.0,0.81,37.71,0.65,0.8,0.0006,0.0034,0.52,1010.18,5.4,15.766666666666667,51.69,10.0,39.21,6.0,2.0,10.0,9.839,26.0,18.34,17.0,9.16,17.0,0.0,303.3,10.366666666666667,0,0,0,1,0,0,0,1,0,0
11.0,2.0,2018.0,45.7,11.0,33.44,4.0,45.7,11.0,35.71,6.0,0.67,35.8,0.73,0.84,0.0002,0.0012,0.22,1011.28,5.416666666666667,15.75,48.32,11.0,35.89,6.0,2.0,11.0,9.774,354.0,10.18,23.0,5.83,22.0,0.0,335.0,10.333333333333332,0,0,1,0,0,0,0,1,0,0
11.0,3.0,2018.0,45.75,10.0,40.04,21.0,45.75,10.0,33.44,4.0,0.66,34.36,0.73,0.87,0.002,0.028,1.0,1019.89,5.45,15.733333333333333,47.61,12.0,44.9,20.0,2.0,11.0,9.817,65.0,10.76,22.0,5.55,21.0,0.0,315.7,10.283333333333331,0,0,0,1,0,0,0,1,0,0
11.0,4.0,2018.0,51.06,16.0,39.0,2.0,51.06,16.0,40.13,22.0,0.98,44.4,0.85,0.91,0.0204,0.0854,1.0,1015.19,4.466666666666667,14.7,51.06,16.0,43.93,2.0,2.0,10.0,8.353,143.0,37.7,8.0,12.02,10.0,0.0,315.2,10.233333333333333,0,0,0,1,0,0,0,1,0,0
11.0,5.0,2018.0,50.63,12.0,40.65,6.0,50.63,12.0,39.0,2.0,0.95,42.24,0.83,0.95,0.0123,0.1315,1.0,1010.06,4.483333333333333,14.683333333333334,50.63,12.0,46.94,6.0,2.0,10.0,8.99,180.0,12.33,23.0,7.69,22.0,0.0,314.7,10.2,0,0,0,1,0,0,0,1,0,0
11.0,6.0,2018.0,42.19,5.0,26.23,3.0,48.44,22.0,28.54,22.0,1.0,40.13,0.82,0.98,0.0088,0.1315,1.0,1005.99,4.5,14.666666666666666,47.6,5.0,34.82,5.0,2.0,10.0,8.927,255.0,34.71,8.0,12.13,22.0,0.0,318.1,10.166666666666666,0,0,0,1,0,0,0,1,0,0
11.0,7.0,2018.0,32.09,11.0,26.83,20.0,32.09,11.0,26.23,3.0,1.0,27.2,0.7,0.02,0.0,0.0,0.0,1020.78,4.533333333333333,14.65,38.39,11.0,33.36,5.0,2.0,10.0,9.995,275.0,22.95,9.0,11.1,0.0,0.0,286.1,10.116666666666667,0,1,0,0,0,0,1,0,0,0
11.0,8.0,2018.0,38.63,12.0,26.09,6.0,38.63,12.0,28.06,1.0,0.89,26.71,0.68,0.05,0.0,0.0,0.0,1027.74,4.55,14.633333333333333,38.63,12.0,32.94,6.0,2.0,10.0,9.938,311.0,6.97,22.0,4.2,0.0,0.0,283.7,10.083333333333332,0,1,0,0,0,0,1,0,0,0
11.0,9.0,2018.0,28.91,5.0,6.81,22.0,36.18,22.0,6.81,22.0,0.88,23.83,0.76,0.08,0.0015,0.0055,0.85,1020.81,4.566666666666666,14.616666666666667,33.35,5.0,20.01,5.0,2.0,9.0,7.341,277.0,26.05,19.0,9.7,6.0,0.014,323.9,10.05,0,0,0,0,0,1,0,0,0,1
11.0,10.0,2018.0,28.51,13.0,20.57,2.0,28.51,13.0,6.81,22.0,0.48,15.88,0.65,0.11,0.0,0.0011,0.13,1027.15,4.583333333333333,14.6,32.3,13.0,28.25,23.0,2.0,10.0,9.977,259.0,22.93,2.0,8.98,21.0,0.0,306.5,10.016666666666666,0,0,1,0,0,0,1,0,0,0
11.0,11.0,2018.0,36.99,13.0,26.2,6.0,37.42,18.0,20.57,2.0,0.64,22.53,0.63,0.14,0.0,0.0,0.0,1025.26,4.616666666666667,14.583333333333334,41.75,13.0,32.02,4.0,2.0,10.0,9.964,213.0,13.35,11.0,7.0,0.0,0.0,307.1,9.966666666666667,0,0,1,0,0,0,1,0,0,0
11.0,12.0,2018.0,28.28,8.0,9.3,4.0,34.13,1.0,17.43,22.0,0.81,23.91,0.72,0.18,0.0001,0.0012,0.32,1027.35,4.633333333333333,14.566666666666666,34.3,10.0,20.12,5.0,2.0,10.0,9.371,330.0,9.67,17.0,6.62,18.0,0.001,323.9,9.933333333333334,0,0,0,0,0,1,0,0,0,1
11.0,13.0,2018.0,21.09,14.0,12.82,3.0,21.09,14.0,9.3,4.0,0.29,11.34,0.57,0.21,0.0,0.0001,0.09,1030.72,4.65,14.55,28.26,14.0,20.26,2.0,2.0,10.0,9.935,304.0,11.49,3.0,7.89,10.0,0.0,324.3,9.9,0,0,1,0,0,0,1,0,0,0
11.0,14.0,2018.0,30.77,13.0,23.25,23.0,30.77,13.0,12.82,3.0,0.15,18.49,0.69,0.24,0.0,0.0001,0.14,1033.65,4.666666666666667,14.533333333333333,33.42,13.0,29.9,22.0,2.0,10.0,9.634,357.0,6.7,20.0,4.46,10.0,0.0,288.2,9.866666666666667,0,0,1,0,0,0,1,0,0,0
11.0,15.0,2018.0,33.95,10.0,19.13,23.0,33.95,10.0,20.59,22.0,0.84,27.27,0.84,0.27,0.0017,0.011,0.67,1018.49,4.7,14.516666666666667,33.95,10.0,28.01,0.0,2.0,9.0,6.951,181.0,13.73,2.0,6.02,10.0,0.014,283.4,9.816666666666666,0,0,0,0,0,1,0,0,0,1
11.0,16.0,2018.0,33.1,11.0,29.67,17.0,33.1,11.0,19.13,23.0,0.96,29.47,0.81,0.3,0.0,0.0009,0.16,1015.25,4.716666666666667,14.5,39.73,10.0,33.3,6.0,2.0,10.0,9.402,264.0,13.65,8.0,8.69,22.0,0.0,303.0,9.783333333333333,0,1,0,0,0,0,1,0,0,0
