month,day,year,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,apparentTemperatureMax,apparentTemperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,cloudCover,dewPoint,humidity,moonPhase,precipIntensity,precipIntensityMax,precipProbability,pressure,sunriseTime,sunsetTime,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,uvIndex,uvIndexTime,visibility,windBearing,windGust,windGustTime,windSpeed,precipIntensityMaxTime,precipAccumulation,ozone,daylight_duration,icon_clear-day,icon_cloudy,icon_partly-cloudy-day,icon_rain,icon_sleet,icon_snow,precipType_None,precipType_rain,precipType_sleet,precipType_snow
1.0,1.0,2018.0,-9.41,13.0,-20.74,6.0,-9.41,13.0,-21.66,6.0,0.02,-11.65,0.66,0.5,0.0,0.0,0.0,1039.81,5.316666666666666,14.516666666666667,2.42,12.0,-8.98,5.0,2.0,10.0,9.997,274.0,11.45,7.0,6.09,0.0,0.0,,9.200000000000001,1,0,0,0,0,0,1,0,0,0
1.0,2.0,2018.0,-4.72,12.0,-12.23,17.0,-3.47,22.0,-20.74,6.0,0.07,-8.36,0.7,0.54,0.0,0.0,0.0,1032.49,5.316666666666666,14.533333333333333,7.17,12.0,1.57,17.0,2.0,10.0,9.994,224.0,13.94,16.0,5.95,0.0,0.0,,9.216666666666667,1,0,0,0,0,0,1,0,0,0
1.0,3.0,2018.0,7.68,6.0,-9.25,6.0,7.68,6.0,-3.75,22.0,0.82,4.87,0.7,0.58,0.0,0.0,0.0,1020.04,5.316666666666666,14.55,17.02,10.0,1.03,5.0,1.0,10.0,8.372,277.0,13.61,22.0,6.25,0.0,0.0,,9.233333333333334,0,0,1,0,0,0,1,0,0,0
1.0,4.0,2018.0,1.75,11.0,-10.61,5.0,1.75,11.0,-9.25,6.0,0.06,-3.21,0.66,0.62,0.0,0.0,0.0,1026.04,5.316666666666666,14.566666666666666,12.04,12.0,-0.9,4.0,2.0,10.0,9.997,308.0,11.39,10.0,5.57,0.0,0.0,,9.25,1,0,0,0,0,0,1,0,0,0
1.0,5.0,2018.0,0.79,12.0,-9.65,6.0,2.66,21.0,-10.61,5.0,0.05,-4.73,0.66,0.65,0.0,0.0,0.0,1030.72,5.316666666666666,14.583333333333334,11.03,12.0,-1.17,5.0,2.0,10.0,9.997,305.0,12.93,8.0,4.8,0.0,0.0,,9.266666666666667,1,0,0,0,0,0,1,0,0,0
1.0,6.0,2018.0,16.66,13.0,-3.49,21.0,16.66,13.0,-9.65,6.0,0.1,-3.68,0.63,0.69,0.0,0.0,0.0,1035.38,5.316666666666666,14.6,16.66,13.0,6.49,21.0,2.0,10.0,9.997,261.0,8.2,22.0,3.2,0.0,0.0,,9.283333333333333,1,0,0,0,0,0,1,0,0,0
1.0,7.0,2018.0,24.48,17.0,24.48,17.0,25.81,22.0,-2.49,22.0,0.96,15.03,0.73,0.72,0.0,0.0,0.0,1020.36,5.316666666666666,14.616666666666667,31.06,17.0,31.06,17.0,1.0,10.0,8.919,193.0,16.72,7.0,7.55,0.0,0.0,,9.3,0,1,0,0,0,0,1,0,0,0
1.0,8.0,2018.0,31.17,14.0,25.73,20.0,31.17,14.0,25.73,20.0,0.56,29.6,0.86,0.76,0.0014,0.0062,0.38,1016.61,5.316666666666666,14.633333333333333,36.89,13.0,27.4,5.0,2.0,10.0,6.669,246.0,13.58,11.0,6.26,12.0,0.0,,9.316666666666666,0,0,0,1,0,0,0,1,0,0
1.0,9.0,2018.0,33.51,14.0,24.82,18.0,33.51,14.0,24.82,18.0,0.8,27.6,0.9,0.79,0.0,0.0002,0.03,1023.45,5.3,14.65,34.14,13.0,29.59,21.0,1.0,10.0,3.209,176.0,8.05,18.0,3.2,13.0,0.0,,9.350000000000001,0,0,1,0,0,0,1,0,0,0
1.0,10.0,2018.0,51.86,17.0,51.86,17.0,55.11,22.0,25.34,22.0,0.97,41.07,0.93,0.82,0.0005,0.0024,0.4,1011.68,5.3,14.666666666666666,51.86,17.0,51.86,17.0,1.0,10.0,4.218,186.0,23.36,19.0,8.09,4.0,0.0,,9.366666666666667,0,0,0,1,0,0,0,1,0,0
1.0,11.0,2018.0,57.74,13.0,10.96,6.0,57.74,13.0,13.62,22.0,1.0,45.78,0.9,0.85,0.0068,0.0271,1.0,1007.17,5.3,14.683333333333334,57.74,13.0,21.6,1.0,1.0,10.0,8.775,219.0,21.81,22.0,8.74,16.0,0.0,,9.383333333333333,0,0,0,1,0,0,0,1,0,0
1.0,12.0,2018.0,12.17,5.0,-3.94,6.0,13.62,22.0,3.15,22.0,1.0,13.99,0.75,0.88,0.0,0.0,0.0,1021.13,5.3,14.7,22.18,5.0,6.95,6.0,1.0,10.0,9.422,344.0,23.7,11.0,9.98,0.0,0.0,,9.399999999999999,0,1,0,0,0,0,1,0,0,0
1.0,13.0,2018.0,13.59,15.0,4.15,5.0,13.59,15.0,-3.94,6.0,0.23,0.12,0.61,0.91,0.0,0.0,0.0,1035.75,5.283333333333333,14.716666666666667,15.43,13.0,4.15,5.0,2.0,10.0,9.859,319.0,16.0,22.0,4.73,0.0,0.0,,9.433333333333334,0,0,1,0,0,0,1,0,0,0
1.0,14.0,2018.0,12.01,12.0,7.29,18.0,12.01,12.0,3.07,7.0,0.5,5.24,0.71,0.94,0.0,0.0,0.0,1033.81,5.283333333333333,14.733333333333333,20.32,13.0,17.14,18.0,2.0,10.0,7.802,177.0,12.89,16.0,4.65,0.0,0.0,,9.45,0,0,1,0,0,0,1,0,0,0
1.0,15.0,2018.0,17.18,9.0,-4.55,1.0,17.18,9.0,-2.13,22.0,1.0,12.69,0.85,0.97,0.0,0.0,0.0,1023.86,5.266666666666667,14.75,23.09,9.0,6.28,1.0,2.0,10.0,3.03,216.0,13.11,16.0,6.4,0.0,0.0,,9.483333333333334,0,1,0,0,0,0,1,0,0,0
1.0,16.0,2018.0,16.35,12.0,-2.36,6.0,16.35,12.0,-4.55,1.0,0.68,9.6,0.79,0.0,0.0,0.0003,0.07,1031.86,5.266666666666667,14.783333333333333,24.03,12.0,4.62,5.0,2.0,10.0,7.089,283.0,11.93,22.0,5.56,12.0,0.0,,9.516666666666666,0,0,1,0,0,0,1,0,0,0
1.0,17.0,2018.0,11.35,12.0,5.67,18.0,11.35,12.0,-2.36,6.0,0.09,7.47,0.76,0.03,0.0,0.0,0.0,1031.54,5.25,14.8,20.6,12.0,16.64,5.0,2.0,10.0,9.916,239.0,16.74,17.0,6.05,0.0,0.0,,9.55,1,0,0,0,0,0,1,0,0,0
1.0,18.0,2018.0,24.18,14.0,20.27,3.0,24.18,14.0,6.53,22.0,0.03,15.96,0.7,0.06,0.0,0.0,0.0,1019.21,5.25,14.816666666666666,31.91,13.0,27.84,3.0,2.0,10.0,9.985,223.0,16.63,8.0,7.73,12.0,0.0,,9.566666666666666,1,0,0,0,0,0,1,0,0,0
1.0,19.0,2018.0,32.57,13.0,29.48,5.0,33.08,22.0,20.27,3.0,0.18,24.39,0.68,0.09,0.0004,0.0037,0.35,1011.32,5.233333333333333,14.833333333333334,38.78,13.0,33.02,5.0,2.0,10.0,9.997,210.0,17.71,18.0,8.39,12.0,0.0,,9.600000000000001,0,0,0,1,0,0,0,1,0,0
1.0,20.0,2018.0,43.42,13.0,37.47,23.0,43.42,13.0,29.48,5.0,0.48,32.28,0.76,0.12,0.0,0.0,0.0,1013.51,5.233333333333333,14.85,45.95,13.0,38.84,4.0,2.0,10.0,9.602,215.0,14.5,22.0,4.64,0.0,0.0,,9.616666666666667,0,0,1,0,0,0,1,0,0,0
1.0,21.0,2018.0,44.0,13.0,42.74,17.0,45.54,22.0,37.47,23.0,1.0,39.58,0.92,0.16,0.0,0.0003,0.06,1014.09,5.216666666666667,14.883333333333333,44.0,13.0,42.74,17.0,2.0,10.0,3.312,160.0,4.41,20.0,1.92,17.0,0.0,,9.666666666666666,0,1,0,0,0,0,1,0,0,0
1.0,22.0,2018.0,53.3,13.0,24.45,6.0,53.3,13.0,33.57,22.0,0.9,44.46,0.9,0.19,0.0222,0.1815,1.0,1001.5,5.2,14.9,53.3,13.0,30.98,6.0,2.0,10.0,6.9,187.0,17.33,18.0,5.88,5.0,0.0,,9.7,0,0,0,1,0,0,0,1,0,0
1.0,23.0,2018.0,25.6,5.0,23.95,17.0,33.57,22.0,22.62,11.0,0.93,27.13,0.84,0.22,0.0008,0.0071,0.75,1010.9,5.2,14.916666666666666,31.55,5.0,27.32,5.0,2.0,10.0,8.743,298.0,13.25,10.0,5.74,3.0,0.0,,9.716666666666665,0,0,0,0,1,0,0,0,1,0
1.0,24.0,2018.0,28.88,9.0,21.25,4.0,28.88,9.0,23.37,12.0,0.99,23.01,0.81,0.26,0.0,0.0,0.0,1025.37,5.183333333333334,14.933333333333334,29.13,10.0,25.14,0.0,2.0,10.0,9.494,281.0,8.2,12.0,3.08,0.0,0.0,,9.75,0,1,0,0,0,0,1,0,0,0
1.0,25.0,2018.0,40.75,15.0,33.35,0.0,40.75,15.0,21.25,4.0,0.38,28.18,0.79,0.29,0.0003,0.0029,0.32,1025.84,5.166666666666667,14.966666666666667,44.44,13.0,36.02,21.0,2.0,10.0,9.55,167.0,12.8,12.0,4.24,10.0,0.0,,9.8,0,0,0,1,0,0,0,1,0,0
1.0,26.0,2018.0,50.98,11.0,37.51,6.0,50.98,11.0,33.35,0.0,0.41,33.01,0.64,0.33,0.0,0.0,0.0,1019.7,5.15,14.983333333333333,50.98,11.0,41.63,6.0,2.0,10.0,9.991,192.0,22.59,21.0,8.87,0.0,0.0,,9.833333333333332,0,0,1,0,0,0,1,0,0,0
1.0,27.0,2018.0,45.98,13.0,29.95,4.0,45.98,13.0,34.58,21.0,0.45,31.21,0.6,0.37,0.0,0.0,0.0,1020.03,5.133333333333334,15.0,48.86,13.0,29.95,4.0,2.0,10.0,9.997,243.0,21.95,22.0,6.52,0.0,0.0,,9.866666666666667,0,0,1,0,0,0,1,0,0,0
1.0,28.0,2018.0,36.94,10.0,16.54,6.0,36.94,10.0,22.7,22.0,0.55,27.59,0.79,0.41,0.0,0.0,0.0,1026.89,5.116666666666666,15.016666666666667,39.48,10.0,25.05,6.0,2.0,10.0,9.769,5.0,13.37,21.0,4.15,0.0,0.0,,9.900000000000002,0,0,1,0,0,0,1,0,0,0
1.0,29.0,2018.0,17.82,13.0,13.42,18.0,22.7,22.0,13.42,18.0,0.88,17.22,0.74,0.44,0.0,0.0,0.0,1030.49,5.116666666666666,15.05,25.55,12.0,14.3,5.0,2.0,10.0,9.545,336.0,14.85,5.0,6.38,0.0,0.0,,9.933333333333334,0,1,0,0,0,0,1,0,0,0
1.0,30.0,2018.0,23.93,12.0,21.2,20.0,23.93,12.0,14.3,5.0,0.34,13.56,0.66,0.48,0.0,0.0,0.0,1027.67,5.1,15.066666666666666,29.94,12.0,29.09,17.0,2.0,10.0,9.997,195.0,18.66,20.0,4.86,0.0,0.0,,9.966666666666667,0,0,1,0,0,0,1,0,0,0
1.0,31.0,2018.0,37.84,14.0,16.49,6.0,37.84,14.0,22.12,22.0,0.57,25.18,0.64,0.52,0.0,0.0,0.0,1009.17,5.083333333333333,15.083333333333334,41.88,13.0,26.01,6.0,2.0,10.0,9.997,218.0,18.64,8.0,7.26,0.0,0.0,,10.0,0,0,1,0,0,0,1,0,0,0
2.0,1.0,2018.0,21.01,5.0,-5.27,6.0,31.73,22.0,-2.36,22.0,0.3,8.0,0.57,0.56,0.0,0.0,0.0,1019.66,5.066666666666666,15.116666666666667,29.38,5.0,4.76,5.0,3.0,10.0,9.997,299.0,17.4,8.0,7.48,0.0,0.0,,10.05,0,0,1,0,0,0,1,0,0,0
2.0,2.0,2018.0,12.12,16.0,11.41,18.0,13.26,22.0,-5.27,6.0,0.27,-1.76,0.51,0.6,0.0,0.0,0.0,1031.93,5.05,15.133333333333333,19.76,14.0,18.44,17.0,3.0,10.0,9.997,263.0,11.94,22.0,5.66,0.0,0.0,,10.083333333333332,0,0,1,0,0,0,1,0,0,0
2.0,3.0,2018.0,34.45,14.0,15.42,6.0,34.45,14.0,13.26,22.0,0.98,16.25,0.58,0.63,0.0,0.0,0.0,1016.06,5.033333333333333,15.15,39.7,14.0,24.63,6.0,2.0,10.0,9.424,199.0,18.33,17.0,7.0,0.0,0.0,,10.116666666666667,0,1,0,0,0,0,1,0,0,0
2.0,4.0,2018.0,18.89,5.0,-9.65,4.0,28.39,23.0,-3.21,22.0,0.73,14.59,0.8,0.67,0.0,0.0,0.0,1015.72,5.0,15.166666666666666,27.08,5.0,-1.86,5.0,2.0,10.0,6.824,315.0,17.51,10.0,6.8,0.0,0.0,,10.166666666666666,0,0,1,0,0,0,1,0,0,0
2.0,5.0,2018.0,10.34,15.0,2.88,17.0,11.23,21.0,-9.65,4.0,0.58,0.16,0.74,0.7,0.0,0.0,0.0,1025.09,4.983333333333333,15.2,12.09,12.0,5.79,5.0,2.0,10.0,7.179,231.0,9.6,10.0,3.57,0.0,0.0,,10.216666666666665,0,0,1,0,0,0,1,0,0,0
2.0,6.0,2018.0,20.46,12.0,9.19,5.0,20.46,12.0,3.0,1.0,0.55,8.32,0.76,0.73,0.001,0.0082,0.36,1029.26,4.966666666666667,15.216666666666667,20.46,12.0,15.3,5.0,3.0,10.0,8.784,306.0,6.59,7.0,1.98,11.0,0.016,,10.25,0,0,0,0,0,1,0,0,0,1
2.0,7.0,2018.0,11.68,12.0,4.18,5.0,17.41,22.0,6.61,16.0,0.94,10.35,0.78,0.76,0.0,0.0,0.0,1028.27,4.95,15.233333333333333,20.06,12.0,7.6,1.0,2.0,10.0,6.88,294.0,11.58,13.0,4.34,0.0,0.0,,10.283333333333331,0,1,0,0,0,0,1,0,0,0
2.0,8.0,2018.0,19.39,17.0,15.64,22.0,20.41,21.0,4.18,5.0,0.81,9.34,0.77,0.79,0.0,0.0,0.0,1030.41,4.933333333333334,15.266666666666667,20.75,14.0,19.27,18.0,3.0,11.0,7.518,223.0,9.92,9.0,3.27,0.0,0.0,,10.333333333333334,0,0,1,0,0,0,1,0,0,0
2.0,9.0,2018.0,22.2,7.0,8.81,5.0,24.38,3.0,12.45,22.0,1.0,21.49,0.89,0.82,0.0,0.0,0.0,1022.94,4.916666666666667,15.283333333333333,27.45,8.0,16.72,5.0,2.0,10.0,3.487,19.0,12.83,10.0,5.32,2.0,0.0,,10.366666666666667,0,1,0,0,0,0,1,0,0,0
2.0,10.0,2018.0,16.56,17.0,11.26,5.0,21.92,21.0,8.81,5.0,0.96,15.16,0.81,0.85,0.0,0.0,0.0,1022.7,4.883333333333333,15.3,22.46,13.0,19.04,4.0,2.0,10.0,8.314,358.0,10.45,2.0,4.69,0.0,0.0,,10.416666666666668,0,1,0,0,0,0,1,0,0,0
2.0,11.0,2018.0,15.71,13.0,5.03,21.0,21.37,23.0,5.03,21.0,0.69,14.43,0.81,0.88,0.0,0.0,0.0,1019.17,4.866666666666667,15.333333333333334,23.08,13.0,7.23,3.0,2.0,10.0,6.318,297.0,10.64,15.0,5.02,0.0,0.0,,10.466666666666667,0,0,1,0,0,0,1,0,0,0
2.0,12.0,2018.0,20.7,16.0,14.79,21.0,20.7,16.0,5.21,22.0,0.09,7.14,0.68,0.92,0.0011,0.0087,0.37,1039.04,4.85,15.35,25.48,12.0,14.79,21.0,3.0,10.0,9.997,340.0,7.98,12.0,2.65,12.0,0.014,,10.5,0,0,0,0,0,1,0,0,0,1
2.0,13.0,2018.0,31.12,13.0,22.65,20.0,31.12,13.0,15.0,3.0,0.44,15.8,0.7,0.95,0.0005,0.0035,0.39,1033.7,4.833333333333333,15.366666666666667,34.43,13.0,27.36,5.0,3.0,10.0,9.747,158.0,8.33,12.0,3.0,13.0,0.002,,10.533333333333335,0,0,0,0,0,1,0,0,0,1
2.0,14.0,2018.0,41.29,12.0,35.88,3.0,41.29,12.0,23.44,1.0,0.44,32.15,0.86,0.98,0.0043,0.0373,0.62,1017.26,4.8,15.383333333333333,44.84,12.0,39.06,3.0,3.0,10.0,4.442,203.0,10.96,12.0,4.59,10.0,0.0,,10.583333333333332,0,0,0,1,0,0,0,1,0,0
2.0,15.0,2018.0,46.08,12.0,25.44,6.0,46.08,12.0,31.48,22.0,0.93,39.34,0.91,0.01,0.0002,0.0016,0.2,1008.07,4.783333333333333,15.416666666666666,46.08,12.0,32.09,6.0,2.0,10.0,3.255,245.0,13.2,22.0,3.13,13.0,0.0,,10.633333333333333,0,1,0,0,0,0,0,1,0,0
2.0,16.0,2018.0,29.65,12.0,11.68,4.0,31.48,22.0,18.68,22.0,0.57,20.73,0.67,0.04,0.0,0.0,0.0,1021.92,4.766666666666667,15.433333333333334,34.96,11.0,15.02,2.0,3.0,11.0,9.921,320.0,13.49,0.0,5.25,0.0,0.0,,10.666666666666668,0,0,1,0,0,0,1,0,0,0
2.0,17.0,2018.0,32.83,14.0,18.55,5.0,32.83,14.0,11.68,4.0,0.63,20.1,0.78,0.07,0.0001,0.0007,0.13,1019.34,4.733333333333333,15.45,35.31,12.0,18.55,5.0,3.0,10.0,8.749,226.0,12.24,18.0,3.98,16.0,0.001,,10.716666666666665,0,0,1,0,0,0,0,0,0,1
2.0,18.0,2018.0,31.61,14.0,30.95,17.0,35.91,22.0,18.55,5.0,0.4,25.6,0.81,0.1,0.0014,0.011,0.7,1020.66,4.716666666666667,15.466666666666667,37.62,14.0,37.14,17.0,3.0,10.0,8.664,171.0,14.68,21.0,5.59,11.0,0.0,,10.75,0,0,0,1,0,0,0,1,0,0
2.0,19.0,2018.0,56.29,17.0,56.29,17.0,58.32,22.0,35.38,0.0,0.99,45.74,0.91,0.14,0.0196,0.1252,1.0,1010.52,4.683333333333334,15.5,56.29,17.0,56.29,17.0,3.0,10.0,6.058,191.0,15.66,17.0,5.92,22.0,0.0,,10.816666666666666,0,0,0,1,0,0,0,1,0,0
2.0,20.0,2018.0,64.49,10.0,21.37,6.0,64.49,10.0,28.27,22.0,1.0,50.51,0.93,0.17,0.0728,0.1723,1.0,1013.09,4.666666666666667,15.516666666666667,64.25,10.0,27.68,6.0,3.0,10.0,6.758,226.0,18.82,10.0,6.64,4.0,0.0,,10.850000000000001,0,0,0,1,0,0,0,1,0,0
2.0,21.0,2018.0,25.16,11.0,22.34,20.0,28.27,22.0,20.7,7.0,0.72,24.04,0.79,0.21,0.0067,0.0612,1.0,1033.16,4.633333333333333,15.533333333333333,30.96,12.0,28.61,18.0,3.0,10.0,9.246,4.0,11.32,22.0,5.95,22.0,0.0,,10.9,0,0,0,1,0,0,0,1,0,0
2.0,22.0,2018.0,34.92,16.0,34.05,0.0,35.0,22.0,22.52,22.0,0.81,30.5,0.81,0.24,0.0,0.0,0.0,1032.42,4.616666666666667,15.55,38.81,15.0,38.47,1.0,3.0,10.0,9.604,63.0,18.85,4.0,7.52,0.0,0.0,,10.933333333333334,0,0,1,0,0,0,1,0,0,0
2.0,23.0,2018.0,39.66,7.0,27.72,4.0,39.66,7.0,33.5,13.0,0.97,36.1,0.9,0.28,0.003,0.0314,1.0,1022.76,4.583333333333333,15.583333333333334,43.16,7.0,33.22,0.0,3.0,10.0,7.366,232.0,16.62,9.0,5.21,3.0,0.0,,11.0,0,0,0,1,0,0,0,1,0,0
2.0,24.0,2018.0,36.92,17.0,25.56,3.0,44.92,22.0,27.72,4.0,0.95,35.26,0.88,0.32,0.0014,0.0296,1.0,1015.0,4.566666666666666,15.6,42.35,17.0,33.99,4.0,3.0,10.0,7.937,90.0,15.99,17.0,6.55,22.0,0.0,,11.033333333333333,0,0,0,1,0,0,0,1,0,0
2.0,25.0,2018.0,39.12,14.0,29.37,4.0,44.92,22.0,25.56,3.0,0.5,28.57,0.66,0.35,0.0038,0.0612,1.0,1012.04,4.533333333333333,15.616666666666667,44.47,14.0,29.37,4.0,4.0,10.0,9.728,248.0,28.23,0.0,9.2,23.0,0.0,,11.083333333333334,0,0,0,1,0,0,0,1,0,0
2.0,26.0,2018.0,53.62,14.0,37.04,5.0,53.62,14.0,29.37,4.0,0.01,29.03,0.62,0.39,0.0,0.0,0.0,1023.17,4.516666666666667,15.633333333333333,53.62,14.0,40.87,3.0,4.0,10.0,9.997,213.0,16.78,13.0,4.26,0.0,0.0,,11.116666666666667,1,0,0,0,0,0,1,0,0,0
2.0,27.0,2018.0,61.41,13.0,48.88,5.0,61.41,13.0,37.04,5.0,0.33,35.04,0.56,0.43,0.0,0.0,0.0,1018.91,4.483333333333333,15.65,61.41,13.0,49.84,5.0,3.0,10.0,9.997,196.0,16.42,14.0,6.98,0.0,0.0,,11.166666666666668,0,0,1,0,0,0,1,0,0,0
2.0,28.0,2018.0,58.11,10.0,29.73,6.0,58.11,10.0,32.22,17.0,0.88,39.48,0.76,0.47,0.0001,0.0019,0.15,1010.34,4.466666666666667,15.683333333333334,58.11,10.0,36.66,6.0,3.0,10.0,8.873,271.0,12.67,8.0,5.45,20.0,0.0,,11.216666666666667,0,1,0,0,0,0,0,1,0,0
3.0,1.0,2018.0,36.92,15.0,28.56,1.0,36.92,15.0,29.73,6.0,0.77,32.84,0.84,0.5,0.0214,0.1251,1.0,1014.12,4.433333333333334,15.7,40.9,12.0,30.03,4.0,3.0,10.0,8.195,4.0,17.3,5.0,6.2,5.0,0.0,,11.266666666666666,0,0,0,1,0,0,0,1,0,0
3.0,2.0,2018.0,44.86,13.0,30.07,6.0,44.86,13.0,28.56,1.0,0.09,24.08,0.65,0.54,0.0,0.0,0.0,1030.15,4.416666666666667,15.716666666666667,44.86,13.0,30.78,21.0,4.0,10.0,9.978,4.0,7.51,7.0,2.72,0.0,0.0,,11.3,1,0,0,0,0,0,1,0,0,0
3.0,3.0,2018.0,38.51,10.0,27.96,4.0,38.51,10.0,30.07,6.0,0.09,24.52,0.63,0.58,0.0,0.0,0.0,1033.28,4.383333333333334,15.733333333333333,42.04,12.0,32.2,4.0,5.0,10.0,9.997,66.0,10.32,8.0,3.66,0.0,0.0,,11.349999999999998,1,0,0,0,0,0,1,0,0,0
3.0,4.0,2018.0,42.0,13.0,26.35,6.0,42.0,13.0,27.96,4.0,0.05,22.66,0.55,0.61,0.0,0.0,0.0,1029.44,4.35,15.75,45.68,13.0,33.34,6.0,5.0,10.0,9.997,101.0,14.47,20.0,5.63,0.0,0.0,,11.4,1,0,0,0,0,0,1,0,0,0
3.0,5.0,2018.0,32.14,14.0,26.86,19.0,32.14,14.0,25.94,7.0,0.76,23.8,0.64,0.64,0.0017,0.0164,0.6,1017.8,4.333333333333333,15.783333333333333,38.85,14.0,33.07,3.0,4.0,10.0,8.385,110.0,18.11,14.0,8.25,18.0,0.0,,11.45,0,0,0,0,1,0,0,0,1,0
3.0,6.0,2018.0,36.62,10.0,18.67,3.0,36.62,10.0,24.91,22.0,0.99,31.86,0.88,0.68,0.004,0.0161,0.81,1006.48,4.3,15.8,39.38,10.0,26.11,4.0,3.0,10.0,6.69,239.0,12.53,22.0,4.41,9.0,0.0,,11.5,0,0,0,1,0,0,0,1,0,0
3.0,7.0,2018.0,25.9,12.0,15.74,6.0,25.9,12.0,18.67,3.0,0.76,19.59,0.68,0.71,0.0,0.0006,0.09,1014.37,4.266666666666667,15.816666666666666,32.61,12.0,23.54,5.0,4.0,10.0,9.555,306.0,14.49,11.0,6.82,22.0,0.0,,11.55,0,0,1,0,0,0,1,0,0,0
3.0,8.0,2018.0,26.56,13.0,19.96,0.0,27.09,21.0,15.74,6.0,0.46,16.52,0.62,0.74,0.0,0.0,0.0,1016.89,4.25,15.833333333333334,33.32,13.0,22.02,4.0,4.0,9.0,9.997,292.0,14.57,7.0,5.77,0.0,0.0,,11.583333333333334,0,0,1,0,0,0,1,0,0,0
3.0,9.0,2018.0,35.12,12.0,23.2,4.0,35.12,12.0,19.96,0.0,0.27,17.94,0.63,0.77,0.0,0.0,0.0,1016.99,4.216666666666667,15.85,37.8,13.0,23.2,4.0,5.0,10.0,9.997,343.0,8.29,9.0,2.94,0.0,0.0,,11.633333333333333,0,0,1,0,0,0,1,0,0,0
3.0,10.0,2018.0,36.55,12.0,27.26,6.0,36.55,12.0,23.2,4.0,0.11,19.31,0.61,0.8,0.0,0.0,0.0,1019.69,4.183333333333334,15.866666666666667,39.8,12.0,29.32,5.0,5.0,10.0,9.997,85.0,9.63,14.0,2.92,0.0,0.0,,11.683333333333334,1,0,0,0,0,0,1,0,0,0
3.0,11.0,2018.0,33.1,11.0,28.99,22.0,33.1,11.0,27.26,6.0,0.22,22.85,0.66,0.83,0.0,0.0,0.0,1022.81,5.166666666666667,16.883333333333333,38.21,11.0,28.99,22.0,4.0,12.0,9.997,44.0,12.87,13.0,3.93,0.0,0.0,,11.716666666666665,0,0,1,0,0,0,1,0,0,0
3.0,12.0,2018.0,38.54,13.0,23.58,6.0,38.54,13.0,28.99,22.0,0.76,25.06,0.64,0.86,0.0,0.0,0.0,1020.11,5.133333333333334,16.9,42.45,13.0,27.93,5.0,4.0,11.0,9.919,321.0,15.14,9.0,4.16,0.0,0.0,,11.766666666666666,0,0,1,0,0,0,1,0,0,0
3.0,13.0,2018.0,27.49,9.0,18.01,2.0,32.48,22.0,20.77,14.0,0.59,19.85,0.67,0.89,0.0001,0.0012,0.19,1022.19,5.1,16.933333333333334,33.55,9.0,21.97,1.0,4.0,11.0,8.766,338.0,14.25,16.0,5.33,14.0,0.002,,11.833333333333334,0,0,1,0,0,0,0,0,0,1
3.0,14.0,2018.0,42.92,16.0,30.46,5.0,42.92,16.0,18.01,2.0,0.19,19.12,0.56,0.92,0.0002,0.0014,0.24,1016.36,5.083333333333333,16.95,47.08,16.0,30.46,5.0,5.0,10.0,9.997,255.0,18.37,15.0,4.89,11.0,0.0,,11.866666666666667,0,0,1,0,0,0,0,1,0,0
3.0,15.0,2018.0,41.58,11.0,22.07,5.0,41.58,11.0,24.82,22.0,0.12,26.57,0.66,0.95,0.0,0.0,0.0,1012.41,5.05,16.966666666666665,45.08,12.0,28.74,5.0,5.0,11.0,9.997,11.0,12.08,14.0,4.79,0.0,0.0,,11.916666666666664,1,0,0,0,0,0,1,0,0,0
3.0,16.0,2018.0,30.87,13.0,25.77,18.0,32.64,21.0,22.07,5.0,0.59,23.1,0.7,0.99,0.0,0.0,0.0,1020.75,5.016666666666667,16.983333333333334,36.13,12.0,31.71,18.0,5.0,11.0,9.997,53.0,12.09,8.0,5.8,0.0,0.0,,11.966666666666669,0,0,1,0,0,0,1,0,0,0
3.0,17.0,2018.0,39.96,15.0,27.7,5.0,39.96,15.0,27.75,5.0,0.57,25.22,0.66,0.02,0.0025,0.0096,0.48,1015.37,5.0,17.0,43.25,15.0,27.7,5.0,4.0,12.0,9.507,62.0,11.94,9.0,4.61,9.0,0.0,,12.0,0,0,0,1,0,0,0,1,0,0
3.0,18.0,2018.0,55.85,14.0,31.36,6.0,55.85,14.0,27.7,5.0,0.07,24.45,0.54,0.05,0.0,0.0,0.0,1016.44,4.966666666666667,17.016666666666666,55.85,14.0,34.86,1.0,6.0,11.0,9.962,229.0,7.25,8.0,1.87,0.0,0.0,,12.049999999999999,1,0,0,0,0,0,1,0,0,0
3.0,19.0,2018.0,38.35,11.0,20.31,4.0,38.35,11.0,27.68,22.0,0.33,27.85,0.67,0.09,0.0,0.0,0.0,1012.95,4.933333333333334,17.033333333333335,43.51,11.0,28.3,5.0,5.0,11.0,9.997,39.0,20.53,15.0,6.95,0.0,0.0,,12.100000000000001,0,0,1,0,0,0,1,0,0,0
3.0,20.0,2018.0,27.16,12.0,23.2,4.0,27.68,22.0,20.31,4.0,0.48,22.89,0.69,0.12,0.0,0.0,0.0,1013.03,4.9,17.05,34.85,13.0,29.22,5.0,5.0,12.0,9.997,29.0,19.36,13.0,8.91,0.0,0.0,,12.15,0,0,1,0,0,0,1,0,0,0
