month,day,year,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,apparentTemperatureMax,apparentTemperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,cloudCover,dewPoint,humidity,moonPhase,precipIntensity,precipIntensityMax,precipProbability,pressure,sunriseTime,sunsetTime,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,uvIndex,uvIndexTime,visibility,windBearing,windGust,windGustTime,windSpeed,precipIntensityMaxTime,precipAccumulation,daylight_duration,icon_clear-day,icon_cloudy,icon_fog,icon_partly-cloudy-day,icon_partly-cloudy-night,icon_rain,precipType_None,precipType_rain,precipType_snow
3.0,14.0,2017.0,18.32,15.0,10.54,7.0,26.58,1.0,13.37,8.0,0.83,15.9,0.72,0.57,0.0003,0.0018,0.23,1026.51,7.066666666666666,18.95,26.09,15.0,16.69,7.0,3.0,11.0,6.94,358.0,15.56,15.0,4.9,14.0,0.073,11.883333333333333,0,0,0,1,0,0,0,0,1
3.0,15.0,2017.0,26.79,17.0,18.91,7.0,28.85,20.0,10.54,7.0,0.05,9.97,0.54,0.6,0.0002,0.0014,0.24,1027.97,7.05,18.966666666666665,32.35,17.0,18.91,7.0,5.0,12.0,10.0,306.0,13.94,14.0,4.65,14.0,0.039,11.916666666666664,1,0,0,0,0,0,0,0,1
3.0,16.0,2017.0,41.79,16.0,29.7,7.0,41.79,16.0,18.91,7.0,0.06,15.61,0.54,0.63,0.0002,0.0013,0.26,1026.28,7.016666666666667,18.983333333333334,42.27,17.0,34.66,7.0,6.0,13.0,10.0,228.0,7.87,17.0,1.74,15.0,0.0,11.966666666666669,0,0,0,0,1,0,0,1,0
3.0,17.0,2017.0,47.57,18.0,33.04,8.0,47.57,18.0,29.7,7.0,0.84,34.2,0.81,0.66,0.0012,0.0085,0.83,1017.16,6.983333333333333,19.0,47.57,18.0,37.92,7.0,4.0,13.0,6.58,184.0,14.41,22.0,2.53,5.0,0.0,12.016666666666666,0,0,1,0,0,0,0,1,0
3.0,18.0,2017.0,39.09,15.0,31.61,7.0,40.21,21.0,33.04,8.0,0.99,31.67,0.71,0.69,0.0,0.0,0.0,1021.25,6.95,19.016666666666666,42.51,15.0,31.61,7.0,4.0,13.0,10.0,302.0,14.81,3.0,5.41,0.0,0.0,12.066666666666666,0,0,0,1,0,0,1,0,0
3.0,19.0,2017.0,49.28,16.0,40.73,5.0,49.28,16.0,31.61,7.0,0.44,32.1,0.7,0.72,0.0,0.0,0.0,1025.82,6.933333333333334,19.05,49.71,16.0,42.66,6.0,5.0,14.0,10.0,135.0,11.89,23.0,1.67,0.0,0.0,12.116666666666667,0,0,0,1,0,0,1,0,0
3.0,20.0,2017.0,52.67,14.0,36.7,7.0,52.67,14.0,39.14,22.0,0.85,39.9,0.8,0.75,0.0116,0.1207,0.97,1016.83,6.9,19.066666666666666,52.67,14.0,36.7,7.0,4.0,12.0,9.28,101.0,15.17,1.0,0.75,4.0,0.0,12.166666666666666,0,0,0,0,0,1,0,1,0
3.0,21.0,2017.0,51.44,11.0,20.39,6.0,51.44,11.0,25.03,23.0,0.39,29.22,0.65,0.78,0.0,0.0,0.0,1023.17,6.866666666666667,19.083333333333332,51.44,11.0,28.14,7.0,5.0,12.0,9.95,12.0,19.04,23.0,4.37,0.0,0.0,12.216666666666665,0,0,0,1,0,0,1,0,0
3.0,22.0,2017.0,30.08,14.0,26.27,4.0,30.08,14.0,20.39,6.0,0.59,19.65,0.63,0.81,0.0,0.0,0.0,1034.03,6.833333333333333,19.1,33.95,15.0,29.76,23.0,5.0,13.0,10.0,45.0,18.95,1.0,5.79,0.0,0.0,12.26666666666667,0,0,0,1,0,0,1,0,0
3.0,23.0,2017.0,46.06,18.0,43.77,21.0,47.37,23.0,26.27,4.0,0.78,25.29,0.57,0.85,0.0005,0.0082,0.56,1026.19,6.816666666666666,19.116666666666667,48.99,18.0,46.74,20.0,5.0,12.0,10.0,145.0,14.41,13.0,5.21,21.0,0.0,12.3,0,0,0,1,0,0,0,1,0
3.0,24.0,2017.0,79.73,15.0,35.82,2.0,79.73,15.0,36.99,23.0,0.44,42.87,0.62,0.88,0.0015,0.0133,0.54,1014.37,6.783333333333333,19.133333333333333,79.73,15.0,39.74,4.0,6.0,12.0,9.56,220.0,21.34,14.0,3.25,21.0,0.0,12.35,0,0,0,0,1,0,0,1,0
3.0,25.0,2017.0,42.83,16.0,41.64,20.0,46.51,23.0,35.82,2.0,0.99,40.69,0.94,0.91,0.014,0.0665,1.0,1016.73,6.75,19.15,44.93,16.0,43.78,20.0,4.0,12.0,4.98,19.0,13.57,1.0,4.63,11.0,0.0,12.399999999999999,0,0,0,0,0,1,0,1,0
3.0,26.0,2017.0,60.87,15.0,47.31,8.0,60.87,15.0,47.2,2.0,0.99,50.43,0.91,0.95,0.0072,0.0525,0.97,1011.18,6.733333333333333,19.166666666666668,60.87,15.0,47.31,8.0,4.0,12.0,6.65,192.0,10.82,16.0,1.82,8.0,0.0,12.433333333333334,0,0,0,0,0,1,0,1,0
3.0,27.0,2017.0,47.42,7.0,35.8,8.0,51.37,0.0,38.23,23.0,1.0,44.53,0.93,0.98,0.0,0.0,0.0,1013.42,6.7,19.183333333333334,47.42,7.0,39.64,7.0,4.0,12.0,5.78,13.0,8.27,22.0,1.13,0.0,0.0,12.483333333333334,0,1,0,0,0,0,1,0,0
3.0,28.0,2017.0,42.29,15.0,31.92,5.0,42.29,15.0,35.8,8.0,0.94,37.47,0.86,0.02,0.0,0.0,0.0,1019.73,6.666666666666667,19.2,44.98,14.0,34.93,5.0,4.0,12.0,9.9,12.0,11.65,5.0,4.46,0.0,0.0,12.533333333333331,0,0,1,0,0,0,1,0,0
3.0,29.0,2017.0,43.43,12.0,35.03,7.0,43.43,12.0,31.92,5.0,0.93,36.62,0.85,0.06,0.003,0.0346,1.0,1022.45,6.633333333333333,19.233333333333334,46.15,12.0,40.82,7.0,5.0,12.0,6.84,51.0,14.81,17.0,4.87,20.0,0.0,12.600000000000001,0,0,0,0,0,1,0,1,0
3.0,30.0,2017.0,42.49,14.0,30.14,7.0,42.49,14.0,34.54,23.0,1.0,40.4,0.94,0.1,0.0656,0.2303,1.0,1007.44,6.616666666666667,19.25,43.69,17.0,36.83,7.0,4.0,12.0,5.46,63.0,16.39,7.0,6.06,4.0,0.0,12.633333333333333,0,0,0,0,0,1,0,1,0
3.0,31.0,2017.0,35.97,19.0,34.55,6.0,36.88,23.0,30.14,7.0,0.99,35.74,0.89,0.13,0.0006,0.0062,0.55,1009.92,6.583333333333333,19.266666666666666,40.48,18.0,34.55,6.0,4.0,12.0,7.15,7.0,17.55,6.0,7.23,1.0,0.0,12.683333333333334,0,0,0,1,0,0,0,1,0
4.0,1.0,2017.0,55.59,16.0,42.43,1.0,55.59,16.0,34.55,6.0,0.3,27.83,0.55,0.17,0.0,0.0,0.0,1022.28,6.55,19.283333333333335,55.59,16.0,42.43,1.0,7.0,12.0,10.0,16.0,7.54,14.0,1.1,0.0,0.0,12.733333333333334,0,0,0,0,1,0,1,0,0
4.0,2.0,2017.0,58.13,13.0,47.37,6.0,58.13,13.0,42.43,1.0,0.78,33.72,0.54,0.21,0.0,0.0,0.0,1019.13,6.533333333333333,19.3,58.13,13.0,47.37,6.0,5.0,12.0,10.0,134.0,8.27,13.0,1.43,0.0,0.0,12.766666666666667,0,0,0,1,0,0,1,0,0
4.0,3.0,2017.0,50.65,12.0,43.07,1.0,50.65,12.0,43.43,23.0,0.89,43.19,0.83,0.25,0.0074,0.0507,1.0,1001.24,6.5,19.316666666666666,50.65,12.0,45.53,23.0,4.0,12.0,7.1,48.0,8.49,23.0,1.78,18.0,0.0,12.816666666666666,0,0,0,0,0,1,0,1,0
4.0,4.0,2017.0,53.41,15.0,38.62,8.0,53.41,15.0,43.07,1.0,0.91,43.34,0.84,0.28,0.0002,0.0023,0.23,1005.37,6.466666666666667,19.333333333333332,53.41,15.0,42.3,8.0,4.0,12.0,9.25,303.0,11.28,2.0,2.71,10.0,0.0,12.866666666666665,0,0,0,1,0,0,0,1,0
4.0,5.0,2017.0,39.08,7.0,30.07,5.0,45.0,3.0,32.47,18.0,0.88,39.48,0.91,0.32,0.032,0.1002,1.0,1008.61,6.45,19.35,42.66,7.0,37.33,5.0,4.0,12.0,7.07,40.0,23.84,20.0,7.45,9.0,0.0,12.900000000000002,0,0,0,0,0,1,0,1,0
4.0,6.0,2017.0,43.01,13.0,31.53,7.0,43.01,13.0,30.07,5.0,0.8,33.94,0.75,0.35,0.0142,0.0618,1.0,1009.89,6.416666666666667,19.366666666666667,47.55,13.0,36.53,7.0,5.0,12.0,9.08,355.0,23.5,3.0,9.22,3.0,0.0,12.95,0,0,0,0,0,1,0,1,0
4.0,7.0,2017.0,52.41,16.0,38.72,6.0,52.41,16.0,31.53,7.0,0.11,23.35,0.47,0.39,0.0,0.0,0.0,1018.56,6.383333333333334,19.383333333333333,52.41,16.0,38.72,6.0,8.0,13.0,10.0,343.0,16.22,10.0,4.03,0.0,0.0,13.0,0,0,0,1,0,0,1,0,0
4.0,8.0,2017.0,66.76,17.0,56.39,7.0,66.76,17.0,38.72,6.0,0.18,32.63,0.46,0.42,0.0,0.0,0.0,1015.05,6.366666666666666,19.4,66.76,17.0,56.39,7.0,7.0,12.0,10.0,182.0,16.39,18.0,5.55,0.0,0.0,13.033333333333331,0,0,0,0,1,0,1,0,0
4.0,9.0,2017.0,75.33,16.0,63.21,8.0,75.33,16.0,56.39,7.0,0.53,48.56,0.54,0.45,0.0,0.0,0.0,1007.4,6.333333333333333,19.433333333333334,75.33,16.0,63.21,8.0,5.0,11.0,10.0,188.0,21.98,17.0,8.53,0.0,0.0,13.100000000000001,0,0,0,1,0,0,1,0,0
4.0,10.0,2017.0,73.46,11.0,40.55,23.0,73.46,11.0,40.55,23.0,0.84,52.99,0.72,0.48,0.0063,0.0444,0.78,1008.98,6.3,19.45,73.46,11.0,41.17,1.0,5.0,11.0,9.74,209.0,21.17,12.0,5.15,15.0,0.0,13.149999999999999,0,0,1,0,0,0,0,1,0
4.0,11.0,2017.0,52.95,17.0,37.9,6.0,52.95,17.0,41.17,1.0,0.93,40.26,0.78,0.52,0.0,0.0,0.0,1021.11,6.283333333333333,19.466666666666665,52.95,17.0,37.9,6.0,4.0,11.0,7.58,273.0,12.94,16.0,3.33,0.0,0.0,13.183333333333332,0,0,1,0,0,0,1,0,0
4.0,12.0,2017.0,55.62,13.0,40.88,8.0,55.62,13.0,37.9,6.0,0.17,35.28,0.65,0.55,0.0,0.0,0.0,1028.28,6.25,19.483333333333334,55.62,13.0,43.63,8.0,7.0,13.0,9.99,69.0,10.74,19.0,2.2,0.0,0.0,13.233333333333334,0,0,0,0,1,0,1,0,0
4.0,13.0,2017.0,59.74,16.0,44.42,7.0,59.74,16.0,40.88,8.0,0.68,40.57,0.71,0.58,0.0062,0.0636,1.0,1026.08,6.216666666666667,19.5,59.74,16.0,45.53,7.0,5.0,14.0,9.57,72.0,10.82,10.0,3.65,8.0,0.0,13.283333333333333,0,0,0,0,0,1,0,1,0
4.0,14.0,2017.0,67.25,16.0,61.24,22.0,67.25,16.0,44.42,7.0,0.67,46.84,0.72,0.61,0.0044,0.0584,1.0,1022.05,6.2,19.516666666666666,67.25,16.0,61.09,22.0,6.0,12.0,9.68,90.0,10.5,23.0,2.66,21.0,0.0,13.316666666666666,0,0,0,0,0,1,0,1,0
4.0,15.0,2017.0,80.77,15.0,59.14,6.0,80.77,15.0,61.92,1.0,0.53,56.32,0.61,0.64,0.0,0.001,0.0,1013.54,6.166666666666667,19.533333333333335,80.77,15.0,59.14,6.0,7.0,12.0,9.98,204.0,23.66,14.0,6.96,0.0,0.0,13.366666666666667,0,0,0,0,0,1,1,0,0
4.0,16.0,2017.0,72.41,15.0,47.41,6.0,72.41,15.0,58.68,23.0,0.68,50.5,0.64,0.67,0.0149,0.1044,1.0,1013.38,6.15,19.55,72.41,15.0,47.41,6.0,6.0,14.0,9.73,265.0,20.46,1.0,4.23,4.0,0.0,13.4,0,0,0,0,0,1,0,1,0
4.0,17.0,2017.0,67.19,13.0,42.38,5.0,67.19,13.0,43.36,22.0,0.17,38.29,0.55,0.7,0.0,0.0,0.0,1020.97,6.116666666666666,19.566666666666666,67.19,13.0,42.38,5.0,8.0,12.0,10.0,15.0,11.12,18.0,1.37,0.0,0.0,13.45,0,0,0,1,0,0,1,0,0
4.0,18.0,2017.0,75.94,18.0,64.68,7.0,75.94,18.0,42.38,5.0,0.35,44.31,0.59,0.73,0.0,0.0,0.0,1018.93,6.1,19.6,75.94,18.0,64.68,7.0,7.0,12.0,10.0,178.0,16.48,16.0,3.5,0.0,0.0,13.500000000000002,0,0,0,1,0,0,1,0,0
4.0,19.0,2017.0,67.26,11.0,41.82,22.0,69.19,0.0,41.82,22.0,0.87,51.77,0.78,0.76,0.0027,0.0424,0.87,1016.59,6.066666666666666,19.616666666666667,67.26,11.0,44.91,22.0,4.0,11.0,9.68,51.0,12.2,20.0,0.99,13.0,0.0,13.55,0,0,0,1,0,0,0,1,0
4.0,20.0,2017.0,72.67,11.0,41.12,8.0,72.67,11.0,46.27,0.0,0.73,50.05,0.74,0.79,0.0,0.0,0.0,1011.41,6.05,19.633333333333333,72.39,11.0,44.66,8.0,6.0,14.0,9.84,263.0,21.68,18.0,4.4,0.0,0.0,13.583333333333332,0,0,0,1,0,0,1,0,0
4.0,21.0,2017.0,50.1,17.0,40.33,5.0,51.23,0.0,41.12,8.0,0.6,36.15,0.63,0.83,0.0,0.0,0.0,1018.25,6.016666666666667,19.65,50.1,17.0,42.79,6.0,6.0,12.0,10.0,347.0,14.76,0.0,4.23,0.0,0.0,13.633333333333333,0,0,0,1,0,0,1,0,0
4.0,22.0,2017.0,56.29,16.0,37.55,6.0,56.29,16.0,40.33,5.0,0.18,32.52,0.56,0.86,0.0,0.0,0.0,1021.81,6.0,19.666666666666668,56.29,16.0,37.55,6.0,8.0,13.0,10.0,30.0,12.94,13.0,4.29,0.0,0.0,13.666666666666668,0,0,0,1,0,0,1,0,0
4.0,23.0,2017.0,69.57,16.0,40.77,6.0,69.57,16.0,37.55,6.0,0.02,32.42,0.48,0.9,0.0,0.0,0.0,1019.32,5.966666666666667,19.683333333333334,69.57,16.0,40.77,6.0,9.0,13.0,9.98,64.0,9.56,18.0,1.09,0.0,0.0,13.716666666666667,1,0,0,0,0,0,1,0,0
4.0,24.0,2017.0,71.11,16.0,55.69,6.0,71.11,16.0,40.77,6.0,0.12,37.39,0.55,0.93,0.0,0.0,0.0,1013.51,5.95,19.7,71.11,16.0,55.69,6.0,8.0,12.0,10.0,84.0,9.95,15.0,1.79,0.0,0.0,13.75,0,0,0,1,0,0,1,0,0
4.0,25.0,2017.0,78.09,17.0,64.61,6.0,78.09,17.0,55.69,6.0,0.32,49.61,0.55,0.97,0.0,0.0,0.0,1003.84,5.916666666666667,19.716666666666665,78.09,17.0,64.61,6.0,7.0,12.0,10.0,148.0,14.11,17.0,4.34,0.0,0.0,13.799999999999997,0,0,0,1,0,0,1,0,0
4.0,26.0,2017.0,74.37,16.0,41.52,8.0,74.37,16.0,61.76,23.0,0.62,57.08,0.67,0.02,0.0031,0.0581,1.0,997.66,5.9,19.733333333333334,74.37,16.0,48.04,8.0,5.0,11.0,9.75,194.0,17.35,13.0,4.1,23.0,0.0,13.833333333333334,0,0,0,0,0,1,0,1,0
4.0,27.0,2017.0,53.78,7.0,41.84,3.0,60.93,0.0,41.26,13.0,0.97,45.17,0.83,0.05,0.0111,0.0752,1.0,1000.91,5.866666666666667,19.766666666666666,53.78,7.0,41.84,3.0,4.0,11.0,9.02,230.0,30.45,7.0,6.09,0.0,0.0,13.899999999999999,0,0,0,0,0,1,0,1,0
4.0,28.0,2017.0,55.6,17.0,39.97,8.0,55.6,17.0,41.84,3.0,0.72,42.34,0.78,0.08,0.0,0.0,0.0,1013.01,5.85,19.783333333333335,55.6,17.0,44.71,8.0,4.0,10.0,9.61,64.0,11.07,23.0,1.05,0.0,0.0,13.933333333333335,0,0,0,1,0,0,1,0,0
4.0,29.0,2017.0,40.8,7.0,35.38,20.0,43.53,0.0,34.11,14.0,0.98,39.08,0.85,0.12,0.0612,0.229,1.0,1019.03,5.833333333333333,19.8,44.73,10.0,41.71,20.0,5.0,11.0,7.22,28.0,24.71,21.0,8.34,22.0,0.0,13.966666666666669,0,0,0,0,0,1,0,1,0
4.0,30.0,2017.0,44.42,11.0,41.93,20.0,45.53,23.0,39.21,4.0,1.0,43.22,0.96,0.16,0.0214,0.1485,1.0,1009.77,5.8,19.816666666666666,45.67,13.0,44.23,20.0,4.0,11.0,4.16,38.0,16.35,0.0,5.1,20.0,0.0,14.016666666666666,0,0,0,0,0,1,0,1,0
5.0,1.0,2017.0,55.6,12.0,36.1,6.0,55.6,12.0,41.65,23.0,0.95,45.91,0.83,0.2,0.0206,0.1866,1.0,997.6,5.783333333333333,19.833333333333332,55.6,12.0,41.29,7.0,5.0,12.0,9.23,218.0,19.62,14.0,5.08,0.0,0.0,14.049999999999999,0,0,0,0,0,1,0,1,0
5.0,2.0,2017.0,46.22,16.0,37.06,6.0,46.22,16.0,36.1,6.0,1.0,38.22,0.76,0.23,0.001,0.0051,0.65,1007.03,5.766666666666667,19.85,49.46,15.0,37.06,6.0,4.0,11.0,9.91,266.0,17.27,15.0,6.62,6.0,0.0,14.083333333333336,0,1,0,0,0,0,0,1,0
5.0,3.0,2017.0,54.48,14.0,44.76,8.0,54.48,14.0,37.06,6.0,0.36,34.84,0.64,0.27,0.0,0.0,0.0,1020.51,5.733333333333333,19.866666666666667,54.48,14.0,45.63,3.0,7.0,12.0,9.99,61.0,9.39,16.0,1.47,0.0,0.0,14.133333333333333,0,0,0,1,0,0,1,0,0
5.0,4.0,2017.0,50.37,15.0,37.16,7.0,50.37,15.0,43.94,10.0,0.7,39.07,0.73,0.3,0.0004,0.002,0.15,1015.15,5.716666666666667,19.883333333333333,50.37,15.0,42.18,6.0,5.0,12.0,10.0,43.0,16.09,15.0,4.54,7.0,0.0,14.166666666666666,0,0,0,1,0,0,0,1,0
5.0,5.0,2017.0,55.48,16.0,41.4,7.0,55.48,16.0,37.16,7.0,0.32,39.35,0.73,0.34,0.0,0.0,0.0,1009.97,5.7,19.9,55.48,16.0,43.86,6.0,8.0,13.0,10.0,6.0,20.45,15.0,6.94,0.0,0.0,14.2,0,0,0,0,0,1,1,0,0
5.0,6.0,2017.0,54.77,15.0,38.68,6.0,54.77,15.0,41.4,7.0,0.47,36.26,0.63,0.37,0.0037,0.0354,0.75,1010.03,5.683333333333334,19.916666666666668,54.77,15.0,38.68,6.0,8.0,13.0,9.94,3.0,17.48,11.0,4.69,3.0,0.0,14.233333333333334,0,0,0,1,0,0,0,1,0
5.0,7.0,2017.0,53.86,13.0,37.65,6.0,53.86,13.0,38.68,6.0,0.05,29.17,0.51,0.4,0.0,0.0,0.0,1016.66,5.666666666666667,19.933333333333334,53.86,13.0,37.65,6.0,9.0,12.0,10.0,21.0,12.36,15.0,2.9,0.0,0.0,14.266666666666666,1,0,0,0,0,0,1,0,0
5.0,8.0,2017.0,54.5,16.0,40.35,0.0,54.5,16.0,37.65,6.0,0.35,30.31,0.56,0.43,0.0001,0.0017,0.39,1019.41,5.633333333333333,19.966666666666665,54.5,16.0,41.7,6.0,8.0,13.0,9.97,59.0,9.85,17.0,2.56,23.0,0.0,14.333333333333332,0,0,0,1,0,0,0,1,0
5.0,9.0,2017.0,58.37,17.0,48.19,6.0,58.37,17.0,40.35,0.0,0.99,39.12,0.71,0.46,0.0121,0.1275,1.0,1014.59,5.616666666666667,19.983333333333334,58.37,17.0,48.19,6.0,4.0,11.0,9.79,82.0,7.46,15.0,2.33,5.0,0.0,14.366666666666667,0,0,0,0,0,1,0,1,0
5.0,10.0,2017.0,65.57,13.0,47.93,1.0,65.57,13.0,48.19,6.0,0.84,44.87,0.71,0.51,0.0337,0.3059,1.0,1013.46,5.6,20.0,65.57,13.0,48.96,6.0,7.0,11.0,8.25,41.0,12.59,20.0,1.87,21.0,0.0,14.4,0,0,0,0,0,1,0,1,0
5.0,11.0,2017.0,62.01,17.0,46.93,6.0,62.01,17.0,47.93,1.0,0.57,46.84,0.78,0.53,0.0006,0.0108,0.83,1013.99,5.583333333333333,20.016666666666666,62.01,17.0,46.93,6.0,7.0,12.0,8.02,30.0,10.97,12.0,3.38,0.0,0.0,14.433333333333334,0,0,0,1,0,0,0,1,0
5.0,12.0,2017.0,69.32,14.0,47.3,5.0,69.32,14.0,46.93,6.0,0.17,44.32,0.64,0.56,0.0,0.0,0.0,1014.29,5.566666666666666,20.033333333333335,69.32,14.0,47.3,5.0,9.0,12.0,9.97,29.0,9.13,17.0,1.69,0.0,0.0,14.466666666666669,0,0,0,1,0,0,1,0,0
5.0,13.0,2017.0,80.48,17.0,52.18,6.0,80.48,17.0,47.3,5.0,0.35,47.47,0.58,0.59,0.0,0.0,0.0,1011.24,5.55,20.05,80.48,17.0,52.18,6.0,6.0,11.0,9.82,264.0,14.89,13.0,1.97,0.0,0.0,14.5,0,0,0,1,0,0,1,0,0
5.0,14.0,2017.0,69.44,13.0,49.37,5.0,69.44,13.0,51.35,23.0,0.14,45.33,0.62,0.62,0.0,0.0,0.0,1012.55,5.533333333333333,20.066666666666666,69.44,13.0,49.37,5.0,8.0,11.0,9.99,32.0,14.1,15.0,2.62,0.0,0.0,14.533333333333333,0,0,0,0,1,0,1,0,0
5.0,15.0,2017.0,81.45,18.0,65.2,2.0,81.45,18.0,49.37,5.0,0.36,50.43,0.57,0.65,0.0,0.0,0.0,1013.5,5.516666666666667,20.083333333333332,81.45,18.0,65.2,2.0,9.0,12.0,10.0,116.0,9.86,15.0,1.91,0.0,0.0,14.566666666666666,0,0,0,1,0,0,1,0,0
5.0,16.0,2017.0,87.37,16.0,70.46,6.0,87.37,16.0,65.2,2.0,0.24,59.81,0.6,0.68,0.0002,0.0037,0.21,1008.09,5.5,20.1,87.37,16.0,70.31,6.0,7.0,11.0,9.98,197.0,21.93,17.0,5.38,1.0,0.0,14.600000000000001,0,0,0,1,0,0,0,1,0
5.0,17.0,2017.0,83.67,14.0,67.15,1.0,83.67,14.0,70.46,6.0,0.51,60.96,0.58,0.71,0.0,0.0,0.0,1004.18,5.483333333333333,20.116666666666667,83.42,17.0,66.92,1.0,6.0,12.0,9.73,189.0,26.01,19.0,8.35,0.0,0.0,14.633333333333333,0,0,0,0,0,1,1,0,0
5.0,18.0,2017.0,78.61,16.0,38.07,7.0,78.61,16.0,50.41,23.0,0.34,58.04,0.66,0.74,0.0069,0.1109,0.82,1007.79,5.466666666666667,20.133333333333333,78.61,16.0,43.0,6.0,9.0,12.0,9.85,242.0,23.64,0.0,4.3,1.0,0.0,14.666666666666666,0,0,0,0,1,0,0,1,0
5.0,19.0,2017.0,42.53,19.0,43.02,20.0,47.11,23.0,38.07,7.0,0.98,41.34,0.86,0.78,0.0066,0.0491,1.0,1019.42,5.45,20.15,45.92,19.0,46.23,20.0,5.0,13.0,8.85,31.0,20.33,11.0,7.17,16.0,0.0,14.7,0,0,0,0,0,1,0,1,0
5.0,20.0,2017.0,64.38,19.0,59.56,7.0,64.38,19.0,45.47,4.0,0.91,50.93,0.87,0.81,0.0112,0.1238,1.0,1016.31,5.45,20.166666666666668,64.2,19.0,59.56,7.0,5.0,13.0,8.7,82.0,14.27,4.0,3.98,12.0,0.0,14.716666666666669,0,0,0,0,0,1,0,1,0
5.0,21.0,2017.0,62.31,12.0,47.85,5.0,64.31,4.0,51.66,23.0,0.88,50.77,0.75,0.85,0.0016,0.0284,0.79,1013.42,5.433333333333334,20.183333333333334,62.31,12.0,48.31,6.0,5.0,10.0,8.57,243.0,15.29,11.0,4.65,5.0,0.0,14.75,0,0,0,1,0,0,0,1,0
5.0,22.0,2017.0,73.02,16.0,58.84,6.0,73.02,16.0,47.85,5.0,0.51,46.78,0.63,0.88,0.0001,0.0016,0.32,1014.89,5.416666666666667,20.2,73.02,16.0,58.84,6.0,9.0,12.0,10.0,228.0,16.05,19.0,5.18,22.0,0.0,14.783333333333331,0,0,0,0,1,0,0,1,0
5.0,23.0,2017.0,62.12,14.0,53.26,7.0,62.12,14.0,55.53,23.0,0.96,54.51,0.85,0.92,0.0087,0.0563,0.96,1008.13,5.4,20.216666666666665,62.12,14.0,53.26,7.0,5.0,13.0,9.32,208.0,9.71,1.0,1.63,18.0,0.0,14.816666666666665,0,0,0,0,0,1,0,1,0
5.0,24.0,2017.0,58.27,15.0,52.03,22.0,58.27,15.0,52.03,22.0,1.0,51.89,0.9,0.96,0.0107,0.0682,1.0,1001.45,5.4,20.233333333333334,58.27,15.0,52.03,22.0,5.0,13.0,8.18,11.0,14.63,16.0,4.63,5.0,0.0,14.833333333333334,0,0,0,0,0,1,0,1,0
5.0,25.0,2017.0,66.35,15.0,52.67,4.0,66.35,15.0,52.46,0.0,0.8,52.38,0.82,0.99,0.0,0.0,0.0,1003.08,5.383333333333334,20.25,66.35,15.0,52.67,4.0,5.0,13.0,9.64,342.0,10.9,10.0,3.73,0.0,0.0,14.866666666666667,0,0,0,1,0,0,1,0,0
5.0,26.0,2017.0,68.04,15.0,53.23,5.0,68.04,15.0,52.67,4.0,0.6,53.72,0.84,0.04,0.0134,0.1174,1.0,1009.82,5.366666666666666,20.25,68.04,15.0,53.23,5.0,7.0,13.0,9.06,71.0,9.74,11.0,1.86,18.0,0.0,14.883333333333333,0,0,0,0,0,1,0,1,0
5.0,27.0,2017.0,74.24,15.0,56.18,6.0,74.24,15.0,53.23,5.0,0.56,55.38,0.77,0.07,0.0,0.0,0.0,1011.49,5.366666666666666,20.266666666666666,74.24,15.0,56.18,6.0,8.0,13.0,9.74,52.0,6.97,16.0,1.38,0.0,0.0,14.899999999999999,0,0,0,1,0,0,1,0,0
5.0,28.0,2017.0,74.85,17.0,59.58,6.0,74.85,17.0,56.18,6.0,0.47,56.05,0.71,0.11,0.0,0.0,0.0,1007.14,5.35,20.283333333333335,74.85,17.0,59.58,6.0,6.0,12.0,9.54,298.0,10.13,20.0,1.27,0.0,0.0,14.933333333333335,0,0,0,1,0,0,1,0,0
5.0,29.0,2017.0,76.52,15.0,55.35,6.0,76.52,15.0,59.58,6.0,0.34,48.34,0.51,0.15,0.0,0.0,0.0,1009.2,5.333333333333333,20.3,76.52,15.0,55.35,6.0,8.0,13.0,10.0,259.0,19.37,16.0,4.0,0.0,0.0,14.966666666666669,0,0,0,1,0,0,1,0,0
5.0,30.0,2017.0,72.36,17.0,53.54,5.0,72.36,17.0,55.35,6.0,0.41,46.46,0.54,0.18,0.0,0.0,0.0,1013.24,5.333333333333333,20.316666666666666,72.36,17.0,53.54,5.0,7.0,11.0,10.0,259.0,15.94,11.0,3.6,0.0,0.0,14.983333333333334,0,0,0,1,0,0,1,0,0
5.0,31.0,2017.0,72.83,17.0,52.82,5.0,72.83,17.0,53.54,5.0,0.23,45.28,0.52,0.22,0.0,0.0,0.0,1014.87,5.316666666666666,20.333333333333332,72.83,17.0,52.82,5.0,9.0,13.0,10.0,282.0,14.36,14.0,3.4,0.0,0.0,15.016666666666666,0,0,0,1,0,0,1,0,0
6.0,1.0,2017.0,77.4,16.0,55.6,5.0,77.4,16.0,52.82,5.0,0.01,44.2,0.48,0.25,0.0,0.0,0.0,1017.26,5.316666666666666,20.333333333333332,77.4,16.0,55.6,5.0,10.0,12.0,10.0,42.0,8.26,12.0,0.38,0.0,0.0,15.016666666666666,1,0,0,0,0,0,1,0,0
