month,day,year,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,apparentTemperatureMax,apparentTemperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,cloudCover,dewPoint,humidity,moonPhase,precipIntensity,precipIntensityMax,precipProbability,pressure,sunriseTime,sunsetTime,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,uvIndex,uvIndexTime,visibility,windBearing,windGust,windGustTime,windSpeed,precipIntensityMaxTime,precipAccumulation,daylight_duration,icon_clear-day,icon_cloudy,icon_partly-cloudy-day,icon_rain,icon_sleet,icon_snow,precipType_None,precipType_rain,precipType_sleet,precipType_snow
6.0,5.0,2014.0,73.93,13.0,51.8,3.0,73.93,13.0,53.25,4.0,0.13,47.12,0.6,0.26,0.0,0.0,0.0,1014.52,3.3,18.383333333333333,73.93,13.0,51.8,3.0,10.0,11.0,6.371,53.0,8.96,14.0,2.36,0.0,0.0,15.083333333333332,0,0,1,0,0,0,1,0,0,0
6.0,6.0,2014.0,80.7,13.0,57.98,3.0,80.7,13.0,51.8,3.0,0.08,45.05,0.48,0.29,0.0,0.0,0.0,1015.19,3.283333333333333,18.4,80.7,13.0,57.98,3.0,10.0,11.0,6.947,83.0,8.25,13.0,1.57,0.0,0.0,15.116666666666665,1,0,0,0,0,0,1,0,0,0
6.0,7.0,2014.0,82.79,12.0,54.16,4.0,82.79,12.0,57.98,3.0,0.45,52.42,0.54,0.32,0.0015,0.0332,1.0,1013.26,3.283333333333333,18.4,82.79,12.0,54.16,4.0,7.0,9.0,7.185,97.0,10.94,12.0,2.3,22.0,0.0,15.116666666666665,0,0,0,1,0,0,0,1,0,0
6.0,8.0,2014.0,67.54,13.0,53.67,4.0,67.54,13.0,54.16,4.0,0.6,50.21,0.69,0.35,0.0114,0.0799,1.0,1015.03,3.283333333333333,18.416666666666668,67.54,13.0,53.67,4.0,8.0,10.0,6.469,7.0,18.68,9.0,6.77,1.0,0.0,15.133333333333335,0,0,0,1,0,0,0,1,0,0
6.0,9.0,2014.0,75.87,12.0,56.94,21.0,75.87,12.0,53.67,4.0,0.25,51.32,0.66,0.39,0.0,0.0,0.0,1015.05,3.283333333333333,18.416666666666668,75.87,12.0,56.94,21.0,10.0,10.0,9.1,36.0,9.72,15.0,2.92,0.0,0.0,15.133333333333335,0,0,1,0,0,0,1,0,0,0
6.0,10.0,2014.0,64.06,11.0,57.32,18.0,64.06,11.0,57.11,22.0,0.83,53.79,0.82,0.42,0.0328,0.1463,1.0,1011.99,3.2666666666666666,18.433333333333334,64.06,11.0,57.32,18.0,5.0,11.0,7.46,25.0,13.7,21.0,3.43,19.0,0.0,15.166666666666668,0,0,0,1,0,0,0,1,0,0
6.0,11.0,2014.0,64.9,15.0,59.13,0.0,64.9,15.0,59.3,5.0,1.0,59.01,0.92,0.46,0.017,0.0794,1.0,1006.28,3.2666666666666666,18.45,64.67,15.0,59.05,0.0,5.0,11.0,6.324,19.0,12.5,22.0,2.49,2.0,0.0,15.183333333333334,0,0,0,1,0,0,0,1,0,0
6.0,12.0,2014.0,79.62,11.0,55.45,4.0,79.62,11.0,59.13,0.0,0.7,59.36,0.74,0.5,0.0001,0.0016,0.3,1008.51,3.2666666666666666,18.45,79.08,11.0,55.45,4.0,7.0,10.0,7.803,262.0,20.16,10.0,3.92,23.0,0.0,15.183333333333334,0,0,0,1,0,0,0,1,0,0
6.0,13.0,2014.0,71.96,14.0,54.08,3.0,71.96,14.0,55.45,4.0,0.06,45.24,0.53,0.53,0.0,0.0,0.0,1014.55,3.2666666666666666,18.45,71.96,14.0,54.08,3.0,10.0,11.0,9.998,322.0,12.4,9.0,3.33,0.0,0.0,15.183333333333334,1,0,0,0,0,0,1,0,0,0
6.0,14.0,2014.0,78.12,14.0,62.53,4.0,78.12,14.0,54.08,3.0,0.21,46.38,0.5,0.57,0.0,0.0,0.0,1017.33,3.2666666666666666,18.466666666666665,78.12,14.0,62.53,4.0,9.0,11.0,9.997,166.0,11.65,12.0,2.81,0.0,0.0,15.2,0,0,1,0,0,0,1,0,0,0
6.0,15.0,2014.0,86.36,16.0,68.05,4.0,86.36,16.0,62.53,4.0,0.47,57.91,0.57,0.61,0.0,0.0,0.0,1012.66,3.2666666666666666,18.466666666666665,83.67,16.0,67.65,4.0,7.0,11.0,9.997,182.0,22.29,12.0,6.14,0.0,0.0,15.2,0,0,1,0,0,0,1,0,0,0
6.0,16.0,2014.0,89.64,15.0,78.42,5.0,89.64,15.0,68.05,4.0,0.28,64.51,0.63,0.65,0.0,0.0,0.0,1015.32,3.2666666666666666,18.483333333333334,87.88,15.0,77.42,5.0,8.0,10.0,9.997,202.0,12.27,21.0,3.02,0.0,0.0,15.216666666666669,0,0,1,0,0,0,1,0,0,0
6.0,17.0,2014.0,94.82,15.0,77.62,4.0,94.82,15.0,78.42,5.0,0.52,68.26,0.64,0.69,0.0,0.0,0.0,1011.73,3.2666666666666666,18.483333333333334,90.86,14.0,76.51,4.0,9.0,10.0,9.997,211.0,20.03,7.0,5.75,0.0,0.0,15.216666666666669,0,0,1,0,0,0,1,0,0,0
6.0,18.0,2014.0,86.14,8.0,59.78,4.0,86.14,8.0,61.52,22.0,0.74,66.92,0.81,0.72,0.0185,0.1341,0.91,1013.74,3.2666666666666666,18.483333333333334,81.55,8.0,59.57,4.0,6.0,12.0,7.448,216.0,12.48,0.0,3.79,18.0,0.0,15.216666666666669,0,0,0,1,0,0,0,1,0,0
6.0,19.0,2014.0,77.35,12.0,68.05,22.0,77.35,12.0,59.78,4.0,0.87,63.63,0.89,0.76,0.0139,0.1155,1.0,1017.86,3.2666666666666666,18.5,76.49,12.0,67.19,22.0,7.0,12.0,5.299,46.0,10.98,16.0,2.87,20.0,0.0,15.233333333333334,0,0,0,1,0,0,0,1,0,0
6.0,20.0,2014.0,87.07,14.0,61.26,4.0,87.07,14.0,64.26,22.0,0.81,66.73,0.84,0.8,0.0017,0.0155,0.75,1014.65,3.283333333333333,18.5,83.5,14.0,60.97,4.0,6.0,10.0,7.853,294.0,12.39,12.0,3.19,1.0,0.0,15.216666666666667,0,0,0,1,0,0,0,1,0,0
6.0,21.0,2014.0,84.19,13.0,63.99,2.0,84.19,13.0,61.26,4.0,0.83,64.0,0.87,0.83,0.0304,0.546,1.0,1013.68,3.283333333333333,18.5,81.06,12.0,63.39,2.0,7.0,10.0,6.107,139.0,11.72,15.0,2.23,17.0,0.0,15.216666666666667,0,0,0,1,0,0,0,1,0,0
6.0,22.0,2014.0,79.1,12.0,65.2,21.0,79.1,12.0,63.99,2.0,0.59,64.07,0.85,0.86,0.0,0.0,0.0,1012.12,3.283333333333333,18.5,78.48,12.0,64.85,21.0,8.0,10.0,7.067,59.0,6.9,13.0,1.49,0.0,0.0,15.216666666666667,0,0,1,0,0,0,1,0,0,0
6.0,23.0,2014.0,82.68,13.0,71.45,3.0,82.68,13.0,65.48,22.0,0.78,67.16,0.85,0.9,0.003,0.0171,0.74,1010.54,3.283333333333333,18.5,79.56,13.0,70.33,3.0,5.0,11.0,8.664,230.0,8.09,14.0,1.43,9.0,0.0,15.216666666666667,0,0,0,1,0,0,0,1,0,0
6.0,24.0,2014.0,86.11,14.0,61.98,5.0,86.11,14.0,70.58,22.0,0.8,68.53,0.82,0.93,0.002,0.0168,0.76,1011.18,3.3,18.5,82.59,14.0,61.6,5.0,6.0,11.0,6.506,184.0,8.79,16.0,1.62,17.0,0.0,15.2,0,0,0,1,0,0,0,1,0,0
6.0,25.0,2014.0,77.59,11.0,58.97,4.0,77.59,11.0,60.14,22.0,0.79,62.13,0.88,0.96,0.0011,0.0137,0.4,1015.16,3.3,18.516666666666666,76.93,11.0,58.96,4.0,8.0,11.0,3.746,31.0,10.54,16.0,2.75,14.0,0.0,15.216666666666665,0,0,0,1,0,0,0,1,0,0
6.0,26.0,2014.0,75.92,13.0,60.25,0.0,75.92,13.0,58.97,4.0,0.78,59.65,0.85,0.99,0.0,0.0,0.0,1017.78,3.3,18.516666666666666,75.51,13.0,60.18,0.0,7.0,12.0,4.315,44.0,8.49,16.0,2.79,0.0,0.0,15.216666666666665,0,0,1,0,0,0,1,0,0,0
6.0,27.0,2014.0,89.98,14.0,73.39,2.0,89.98,14.0,60.25,0.0,0.58,64.61,0.73,0.02,0.0,0.0,0.0,1016.26,3.3166666666666664,18.516666666666666,87.14,15.0,72.48,2.0,8.0,9.0,4.708,146.0,12.25,15.0,3.32,0.0,0.0,15.2,0,0,1,0,0,0,1,0,0,0
6.0,28.0,2014.0,91.13,15.0,70.48,4.0,91.13,15.0,73.39,2.0,0.5,69.9,0.76,0.05,0.0008,0.0177,0.4,1015.27,3.3166666666666664,18.516666666666666,85.73,15.0,69.56,4.0,6.0,11.0,6.903,169.0,15.44,14.0,4.68,18.0,0.0,15.2,0,0,0,1,0,0,0,1,0,0
6.0,29.0,2014.0,91.4,16.0,73.06,5.0,91.4,16.0,70.48,4.0,0.65,69.99,0.77,0.08,0.0025,0.031,0.87,1012.77,3.3166666666666664,18.516666666666666,85.47,15.0,71.85,4.0,7.0,10.0,7.135,204.0,14.72,2.0,5.86,3.0,0.0,15.2,0,0,0,1,0,0,0,1,0,0
6.0,30.0,2014.0,95.61,13.0,66.92,0.0,95.61,13.0,66.99,22.0,0.8,70.51,0.83,0.11,0.0603,0.5153,1.0,1008.85,3.3333333333333335,18.5,86.99,13.0,66.14,23.0,8.0,11.0,7.305,199.0,16.0,14.0,5.34,21.0,0.0,15.166666666666666,0,0,0,1,0,0,0,1,0,0
7.0,1.0,2014.0,81.56,14.0,63.17,4.0,81.56,14.0,66.92,0.0,0.66,63.8,0.74,0.14,0.0167,0.2907,1.0,1006.21,3.3333333333333335,18.5,80.19,14.0,63.17,4.0,7.0,11.0,9.711,231.0,18.02,14.0,5.73,22.0,0.0,15.166666666666666,0,0,0,1,0,0,0,1,0,0
7.0,2.0,2014.0,69.54,9.0,55.51,4.0,70.4,22.0,56.8,20.0,0.79,56.41,0.78,0.18,0.0027,0.0144,0.84,1012.8,3.35,18.5,69.54,9.0,55.51,4.0,6.0,10.0,8.627,285.0,13.8,8.0,4.11,19.0,0.0,15.15,0,0,0,1,0,0,0,1,0,0
7.0,3.0,2014.0,72.31,13.0,58.44,3.0,72.31,13.0,55.51,4.0,0.43,52.56,0.68,0.21,0.0022,0.0214,0.89,1019.97,3.35,18.5,72.31,13.0,58.44,3.0,8.0,11.0,9.437,343.0,10.11,12.0,2.35,3.0,0.0,15.15,0,0,0,1,0,0,0,1,0,0
7.0,4.0,2014.0,76.58,13.0,60.07,3.0,76.58,13.0,58.44,3.0,0.12,52.29,0.59,0.24,0.0,0.0,0.0,1024.97,3.3666666666666667,18.5,76.58,13.0,60.07,3.0,9.0,11.0,9.702,50.0,7.76,15.0,2.04,0.0,0.0,15.133333333333333,1,0,0,0,0,0,1,0,0,0
7.0,5.0,2014.0,77.19,14.0,64.35,4.0,77.19,14.0,60.07,3.0,0.71,55.94,0.63,0.27,0.0,0.0,0.0,1022.36,3.3833333333333333,18.483333333333334,77.19,14.0,64.35,4.0,6.0,11.0,8.981,201.0,13.15,9.0,3.36,20.0,0.0,15.100000000000001,0,0,1,0,0,0,1,0,0,0
7.0,6.0,2014.0,93.2,14.0,72.29,2.0,93.2,14.0,64.35,4.0,0.69,65.95,0.73,0.3,0.0,0.0,0.0,1011.51,3.3833333333333333,18.483333333333334,86.43,14.0,71.2,2.0,7.0,10.0,9.997,212.0,16.9,17.0,5.42,0.0,0.0,15.100000000000001,0,0,1,0,0,0,1,0,0,0
7.0,7.0,2014.0,87.26,11.0,70.69,6.0,87.26,11.0,72.29,2.0,0.59,67.38,0.7,0.34,0.0101,0.1227,0.83,1006.19,3.4,18.483333333333334,85.74,14.0,69.73,5.0,8.0,11.0,9.948,257.0,15.3,23.0,3.71,1.0,0.0,15.083333333333334,0,0,0,1,0,0,0,1,0,0
7.0,8.0,2014.0,81.46,14.0,63.09,4.0,81.46,14.0,69.34,22.0,0.56,62.12,0.65,0.37,0.0067,0.0905,0.9,1005.58,3.4166666666666665,18.466666666666665,80.97,14.0,63.09,4.0,7.0,11.0,9.997,274.0,24.93,16.0,6.28,5.0,0.0,15.049999999999999,0,0,0,1,0,0,0,1,0,0
7.0,9.0,2014.0,76.54,15.0,59.1,4.0,76.54,15.0,63.09,4.0,0.27,57.61,0.67,0.41,0.0,0.0,0.0,1013.76,3.4166666666666665,18.466666666666665,76.54,15.0,59.1,4.0,7.0,11.0,9.997,337.0,10.37,11.0,2.61,0.0,0.0,15.049999999999999,0,0,1,0,0,0,1,0,0,0
7.0,10.0,2014.0,76.24,12.0,59.78,4.0,76.24,12.0,59.1,4.0,0.13,56.13,0.67,0.45,0.0,0.0,0.0,1020.43,3.4333333333333336,18.466666666666665,76.24,12.0,59.78,4.0,8.0,11.0,9.964,87.0,9.03,15.0,1.76,0.0,0.0,15.033333333333331,0,0,1,0,0,0,1,0,0,0
7.0,11.0,2014.0,80.36,11.0,70.73,6.0,80.36,11.0,59.78,4.0,0.41,56.44,0.61,0.48,0.0001,0.0013,0.26,1021.13,3.45,18.45,80.36,11.0,69.84,6.0,8.0,11.0,9.997,168.0,8.72,12.0,1.7,16.0,0.0,15.0,0,0,1,0,0,0,0,1,0,0
7.0,12.0,2014.0,82.24,15.0,69.68,5.0,82.24,15.0,70.73,6.0,0.9,68.2,0.81,0.52,0.0319,0.2686,1.0,1015.49,3.45,18.45,79.01,15.0,68.74,5.0,5.0,13.0,8.869,202.0,16.1,22.0,3.85,9.0,0.0,15.0,0,0,0,1,0,0,0,1,0,0
7.0,13.0,2014.0,85.93,15.0,63.67,4.0,85.93,15.0,69.68,5.0,0.58,65.93,0.74,0.56,0.0151,0.162,1.0,1012.09,3.466666666666667,18.433333333333334,84.79,15.0,63.67,4.0,9.0,11.0,8.664,270.0,16.1,22.0,3.69,23.0,0.0,14.966666666666667,0,0,0,1,0,0,0,1,0,0
7.0,14.0,2014.0,77.53,15.0,55.33,4.0,77.53,15.0,63.62,22.0,0.5,57.52,0.65,0.6,0.0022,0.0211,0.54,1010.6,3.4833333333333334,18.433333333333334,77.53,15.0,55.33,4.0,6.0,11.0,8.733,303.0,12.23,17.0,3.02,9.0,0.0,14.95,0,0,0,1,0,0,0,1,0,0
7.0,15.0,2014.0,68.25,14.0,55.59,3.0,68.25,14.0,55.33,4.0,0.63,52.54,0.72,0.64,0.0006,0.0077,0.32,1012.97,3.5,18.416666666666668,68.25,14.0,55.59,3.0,6.0,11.0,9.997,296.0,14.0,9.0,4.46,18.0,0.0,14.916666666666668,0,0,0,1,0,0,0,1,0,0
7.0,16.0,2014.0,69.85,15.0,55.03,3.0,69.85,15.0,55.59,3.0,0.46,51.92,0.69,0.68,0.0001,0.0013,0.18,1016.28,3.5166666666666666,18.4,69.85,15.0,55.03,3.0,6.0,13.0,9.997,12.0,11.6,12.0,2.52,22.0,0.0,14.883333333333333,0,0,1,0,0,0,0,1,0,0
7.0,17.0,2014.0,74.69,13.0,60.77,4.0,74.69,13.0,55.03,3.0,0.42,53.6,0.65,0.71,0.0,0.0,0.0,1018.81,3.5166666666666666,18.4,74.69,13.0,60.77,4.0,6.0,11.0,9.997,134.0,6.99,16.0,1.84,0.0,0.0,14.883333333333333,0,0,1,0,0,0,1,0,0,0
7.0,18.0,2014.0,77.75,14.0,58.97,4.0,77.75,14.0,60.77,4.0,0.32,56.81,0.65,0.75,0.0,0.0,0.0,1020.19,3.533333333333333,18.383333333333333,77.75,14.0,58.97,4.0,6.0,10.0,9.997,141.0,10.2,14.0,2.05,0.0,0.0,14.85,0,0,1,0,0,0,1,0,0,0
7.0,19.0,2014.0,78.4,13.0,62.04,3.0,78.4,13.0,58.97,4.0,0.25,56.65,0.64,0.78,0.0,0.0,0.0,1017.94,3.55,18.366666666666667,78.4,13.0,62.04,3.0,7.0,9.0,9.88,82.0,7.81,13.0,1.31,0.0,0.0,14.816666666666666,0,0,1,0,0,0,1,0,0,0
7.0,20.0,2014.0,81.53,14.0,64.87,4.0,81.53,14.0,62.04,3.0,0.39,59.83,0.67,0.82,0.0,0.0,0.0,1017.09,3.5666666666666664,18.35,80.86,14.0,64.73,4.0,7.0,10.0,9.235,183.0,7.06,11.0,1.41,0.0,0.0,14.783333333333335,0,0,1,0,0,0,1,0,0,0
7.0,21.0,2014.0,87.24,15.0,70.75,4.0,87.24,15.0,64.87,4.0,0.01,63.75,0.67,0.85,0.0,0.0,0.0,1017.8,3.5833333333333335,18.35,85.2,14.0,70.2,3.0,10.0,11.0,9.592,185.0,9.81,13.0,2.65,0.0,0.0,14.766666666666667,1,0,0,0,0,0,1,0,0,0
7.0,22.0,2014.0,97.78,14.0,64.0,4.0,97.78,14.0,70.75,4.0,0.34,69.82,0.72,0.88,0.0008,0.0205,0.51,1015.02,3.6,18.333333333333332,89.0,13.0,64.0,4.0,8.0,10.0,9.748,210.0,16.02,14.0,5.05,22.0,0.0,14.733333333333333,0,0,0,1,0,0,0,1,0,0
7.0,23.0,2014.0,71.3,13.0,58.21,4.0,78.02,22.0,61.49,22.0,0.29,57.07,0.71,0.91,0.0027,0.0405,0.74,1019.11,3.6166666666666667,18.316666666666666,71.3,13.0,58.21,4.0,9.0,11.0,9.776,13.0,18.55,13.0,7.49,23.0,0.0,14.7,0,0,0,1,0,0,0,1,0,0
7.0,24.0,2014.0,73.13,14.0,57.46,2.0,73.13,14.0,58.21,4.0,0.17,52.41,0.64,0.94,0.0,0.0,0.0,1019.72,3.6333333333333333,18.3,73.13,14.0,57.46,2.0,9.0,11.0,9.997,29.0,11.37,8.0,3.28,0.0,0.0,14.666666666666668,0,0,1,0,0,0,1,0,0,0
7.0,25.0,2014.0,74.17,13.0,68.38,2.0,74.17,13.0,57.46,2.0,0.58,56.4,0.69,0.97,0.0,0.0,0.0,1015.22,3.65,18.283333333333335,74.17,13.0,68.27,3.0,6.0,12.0,9.997,202.0,14.5,12.0,3.43,0.0,0.0,14.633333333333335,0,0,1,0,0,0,1,0,0,0
7.0,26.0,2014.0,85.05,13.0,71.87,4.0,85.05,13.0,68.38,2.0,0.81,66.08,0.75,0.0,0.0,0.0,0.0,1009.86,3.6666666666666665,18.266666666666666,81.6,13.0,70.75,4.0,6.0,12.0,9.593,209.0,7.39,23.0,2.25,0.0,0.0,14.6,0,0,1,0,0,0,1,0,0,0
7.0,27.0,2014.0,86.55,9.0,59.62,4.0,86.55,9.0,64.79,22.0,0.55,64.03,0.71,0.03,0.0004,0.0071,0.53,1007.71,3.6833333333333336,18.25,85.35,11.0,59.62,4.0,7.0,11.0,7.952,296.0,22.25,14.0,5.3,20.0,0.0,14.566666666666666,0,0,0,1,0,0,0,1,0,0
7.0,28.0,2014.0,68.83,13.0,58.22,4.0,68.83,13.0,59.62,4.0,0.43,51.91,0.65,0.06,0.0,0.0,0.0,1016.43,3.7,18.233333333333334,68.83,13.0,58.22,4.0,9.0,11.0,9.997,356.0,18.26,11.0,5.15,0.0,0.0,14.533333333333335,0,0,1,0,0,0,1,0,0,0
7.0,29.0,2014.0,77.59,12.0,60.28,3.0,77.59,12.0,58.22,4.0,0.44,56.31,0.68,0.1,0.0,0.0004,0.09,1016.2,3.716666666666667,18.216666666666665,77.59,12.0,60.28,3.0,8.0,10.0,9.997,295.0,11.97,10.0,2.72,21.0,0.0,14.499999999999998,0,0,1,0,0,0,1,0,0,0
7.0,30.0,2014.0,76.42,11.0,61.09,4.0,76.42,11.0,60.28,3.0,0.34,58.19,0.73,0.13,0.0,0.0002,0.08,1016.11,3.7333333333333334,18.2,76.42,11.0,61.09,4.0,8.0,10.0,9.142,350.0,9.91,13.0,2.16,22.0,0.0,14.466666666666665,0,0,1,0,0,0,1,0,0,0
7.0,31.0,2014.0,82.54,14.0,64.71,4.0,82.54,14.0,61.09,4.0,0.18,58.97,0.66,0.16,0.0,0.0,0.0,1016.24,3.75,18.183333333333334,82.51,14.0,64.58,4.0,8.0,10.0,7.071,256.0,12.93,11.0,3.02,0.0,0.0,14.433333333333334,0,0,1,0,0,0,1,0,0,0
8.0,1.0,2014.0,81.35,10.0,61.11,4.0,81.35,10.0,64.71,4.0,0.43,60.79,0.7,0.19,0.0007,0.0058,0.36,1017.72,3.7666666666666666,18.166666666666668,80.4,10.0,61.11,4.0,7.0,11.0,7.673,216.0,7.88,12.0,2.13,13.0,0.0,14.400000000000002,0,0,0,1,0,0,0,1,0,0
8.0,2.0,2014.0,82.91,14.0,63.89,4.0,82.91,14.0,61.11,4.0,0.1,57.35,0.63,0.22,0.0,0.0,0.0,1019.44,3.783333333333333,18.15,82.91,14.0,63.89,4.0,9.0,11.0,8.109,39.0,6.06,15.0,1.4,0.0,0.0,14.366666666666665,1,0,0,0,0,0,1,0,0,0
8.0,3.0,2014.0,84.8,12.0,66.46,4.0,84.8,12.0,63.89,4.0,0.31,61.98,0.67,0.25,0.0002,0.0035,0.21,1019.04,3.8,18.133333333333333,83.39,12.0,66.08,4.0,7.0,9.0,8.214,243.0,8.96,13.0,1.93,17.0,0.0,14.333333333333332,0,0,1,0,0,0,0,1,0,0
8.0,4.0,2014.0,84.78,12.0,67.38,2.0,84.78,12.0,66.46,4.0,0.5,64.46,0.75,0.29,0.0132,0.1561,0.91,1017.71,3.8166666666666664,18.116666666666667,83.17,12.0,66.62,2.0,6.0,12.0,6.798,268.0,7.57,12.0,2.1,22.0,0.0,14.3,0,0,0,1,0,0,0,1,0,0
8.0,5.0,2014.0,78.74,13.0,62.6,4.0,78.74,13.0,66.54,22.0,0.73,65.31,0.84,0.32,0.0165,0.1683,1.0,1016.67,3.8333333333333335,18.083333333333332,78.0,13.0,62.55,4.0,6.0,11.0,7.136,26.0,7.99,16.0,1.95,23.0,0.0,14.249999999999998,0,0,0,1,0,0,0,1,0,0
8.0,6.0,2014.0,77.41,12.0,63.46,1.0,77.41,12.0,62.6,4.0,0.33,59.06,0.7,0.36,0.0,0.0,0.0,1017.49,3.85,18.066666666666666,77.39,12.0,63.46,1.0,8.0,11.0,8.505,22.0,8.58,13.0,1.88,0.0,0.0,14.216666666666667,0,0,1,0,0,0,1,0,0,0
8.0,7.0,2014.0,79.2,12.0,66.29,2.0,79.2,12.0,63.46,1.0,0.36,59.73,0.69,0.39,0.0,0.0,0.0,1017.95,3.8666666666666667,18.05,79.2,12.0,66.08,2.0,7.0,10.0,9.91,85.0,9.9,12.0,2.77,0.0,0.0,14.183333333333334,0,0,1,0,0,0,1,0,0,0
8.0,8.0,2014.0,81.24,13.0,65.9,4.0,81.24,13.0,66.29,2.0,0.39,60.95,0.68,0.43,0.0,0.0,0.0,1017.22,3.8833333333333333,18.033333333333335,80.44,13.0,65.9,4.0,7.0,12.0,9.995,76.0,12.25,13.0,3.97,0.0,0.0,14.150000000000002,0,0,1,0,0,0,1,0,0,0
8.0,9.0,2014.0,77.45,12.0,68.53,4.0,77.45,12.0,65.9,4.0,0.35,60.55,0.68,0.47,0.0,0.0,0.0,1017.87,3.9,18.0,77.43,12.0,68.53,4.0,9.0,11.0,9.973,54.0,12.01,12.0,3.97,0.0,0.0,14.1,0,0,1,0,0,0,1,0,0,0
8.0,10.0,2014.0,78.22,13.0,68.33,2.0,78.22,13.0,68.53,4.0,0.81,63.18,0.72,0.51,0.0,0.0,0.0,1015.81,3.9166666666666665,17.983333333333334,77.62,13.0,67.61,2.0,5.0,12.0,9.991,36.0,9.54,12.0,3.27,0.0,0.0,14.066666666666668,0,0,1,0,0,0,1,0,0,0
8.0,11.0,2014.0,81.83,14.0,62.74,6.0,81.83,14.0,68.33,2.0,0.85,66.28,0.82,0.55,0.0167,0.118,0.96,1010.59,3.9333333333333336,17.966666666666665,79.46,14.0,62.74,6.0,5.0,11.0,9.128,349.0,7.99,23.0,2.69,1.0,0.0,14.033333333333331,0,0,0,1,0,0,0,1,0,0
8.0,12.0,2014.0,66.94,17.0,56.7,4.0,69.01,22.0,61.51,10.0,0.9,58.97,0.83,0.59,0.0039,0.0398,0.71,1010.71,3.95,17.933333333333334,66.94,17.0,56.7,4.0,4.0,11.0,9.83,313.0,14.57,8.0,4.24,2.0,0.0,13.983333333333334,0,0,0,1,0,0,0,1,0,0
8.0,13.0,2014.0,81.54,13.0,61.88,4.0,81.54,13.0,56.7,4.0,0.36,58.29,0.71,0.63,0.0,0.0,0.0,1015.52,3.966666666666667,17.916666666666668,80.25,13.0,61.88,4.0,7.0,10.0,9.997,304.0,13.15,12.0,2.82,0.0,0.0,13.950000000000001,0,0,1,0,0,0,1,0,0,0
8.0,14.0,2014.0,69.87,14.0,51.87,4.0,69.87,14.0,56.88,22.0,0.28,52.57,0.65,0.67,0.0,0.0,0.0,1017.93,3.9833333333333334,17.9,69.87,14.0,51.87,4.0,8.0,11.0,9.997,43.0,10.62,12.0,3.18,0.0,0.0,13.916666666666664,0,0,1,0,0,0,1,0,0,0
8.0,15.0,2014.0,78.0,15.0,62.76,4.0,78.0,15.0,51.87,4.0,0.15,51.94,0.63,0.7,0.0,0.0,0.0,1016.75,4.0,17.866666666666667,78.0,15.0,62.76,4.0,8.0,11.0,9.997,225.0,8.75,10.0,2.07,0.0,0.0,13.866666666666667,0,0,1,0,0,0,1,0,0,0
8.0,16.0,2014.0,82.65,13.0,66.8,3.0,82.65,13.0,62.76,4.0,0.46,63.36,0.75,0.74,0.0,0.0,0.0,1012.69,4.016666666666667,17.85,80.11,13.0,66.26,3.0,5.0,10.0,9.997,226.0,9.98,14.0,2.78,0.0,0.0,13.833333333333336,0,0,1,0,0,0,1,0,0,0
8.0,17.0,2014.0,70.66,11.0,65.26,23.0,71.08,22.0,65.28,21.0,0.78,63.56,0.87,0.77,0.0,0.0,0.0,1014.04,4.033333333333333,17.816666666666666,70.03,11.0,64.78,23.0,5.0,11.0,7.108,18.0,10.93,11.0,3.46,0.0,0.0,13.783333333333333,0,0,1,0,0,0,1,0,0,0
8.0,18.0,2014.0,84.73,14.0,72.54,1.0,84.73,14.0,65.26,23.0,0.65,65.28,0.8,0.8,0.0,0.0,0.0,1010.91,4.05,17.8,81.96,14.0,71.55,2.0,6.0,11.0,8.621,224.0,8.91,16.0,1.9,0.0,0.0,13.75,0,0,1,0,0,0,1,0,0,0
8.0,19.0,2014.0,87.08,15.0,66.84,4.0,87.08,15.0,72.38,22.0,0.52,67.95,0.76,0.83,0.0014,0.0183,0.49,1006.41,4.066666666666666,17.766666666666666,84.92,15.0,66.43,4.0,5.0,13.0,9.349,226.0,16.91,11.0,4.35,11.0,0.0,13.7,0,0,0,1,0,0,0,1,0,0
8.0,20.0,2014.0,87.74,14.0,71.81,5.0,87.74,14.0,66.84,4.0,0.33,66.04,0.71,0.86,0.0,0.0,0.0,1010.66,4.083333333333333,17.75,85.5,14.0,70.72,5.0,6.0,11.0,9.74,244.0,13.44,10.0,3.0,0.0,0.0,13.666666666666668,0,0,1,0,0,0,1,0,0,0
8.0,21.0,2014.0,82.88,13.0,73.8,4.0,82.88,13.0,71.81,5.0,0.9,70.61,0.89,0.89,0.0337,0.1609,1.0,1013.19,4.1,17.716666666666665,79.24,13.0,72.38,4.0,5.0,11.0,8.696,179.0,7.46,10.0,1.9,15.0,0.0,13.616666666666665,0,0,0,1,0,0,0,1,0,0
8.0,22.0,2014.0,91.42,15.0,73.91,4.0,91.42,15.0,73.8,4.0,0.75,72.78,0.86,0.92,0.0276,0.2303,0.97,1013.02,4.116666666666666,17.7,84.78,13.0,72.52,4.0,6.0,11.0,8.986,225.0,8.01,12.0,1.89,1.0,0.0,13.583333333333332,0,0,0,1,0,0,0,1,0,0
