month,day,year,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,apparentTemperatureMax,apparentTemperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,cloudCover,dewPoint,humidity,moonPhase,precipIntensity,precipIntensityMax,precipProbability,pressure,sunriseTime,sunsetTime,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,uvIndex,uvIndexTime,visibility,windBearing,windGust,windGustTime,windSpeed,precipAccumulation,precipIntensityMaxTime,daylight_duration,icon_clear-day,icon_cloudy,icon_partly-cloudy-day,icon_rain,icon_sleet,icon_snow,precipType_None,precipType_rain,precipType_sleet,precipType_snow
1.0,23.0,2013.0,12.69,17.0,-4.42,4.0,12.69,17.0,1.23,22.0,0.91,5.17,0.64,0.41,0.0,0.0,0.0,1024.44,5.183333333333334,14.916666666666666,19.88,14.0,6.84,5.0,2.0,10.0,9.139,268.0,18.53,20.0,5.82,0.0,0.0,9.733333333333333,0,1,0,0,0,0,1,0,0,0
1.0,24.0,2013.0,18.96,11.0,11.56,21.0,18.96,11.0,-4.42,4.0,0.58,2.73,0.58,0.44,0.0,0.0,0.0,1033.42,5.183333333333334,14.95,21.12,13.0,18.44,4.0,2.0,10.0,9.781,343.0,14.68,22.0,5.15,0.0,0.0,9.766666666666666,0,0,1,0,0,0,1,0,0,0
1.0,25.0,2013.0,27.24,15.0,7.23,5.0,27.24,15.0,11.85,7.0,0.98,14.47,0.71,0.47,0.0,0.0,0.0,1020.73,5.166666666666667,14.966666666666667,27.66,16.0,13.35,5.0,2.0,10.0,8.257,223.0,13.66,18.0,5.58,0.0,0.0,9.8,0,1,0,0,0,0,1,0,0,0
1.0,26.0,2013.0,28.29,13.0,18.12,3.0,28.29,13.0,7.23,5.0,0.37,10.97,0.63,0.5,0.0003,0.0027,0.35,1027.65,5.15,14.983333333333333,28.29,13.0,24.52,2.0,2.0,10.0,9.992,306.0,11.76,23.0,3.34,0.08,12.0,9.833333333333332,0,0,0,0,0,1,0,0,0,1
1.0,27.0,2013.0,32.97,17.0,28.79,21.0,32.97,17.0,18.12,3.0,0.86,23.63,0.79,0.53,0.0035,0.0364,0.8,1023.29,5.133333333333334,15.0,32.97,17.0,32.97,17.0,2.0,10.0,7.371,154.0,13.94,21.0,5.24,0.0,22.0,9.866666666666667,0,0,0,1,0,0,0,1,0,0
1.0,28.0,2013.0,47.41,13.0,36.33,21.0,47.41,13.0,31.41,22.0,0.98,41.5,0.92,0.56,0.0053,0.0364,0.93,1012.93,5.116666666666666,15.033333333333333,48.55,7.0,39.32,21.0,2.0,10.0,4.175,205.0,14.61,2.0,5.0,0.0,22.0,9.916666666666668,0,0,0,1,0,0,0,1,0,0
1.0,29.0,2013.0,61.56,11.0,31.54,4.0,61.56,11.0,37.76,22.0,1.0,54.01,0.93,0.6,0.0367,0.1691,1.0,1002.58,5.1,15.05,61.49,11.0,36.44,5.0,2.0,10.0,4.645,197.0,21.1,3.0,6.51,0.0,17.0,9.950000000000001,0,0,0,1,0,0,0,1,0,0
1.0,30.0,2013.0,39.87,10.0,5.62,6.0,48.74,22.0,10.61,22.0,1.0,32.29,0.91,0.63,0.016,0.0822,1.0,994.98,5.083333333333333,15.066666666666666,40.08,11.0,17.02,6.0,2.0,10.0,5.535,320.0,21.58,20.0,6.52,0.0,22.0,9.983333333333334,0,0,0,1,0,0,0,1,0,0
1.0,31.0,2013.0,6.44,5.0,-11.37,4.0,10.61,22.0,-8.78,22.0,0.94,7.48,0.73,0.66,0.0,0.0,0.0,1011.98,5.066666666666666,15.1,17.48,5.0,1.61,5.0,2.0,10.0,8.354,277.0,19.79,2.0,9.74,0.0,0.0,10.033333333333333,0,1,0,0,0,0,1,0,0,0
2.0,1.0,2013.0,3.14,17.0,3.14,17.0,15.7,22.0,-11.37,4.0,0.39,0.86,0.71,0.7,0.0,0.0,0.0,1025.61,5.05,15.116666666666667,13.11,14.0,12.49,17.0,3.0,10.0,9.18,257.0,16.93,22.0,7.05,0.0,0.0,10.066666666666666,0,0,1,0,0,0,1,0,0,0
2.0,2.0,2013.0,23.23,7.0,3.71,17.0,23.23,7.0,3.71,17.0,0.98,11.99,0.8,0.73,0.0,0.0,0.0,1018.72,5.033333333333333,15.133333333333333,23.96,8.0,9.86,21.0,2.0,10.0,6.498,283.0,11.93,9.0,4.51,0.0,0.0,10.1,0,1,0,0,0,0,1,0,0,0
2.0,3.0,2013.0,14.44,17.0,14.44,17.0,21.01,22.0,4.4,22.0,0.88,10.86,0.75,0.77,0.0,0.0,0.0,1016.89,5.016666666666667,15.15,22.96,13.0,20.82,17.0,2.0,11.0,7.581,272.0,15.88,11.0,4.59,0.0,0.0,10.133333333333333,0,1,0,0,0,0,1,0,0,0
2.0,4.0,2013.0,27.61,10.0,13.74,2.0,27.61,10.0,15.31,20.0,0.94,19.98,0.85,0.81,0.0,0.0,0.0,1014.02,5.0,15.183333333333334,28.14,11.0,13.74,2.0,2.0,10.0,6.912,16.0,10.36,13.0,3.15,0.0,0.0,10.183333333333334,0,1,0,0,0,0,1,0,0,0
2.0,5.0,2013.0,25.26,13.0,18.67,5.0,29.74,20.0,13.74,2.0,0.87,19.55,0.82,0.84,0.0,0.0,0.0,1013.6,4.983333333333333,15.2,30.87,14.0,18.67,5.0,2.0,10.0,7.547,262.0,15.98,10.0,4.32,0.0,14.0,10.216666666666665,0,0,1,0,0,0,1,0,0,0
2.0,6.0,2013.0,33.99,15.0,28.25,3.0,33.99,15.0,18.67,5.0,0.54,23.0,0.73,0.88,0.0016,0.0098,0.55,1022.22,4.966666666666667,15.216666666666667,37.33,13.0,32.63,4.0,3.0,10.0,9.491,178.0,10.44,11.0,3.54,0.0,11.0,10.25,0,0,0,1,0,0,0,1,0,0
2.0,7.0,2013.0,35.16,12.0,17.26,3.0,35.16,12.0,27.56,22.0,0.97,30.82,0.9,0.92,0.0188,0.0582,0.9,1015.94,4.95,15.25,35.16,12.0,25.68,3.0,2.0,10.0,3.025,125.0,10.99,22.0,2.79,0.0,13.0,10.3,0,0,0,1,0,0,0,1,0,0
2.0,8.0,2013.0,27.07,17.0,26.32,0.0,27.56,22.0,17.26,3.0,0.99,24.22,0.86,0.96,0.0003,0.0034,0.53,1024.16,4.933333333333334,15.266666666666667,29.03,12.0,26.32,0.0,2.0,10.0,9.061,328.0,13.64,2.0,5.12,0.06,23.0,10.333333333333334,0,0,0,0,0,1,0,0,0,1
2.0,9.0,2013.0,32.35,16.0,28.18,19.0,32.35,16.0,24.05,7.0,0.69,24.25,0.78,0.99,0.0014,0.0085,0.49,1026.15,4.9,15.283333333333333,34.48,14.0,30.29,18.0,2.0,10.0,9.838,170.0,13.45,11.0,3.51,0.17,13.0,10.383333333333333,0,0,0,0,0,1,0,0,0,1
2.0,10.0,2013.0,41.84,17.0,25.18,5.0,44.34,20.0,28.77,22.0,0.87,36.28,0.85,0.03,0.0099,0.0575,0.98,1008.9,4.883333333333333,15.316666666666666,46.88,17.0,34.24,5.0,2.0,10.0,8.499,173.0,20.7,16.0,7.77,0.0,11.0,10.433333333333334,0,0,0,1,0,0,0,1,0,0
2.0,11.0,2013.0,25.27,6.0,18.41,3.0,41.2,22.0,21.43,21.0,0.98,25.71,0.7,0.07,0.0,0.0,0.0,1008.5,4.866666666666667,15.333333333333334,34.29,8.0,25.67,5.0,2.0,10.0,9.997,255.0,28.12,12.0,11.77,0.0,0.0,10.466666666666667,0,1,0,0,0,0,1,0,0,0
2.0,12.0,2013.0,27.05,17.0,23.8,23.0,27.05,17.0,18.41,3.0,0.77,20.58,0.76,0.1,0.0,0.0,0.0,1017.59,4.85,15.35,29.1,14.0,23.8,23.0,2.0,10.0,9.882,268.0,14.84,1.0,4.77,0.0,0.0,10.5,0,0,1,0,0,0,1,0,0,0
2.0,13.0,2013.0,41.06,12.0,31.62,5.0,41.06,12.0,23.8,23.0,0.28,27.19,0.78,0.13,0.0,0.0,0.0,1009.52,4.816666666666666,15.366666666666667,44.59,12.0,36.44,19.0,3.0,10.0,8.163,225.0,11.72,11.0,3.46,0.0,0.0,10.55,0,0,1,0,0,0,1,0,0,0
2.0,14.0,2013.0,33.21,7.0,16.72,6.0,36.77,22.0,30.16,16.0,0.91,28.6,0.72,0.17,0.0,0.0,0.0,1009.18,4.8,15.4,38.99,10.0,24.65,6.0,2.0,10.0,9.933,254.0,19.07,9.0,6.27,0.0,0.0,10.600000000000001,0,1,0,0,0,0,1,0,0,0
2.0,15.0,2013.0,25.52,14.0,5.1,4.0,33.45,22.0,13.02,22.0,0.65,15.77,0.6,0.2,0.0,0.0,0.0,1020.61,4.783333333333333,15.416666666666666,31.35,13.0,13.39,5.0,3.0,10.0,9.892,318.0,13.5,4.0,5.53,0.0,0.0,10.633333333333333,0,0,1,0,0,0,1,0,0,0
2.0,16.0,2013.0,11.63,12.0,8.67,17.0,14.2,20.0,5.1,4.0,0.37,5.25,0.59,0.23,0.0,0.0,0.0,1022.03,4.75,15.433333333333334,20.42,12.0,9.94,5.0,3.0,10.0,9.997,308.0,13.89,10.0,5.52,0.0,0.0,10.683333333333334,0,0,1,0,0,0,1,0,0,0
2.0,17.0,2013.0,25.98,13.0,21.53,21.0,25.98,13.0,9.94,5.0,0.16,5.67,0.52,0.26,0.0,0.0,0.0,1021.69,4.733333333333333,15.45,30.56,14.0,27.33,18.0,3.0,10.0,9.997,178.0,12.58,22.0,3.12,0.0,0.0,10.716666666666665,0,0,1,0,0,0,1,0,0,0
2.0,18.0,2013.0,52.33,11.0,1.78,6.0,52.33,11.0,21.57,22.0,0.69,31.15,0.7,0.29,0.0086,0.0958,1.0,1006.0,4.7,15.483333333333333,52.33,11.0,14.98,6.0,3.0,10.0,8.942,185.0,24.66,17.0,9.28,0.0,19.0,10.783333333333331,0,0,0,1,0,0,0,1,0,0
2.0,19.0,2013.0,3.92,16.0,-1.8,3.0,22.32,22.0,0.87,10.0,0.91,10.14,0.73,0.32,0.0001,0.002,0.33,1012.4,4.683333333333334,15.5,15.88,5.0,9.02,5.0,3.0,10.0,7.526,274.0,24.11,9.0,10.61,0.01,22.0,10.816666666666666,0,0,0,0,0,1,0,0,0,1
2.0,20.0,2013.0,17.37,14.0,15.45,17.0,20.46,18.0,-1.8,3.0,0.26,7.15,0.65,0.35,0.0,0.0,0.0,1026.75,4.666666666666667,15.516666666666667,24.59,13.0,19.75,21.0,4.0,10.0,9.997,310.0,13.1,1.0,5.28,0.0,0.0,10.850000000000001,0,0,1,0,0,0,1,0,0,0
2.0,21.0,2013.0,25.75,6.0,15.93,0.0,25.75,6.0,17.4,22.0,0.99,19.29,0.76,0.38,0.0,0.0,0.0,1025.0,4.633333333333333,15.533333333333333,30.12,10.0,24.46,1.0,3.0,10.0,9.217,69.0,18.83,20.0,5.48,0.0,0.0,10.9,0,1,0,0,0,0,1,0,0,0
2.0,22.0,2013.0,28.84,12.0,17.66,3.0,28.84,12.0,15.93,0.0,1.0,25.37,0.87,0.41,0.0004,0.0028,0.38,1012.5,4.616666666666667,15.566666666666666,34.07,13.0,24.31,5.0,3.0,10.0,4.974,178.0,15.54,14.0,6.05,0.05,13.0,10.95,0,0,0,0,0,1,0,0,0,1
2.0,23.0,2013.0,20.93,17.0,16.67,0.0,22.12,22.0,17.57,22.0,0.91,19.86,0.76,0.44,0.0,0.0,0.0,1014.3,4.583333333333333,15.583333333333334,27.93,12.0,17.46,5.0,3.0,10.0,9.206,247.0,14.2,9.0,5.71,0.0,0.0,11.0,0,1,0,0,0,0,1,0,0,0
2.0,24.0,2013.0,38.82,13.0,22.5,4.0,38.82,13.0,16.67,0.0,0.08,19.43,0.71,0.48,0.001,0.0078,0.54,1019.16,4.566666666666666,15.6,38.82,13.0,22.5,4.0,4.0,10.0,9.46,253.0,7.64,9.0,1.94,0.0,12.0,11.033333333333333,0,0,0,1,0,0,0,1,0,0
2.0,25.0,2013.0,39.97,11.0,25.94,3.0,39.97,11.0,22.5,4.0,0.21,24.73,0.73,0.51,0.0001,0.0009,0.14,1020.04,4.533333333333333,15.616666666666667,42.09,12.0,33.8,3.0,4.0,10.0,9.453,77.0,10.97,22.0,2.93,0.0,10.0,11.083333333333334,0,0,1,0,0,0,0,1,0,0
2.0,26.0,2013.0,27.01,7.0,25.29,17.0,30.04,22.0,24.36,11.0,0.87,29.5,0.85,0.54,0.0029,0.017,0.54,1005.08,4.516666666666667,15.633333333333333,35.2,7.0,32.82,17.0,3.0,10.0,5.446,49.0,20.96,8.0,8.74,0.47,10.0,11.116666666666667,0,0,0,0,0,1,0,0,0,1
2.0,27.0,2013.0,33.37,6.0,26.98,22.0,33.37,6.0,26.98,22.0,1.0,31.76,0.93,0.58,0.0069,0.0183,0.9,1002.33,4.483333333333333,15.666666666666666,34.43,12.0,32.78,22.0,3.0,10.0,4.005,320.0,11.91,22.0,4.41,1.48,14.0,11.183333333333334,0,0,0,0,0,1,0,0,0,1
2.0,28.0,2013.0,29.19,11.0,20.2,6.0,29.19,11.0,21.53,22.0,1.0,28.73,0.85,0.61,0.0025,0.0125,0.57,1013.11,4.45,15.683333333333334,35.44,11.0,27.45,3.0,3.0,10.0,7.627,347.0,16.37,10.0,7.45,0.47,10.0,11.233333333333334,0,0,0,0,0,1,0,0,0,1
3.0,1.0,2013.0,22.86,11.0,17.86,6.0,22.86,11.0,19.14,17.0,1.0,22.97,0.81,0.65,0.0,0.0,0.0,1020.17,4.433333333333334,15.7,29.79,11.0,25.18,6.0,3.0,10.0,8.395,351.0,14.28,13.0,6.77,0.0,0.0,11.266666666666666,0,1,0,0,0,0,1,0,0,0
3.0,2.0,2013.0,25.21,12.0,16.78,4.0,25.21,12.0,16.83,21.0,0.77,18.53,0.71,0.68,0.0002,0.0014,0.18,1021.94,4.4,15.716666666666667,31.39,12.0,16.78,4.0,3.0,10.0,9.793,338.0,12.79,11.0,5.61,0.05,13.0,11.316666666666666,0,0,1,0,0,0,0,0,0,1
3.0,3.0,2013.0,29.15,12.0,19.9,1.0,29.15,12.0,16.78,4.0,0.11,13.19,0.63,0.72,0.0001,0.0009,0.13,1020.52,4.383333333333334,15.733333333333333,33.34,12.0,19.9,1.0,5.0,10.0,9.997,331.0,9.52,9.0,2.6,0.02,12.0,11.349999999999998,1,0,0,0,0,0,0,0,0,1
3.0,4.0,2013.0,27.27,17.0,26.9,2.0,28.94,19.0,19.9,1.0,0.74,20.57,0.73,0.76,0.0,0.0,0.0,1019.1,4.35,15.766666666666667,32.44,17.0,32.05,6.0,3.0,10.0,9.992,90.0,11.12,8.0,3.67,0.0,0.0,11.416666666666668,0,0,1,0,0,0,1,0,0,0
3.0,5.0,2013.0,28.83,7.0,20.42,4.0,28.83,7.0,23.48,18.0,1.0,28.67,0.89,0.79,0.0014,0.0079,0.55,1012.78,4.316666666666666,15.783333333333333,32.31,5.0,28.5,4.0,3.0,10.0,4.146,55.0,12.58,19.0,5.69,0.37,13.0,11.466666666666667,0,0,0,0,0,1,0,0,0,1
3.0,6.0,2013.0,29.02,12.0,27.62,1.0,31.29,22.0,20.42,4.0,1.0,26.9,0.83,0.83,0.0021,0.0164,0.67,1022.75,4.3,15.8,34.56,11.0,29.62,5.0,3.0,10.0,9.334,327.0,14.6,4.0,5.91,0.34,12.0,11.5,0,0,0,0,0,1,0,0,0,1
3.0,7.0,2013.0,36.13,9.0,24.37,4.0,36.13,9.0,27.62,1.0,0.85,25.04,0.74,0.87,0.0028,0.0171,0.62,1029.13,4.266666666666667,15.816666666666666,37.17,13.0,24.37,4.0,4.0,10.0,9.94,339.0,7.3,12.0,2.43,0.0,10.0,11.55,0,0,0,1,0,0,0,1,0,0
3.0,8.0,2013.0,38.62,13.0,27.7,1.0,38.62,13.0,24.37,4.0,0.22,25.04,0.73,0.9,0.0,0.0,0.0,1030.84,4.233333333333333,15.833333333333334,41.2,13.0,31.97,0.0,5.0,10.0,9.778,136.0,9.56,10.0,2.76,0.0,11.0,11.600000000000001,0,0,1,0,0,0,1,0,0,0
3.0,9.0,2013.0,38.83,14.0,38.72,17.0,42.95,22.0,27.7,1.0,0.76,30.01,0.71,0.94,0.0009,0.0111,0.82,1019.51,4.216666666666667,15.85,43.12,13.0,42.44,1.0,3.0,11.0,9.626,156.0,14.57,11.0,5.76,0.0,7.0,11.633333333333333,0,0,0,1,0,0,0,1,0,0
3.0,10.0,2013.0,49.42,13.0,42.91,6.0,51.88,19.0,39.33,0.0,0.99,43.02,0.87,0.98,0.0328,0.1102,1.0,1007.88,5.183333333333334,16.883333333333333,49.42,13.0,44.1,6.0,3.0,11.0,6.793,174.0,15.8,19.0,4.57,0.0,3.0,11.7,0,0,0,1,0,0,0,1,0,0
3.0,11.0,2013.0,44.67,5.0,23.15,6.0,46.77,22.0,27.0,22.0,1.0,37.78,0.92,0.01,0.0022,0.0173,0.83,1004.06,5.15,16.9,44.67,5.0,29.84,5.0,3.0,11.0,6.661,238.0,13.37,14.0,5.79,0.0,6.0,11.749999999999998,0,0,0,1,0,0,0,1,0,0
3.0,12.0,2013.0,29.66,13.0,14.59,6.0,29.66,13.0,19.89,22.0,0.93,25.83,0.77,0.04,0.0001,0.0008,0.2,1013.22,5.133333333333334,16.916666666666668,36.31,13.0,23.45,5.0,4.0,10.0,8.729,265.0,18.18,12.0,7.99,0.02,10.0,11.783333333333335,0,1,0,0,0,0,0,0,0,1
3.0,13.0,2013.0,27.03,15.0,23.01,4.0,28.12,20.0,14.59,6.0,0.39,15.75,0.6,0.08,0.0,0.0,0.0,1023.05,5.1,16.933333333333334,33.89,15.0,23.01,4.0,5.0,11.0,9.874,301.0,18.03,9.0,7.08,0.0,0.0,11.833333333333334,0,0,1,0,0,0,1,0,0,0
3.0,14.0,2013.0,32.22,16.0,27.34,21.0,32.22,16.0,23.01,4.0,0.55,22.0,0.71,0.11,0.0,0.0,0.0,1024.58,5.066666666666666,16.95,36.44,15.0,31.58,4.0,3.0,10.0,9.831,219.0,9.73,15.0,3.42,0.0,0.0,11.883333333333333,0,0,1,0,0,0,1,0,0,0
3.0,15.0,2013.0,42.33,11.0,25.83,6.0,42.33,11.0,28.16,1.0,0.69,32.17,0.88,0.14,0.0044,0.0285,1.0,1013.74,5.05,16.966666666666665,42.33,11.0,32.98,6.0,4.0,11.0,5.553,110.0,10.13,22.0,2.97,0.0,14.0,11.916666666666664,0,0,0,1,0,0,0,1,0,0
3.0,16.0,2013.0,31.15,17.0,20.81,3.0,31.19,19.0,23.58,9.0,1.0,28.77,0.86,0.17,0.0,0.0,0.0,1013.61,5.016666666666667,16.983333333333334,33.32,5.0,27.91,4.0,4.0,11.0,7.202,7.0,16.11,10.0,5.92,0.0,0.0,11.966666666666669,0,1,0,0,0,0,1,0,0,0
3.0,17.0,2013.0,29.88,14.0,23.09,0.0,29.88,14.0,20.81,3.0,0.79,21.98,0.67,0.2,0.0,0.0,0.0,1020.96,4.983333333333333,17.0,35.75,14.0,30.08,1.0,4.0,12.0,9.997,56.0,14.38,20.0,6.59,0.0,0.0,12.016666666666666,0,0,1,0,0,0,1,0,0,0
3.0,18.0,2013.0,33.11,11.0,5.83,6.0,33.11,11.0,10.85,22.0,0.96,25.85,0.82,0.23,0.0014,0.0061,0.69,1008.31,4.95,17.016666666666666,35.22,16.0,18.18,6.0,4.0,11.0,6.903,241.0,24.99,20.0,7.31,0.15,14.0,12.066666666666666,0,0,0,0,0,1,0,0,0,1
